alpha,arousal1,betha,theta,gamma,valence1
2.24,0.446,3.44,4.35,2,0.0324
2.3,0.436,3.37,4.36,2.01,0.0267
2.45,0.409,3.34,4.41,2.2,0.0337
2.57,0.389,3.42,4.5,2.21,0.0503
2.56,0.39,3.37,4.5,2.19,0.0589
2.46,0.406,3.46,4.38,2.22,0.0946
2.4,0.416,3.86,4.23,2.3,0.126
2.34,0.427,3.91,4.08,2.47,0.134
2.33,0.43,3.97,3.88,2.51,0.118
2.37,0.423,3.98,3.78,2.54,0.0924
2.31,0.432,3.94,3.69,2.62,0.072
2.25,0.444,3.79,3.65,2.76,0.0538
2.11,0.474,3.76,3.67,2.92,0.0584
2.01,0.496,3.75,3.53,2.88,0.0486
2.37,0.422,3.72,3.31,2.91,0.0381
2.66,0.376,3.72,3.21,3.06,0.0327
2.68,0.372,3.56,3.46,3.2,0.0302
2.71,0.37,3.16,3.97,3.18,0.0167
2.9,0.345,3.23,4.22,3.12,0.0124
3.24,0.308,3.19,4.34,3.14,0.0144
3.5,0.285,3.21,4.36,3.06,0.0112
3.61,0.277,3.25,4.36,3.07,0.00858
3.65,0.274,3.34,4.32,2.96,0.00914
3.66,0.273,3.31,4.31,2.89,0.011
3.6,0.278,3.23,4.28,2.82,0.0131
3.47,0.288,3.34,4.22,2.81,0.0123
3.4,0.295,3.48,4.19,2.47,0.0101
3.38,0.296,3.44,3.96,2.35,0.00858
3.34,0.3,3.38,3.35,2.5,0.0101
3.09,0.323,3.24,2.72,2.48,0.0123
2.59,0.385,3.17,2.37,2.58,0.0159
2.21,0.453,3.33,2.19,2.63,0.0425
2.24,0.446,3.5,2.34,2.77,0.0684
2.3,0.435,3.53,2.5,2.76,0.072
2.35,0.425,3.55,2.35,2.77,0.0733
2.39,0.419,3.65,2.3,2.88,0.0715
2.52,0.397,3.62,2.58,3.11,0.0457
2.61,0.383,3.6,3.13,3.27,0.0286
2.62,0.381,3.68,3.56,3.31,0.0246
2.76,0.363,3.9,3.74,3.33,-0.00169
2.95,0.339,3.95,3.86,3.48,-0.00836
3.01,0.332,3.93,3.9,3.42,-0.00472
2.97,0.337,3.85,3.9,3.39,-0.00453
2.91,0.344,3.77,3.85,3.31,-0.006
2.88,0.347,3.81,3.88,3.32,-0.0185
2.99,0.334,3.85,3.89,3.39,-0.041
3.12,0.321,3.74,3.9,3.36,-0.049
3.06,0.327,3.79,3.94,3.23,-0.0523
3.03,0.33,3.79,3.81,3.21,-0.0529
3.03,0.33,3.91,3.61,3.2,-0.049
2.94,0.34,3.8,3.5,2.97,-0.0463
2.87,0.349,3.78,3.44,2.92,-0.0364
3,0.333,3.78,3.45,2.92,-0.0237
3.21,0.311,3.8,3.45,2.9,-0.0259
3.35,0.299,3.78,3.48,2.96,-0.0261
3.4,0.294,3.71,3.47,3.06,-0.0193
3.34,0.3,3.69,3.49,3.03,-0.0159
3.24,0.309,3.73,3.38,2.98,-0.00786
3.26,0.307,3.64,3.19,2.83,-0.00147
3.29,0.304,3.63,3.03,2.83,0.000914
3.32,0.301,3.3,2.91,2.81,0.00168
3.34,0.299,3.38,2.78,2.86,-0.00274
3.22,0.31,3.55,2.67,2.88,-0.00861
3.04,0.329,3.74,2.68,2.9,-0.0117
2.79,0.359,3.85,2.63,2.87,-0.0154
2.44,0.411,3.84,2.5,2.96,-0.0321
2.28,0.438,3.93,2.35,2.89,0.00668
2.26,0.442,4.09,2.53,2.94,0.041
2.55,0.392,4.09,3.34,2.91,-0.0101
3.01,0.332,4.27,3.8,3.02,-0.0283
3.27,0.306,4.45,4.02,3.38,-0.023
3.5,0.286,4.55,4.15,3.38,-0.0177
3.66,0.273,4.56,4.22,3.39,-0.0216
3.7,0.27,4.53,4.31,3.4,-0.0228
3.71,0.27,4.47,4.37,3.41,-0.0194
3.78,0.265,4.5,4.39,3.43,-0.0162
3.96,0.252,4.51,4.48,3.31,-0.0133
4.07,0.246,4.44,4.58,3.27,-0.0134
4.09,0.244,4.36,4.57,3.22,-0.012
4.01,0.249,4.41,4.37,3.2,-0.00842
2.74,0.364,4.12,2.59,2.71,0.0841
2.66,0.376,4.14,2.6,2.71,0.107
2.65,0.377,4.28,2.55,2.6,0.112
2.69,0.372,4.45,2.77,2.62,0.113
2.65,0.378,4.48,3.37,2.67,0.105
2.49,0.402,4.5,3.62,2.7,0.113
2.63,0.38,4.52,3.78,2.64,0.135
2.87,0.348,4.51,4.04,2.61,0.133
3.07,0.326,4.5,4.23,2.69,0.104
3.24,0.309,4.45,4.41,2.71,0.0778
3.35,0.299,4.44,4.53,2.91,0.0584
3.34,0.299,4.39,4.53,2.96,0.0494
3.48,0.288,4.33,4.54,2.9,0.0434
3.58,0.28,4.2,4.55,2.98,0.0428
3.59,0.278,4.09,4.6,2.98,0.0465
3.61,0.277,3.99,4.6,2.9,0.0498
3.54,0.282,3.91,4.55,2.89,0.0462
3.43,0.291,3.8,4.44,2.91,0.03
3.29,0.304,3.86,4.28,2.92,0.014
3.1,0.322,3.99,4.1,2.9,-0.0044
3.05,0.328,3.98,3.9,2.75,-0.022
3.29,0.304,4,3.87,2.53,-0.0125
3.6,0.278,3.92,3.94,2.57,-0.00361
3.66,0.273,3.94,3.94,2.47,-0.00317
3.61,0.277,3.9,3.91,2.49,-0.013
3.61,0.277,3.84,3.7,2.46,-0.024
3.64,0.275,3.84,3.35,2.51,-0.0299
3.67,0.272,3.99,3.21,2.62,-0.0303
3.69,0.271,4,3.25,2.6,-0.0272
3.7,0.27,4.02,3.27,2.59,-0.0239
3.68,0.272,3.87,3.19,2.48,-0.0196
3.6,0.278,3.86,3.16,2.52,-0.0222
3.21,0.311,3.63,3.01,2.42,-0.0427
2.67,0.374,3.67,2.98,2.48,-0.0955
2.65,0.378,3.78,3.24,2.91,-0.11
2.78,0.36,4.01,3.52,2.88,-0.0613
2.86,0.35,4.15,3.75,2.84,0.0013
2.91,0.344,4.18,3.84,2.79,0.0394
2.91,0.344,4.12,3.86,2.74,0.0551
2.85,0.351,4.13,3.82,2.81,0.0577
2.85,0.351,4.12,3.8,2.87,0.0578
3.12,0.32,4.27,3.84,3.26,0.0818
3.3,0.303,4.63,3.95,3.31,0.109
3.36,0.298,4.72,4,3.37,0.0902
3.64,0.275,4.71,4,3.3,0.0442
3.82,0.262,4.63,3.86,3.05,0.0175
4.07,0.246,4.6,3.72,3.12,-0.00245
4.21,0.237,4.52,3.69,3.12,-0.0117
4.23,0.237,4.48,3.69,3.1,-0.0153
4.22,0.237,4.44,3.71,3.14,-0.0173
4.22,0.237,4.39,3.76,3.11,-0.0178
4.19,0.239,4.32,3.73,3.11,-0.0226
4.06,0.246,3.86,3.53,2.6,-0.0443
4.03,0.248,3.51,3.38,2.6,-0.0528
3.97,0.252,3.44,3.2,2.69,-0.0554
3.76,0.266,3.48,3.15,2.71,-0.0654
3.39,0.295,3.52,3.21,2.77,-0.0697
2.85,0.35,3.32,3.02,2.65,-0.0813
2.71,0.369,3.48,3.07,2.71,-0.0987
3.05,0.328,3.57,3.26,2.75,-0.086
3.15,0.317,3.57,3.28,2.61,-0.0879
3.16,0.317,3.58,3.19,2.56,-0.0891
3.2,0.313,3.75,3.17,2.64,-0.0885
3.3,0.303,4.07,3.15,2.63,-0.085
3.34,0.3,4.07,3.13,2.61,-0.0867
3.4,0.295,4.11,3.23,2.55,-0.0754
3.59,0.279,4.04,3.24,2.67,-0.0623
3.77,0.266,4.06,3.19,2.65,-0.0617
3.81,0.263,4.11,3.15,2.64,-0.0645
3.65,0.274,4.04,2.82,2.59,-0.0655
3.48,0.287,4.03,2.49,2.53,-0.0662
3.45,0.29,4.05,2.44,2.58,-0.0655
3.46,0.289,4.05,2.45,2.6,-0.0662
3.49,0.287,4.07,2.5,2.6,-0.0595
3.59,0.278,3.78,2.71,2.6,-0.0403
3.75,0.266,3.69,2.67,2.56,-0.0295
3.74,0.268,3.68,2.52,2.41,-0.0332
3.56,0.281,3.69,2.37,2.37,-0.0389
3.37,0.297,3.64,2.22,2.42,-0.0375
3.28,0.305,3.65,2.19,2.49,-0.0333
3.3,0.303,3.66,2.16,2.48,-0.0254
3.38,0.296,3.63,2.22,2.51,-0.00887
3.45,0.29,3.63,2.23,2.55,0.00642
3.5,0.286,3.45,2.66,2.45,0.0113
3.41,0.294,3.37,3.19,2.36,0.0115
3.21,0.312,3.4,3.37,2.28,0.0157
3.1,0.322,3.37,3.47,2.27,0.0289
3.15,0.318,3.36,3.55,2.23,0.0431
3.19,0.314,3.3,3.58,2.26,0.0489
3.21,0.311,3.84,3.6,2.7,0.0531
3.23,0.309,3.8,3.66,2.63,0.0537
3.34,0.299,3.84,3.75,2.63,0.0325
3.44,0.291,3.92,3.78,2.65,0.00127
3.43,0.291,3.96,3.79,2.72,-0.0209
3.41,0.293,3.98,3.67,2.76,-0.0239
3.41,0.293,4.08,3.4,2.76,-0.0234
3.28,0.305,4.22,3.18,2.81,-0.0402
3.12,0.32,4.21,3.02,2.87,-0.0613
3.04,0.329,4.22,3.02,2.88,-0.0582
2.91,0.344,4.18,3.25,2.62,-0.0542
2.92,0.342,3.88,3.5,2.49,-0.0551
2.89,0.346,3.87,3.52,2.52,-0.0617
2.54,0.394,3.82,3.51,2.53,-0.0622
2.03,0.492,3.74,3.5,2.38,-0.0373
1.9,0.525,3.83,3.46,2.34,-0.00828
1.95,0.514,3.65,3.44,2.32,-0.0138
