alpha,arousal1,betha,theta,gamma,valence1
3.18,0.314,3.89,4.74,3.44,-0.000475
3.05,0.328,3.85,4.64,3.38,0.00196
2.96,0.338,3.9,4.56,3.32,0.00933
3.01,0.332,3.86,4.53,3.32,0.00485
3.12,0.32,3.87,4.5,3.27,-0.0106
3.13,0.32,3.97,4.29,3.29,-0.0273
3.13,0.319,3.95,3.97,3.19,-0.0377
3.15,0.318,4.05,3.86,3.21,-0.0401
3,0.333,4.08,3.91,3.24,-0.0566
2.94,0.34,4.03,3.97,3.21,-0.072
2.78,0.36,4.04,3.97,3.22,-0.0963
2.7,0.371,4.06,4.03,3.06,-0.145
2.7,0.37,4.02,4.05,3.13,-0.156
2.72,0.368,4,3.99,3.16,-0.131
2.67,0.375,4.01,3.79,3.16,-0.122
2.7,0.371,4.06,3.64,3.23,-0.111
2.79,0.358,3.99,3.5,3.18,-0.122
2.79,0.358,3.78,3.42,3.18,-0.15
2.8,0.357,3.73,3.46,3.29,-0.171
3.02,0.331,3.8,3.41,3.18,-0.13
3.4,0.294,3.67,3.37,3.18,-0.0938
3.53,0.283,3.62,3.24,3.11,-0.078
3.54,0.283,3.58,3.14,3.09,-0.0644
3.53,0.284,3.57,3.21,3.19,-0.0624
3.55,0.282,3.48,3.25,3.14,-0.0738
3.57,0.28,3.38,3.27,2.99,-0.0724
3.59,0.278,3.25,3.41,2.98,-0.0502
3.57,0.28,3.33,3.75,3.02,-0.0388
3.63,0.276,3.45,3.84,3.05,-0.0314
3.74,0.268,3.44,3.89,2.98,-0.022
3.72,0.269,3.27,4,3.02,-0.01
3.76,0.266,3.55,4,3.15,0.00278
3.91,0.256,3.55,4.02,3.2,0.00614
4.03,0.248,3.81,4.03,3.15,0.00123
2.09,0.479,3.42,3.39,2.54,0.0741
2.56,0.39,3.55,3.42,2.55,0.0391
2.79,0.359,3.47,3.52,2.57,0.0183
2.88,0.347,3.5,3.75,2.54,0.0204
2.97,0.337,3.58,4.1,2.43,0.0262
3.06,0.327,3.6,4.35,2.3,0.0233
3.08,0.325,3.63,4.42,2.39,0.0222
3.09,0.324,3.66,4.4,2.35,0.0122
3.08,0.325,3.66,4.36,2.09,-0.00332
2.98,0.335,3.64,4.31,2.05,-0.00556
2.96,0.338,3.72,4.39,2.08,-0.00395
2.9,0.344,3.7,4.51,2.11,-0.00639
2.73,0.366,3.58,4.63,2.12,-0.00663
2.69,0.371,3.58,4.62,2.08,-0.00745
2.86,0.349,3.46,4.57,2.12,-0.016
2.85,0.351,3.16,4.44,2.14,-0.0211
2.77,0.362,3.08,4.26,2.11,-0.0277
2.78,0.359,3,4.21,2.06,-0.031
2.76,0.363,2.98,4.31,2.09,-0.0261
2.72,0.367,3.1,4.37,2.19,-0.0187
2.81,0.356,3.23,4.36,2.32,-0.0283
2.89,0.347,3.18,4.26,2.29,-0.044
2.87,0.348,3.29,4.08,2.24,-0.0463
2.88,0.347,3.48,3.87,2.2,-0.0392
2.75,0.363,3.51,3.81,2.22,-0.0397
2.48,0.403,3.58,3.71,2.41,-0.0522
2.44,0.409,3.67,3.71,2.48,-0.0759
2.46,0.407,3.76,3.77,2.5,-0.0916
2.45,0.409,3.94,3.68,2.57,-0.0924
2.51,0.398,4.11,3.35,2.52,-0.0413
2.64,0.379,4.05,3.12,2.48,-0.00465
2.65,0.377,3.97,3.1,2.42,0.00763
2.64,0.379,4.04,3.11,2.47,-0.00862
2.63,0.381,3.95,3.14,2.57,-0.0311
2.61,0.383,3.97,3.24,2.66,-0.0359
2.65,0.377,4.13,3.27,2.72,-0.0336
2.67,0.375,4.13,3.2,2.69,-0.024
2.69,0.371,4.12,3.22,2.62,-0.0126
2.89,0.346,4.19,3.25,2.85,-0.00739
3.03,0.33,3.99,3.25,2.86,-0.0194
3,0.333,3.92,3.3,2.82,-0.0503
2.96,0.337,4.05,3.4,2.88,-0.0742
2.95,0.339,4.09,3.41,2.92,-0.073
3.08,0.325,4.1,3.42,2.94,-0.059
3.21,0.311,4.13,3.53,2.93,-0.0469
3.17,0.315,4.08,3.61,2.92,-0.0509
3.19,0.314,3.91,3.61,2.88,-0.0497
3.24,0.308,3.87,3.51,2.93,-0.0442
3.22,0.31,3.84,3.38,2.97,-0.0446
3.16,0.317,3.78,3.45,2.76,-0.043
3.23,0.31,3.76,3.55,2.86,-0.027
3.32,0.301,3.7,3.49,2.87,-0.0171
3.31,0.302,3.49,3.42,2.76,-0.0126
3.21,0.312,3.3,3.43,2.74,-0.00161
3.02,0.331,3.22,3.15,2.71,0.0158
2.96,0.338,3.06,2.76,2.66,0.024
2.94,0.341,3.2,2.61,2.69,0.0226
2.93,0.342,3.21,2.79,2.62,0.0231
2.95,0.339,3.25,3.01,2.57,0.036
2.99,0.335,3.17,3.14,2.52,0.048
2.97,0.337,3.23,3.03,2.47,0.0485
2.91,0.343,3.28,2.96,2.36,0.03
2.9,0.344,3.33,3.02,2.33,0.0139
2.93,0.341,3.38,2.94,2.35,0.00117
2.94,0.34,3.42,2.91,2.28,-0.0182
2.88,0.347,3.47,2.97,2.45,-0.0302
2.86,0.35,3.3,3.06,2.43,-0.0347
2.86,0.349,3.28,3.01,2.31,-0.0362
2.79,0.359,3.49,2.82,2.63,-0.0507
2.68,0.373,3.55,2.68,2.62,-0.075
2.6,0.385,3.58,2.54,2.66,-0.102
2.6,0.385,3.53,2.48,2.74,-0.136
2.62,0.381,3.52,2.64,2.75,-0.133
2.89,0.346,3.52,2.89,2.74,-0.106
3.15,0.318,3.56,2.92,2.76,-0.0927
3.27,0.305,3.62,2.93,2.76,-0.0854
3.3,0.303,3.6,3,2.68,-0.0803
3.35,0.299,3.72,3.03,2.83,-0.0717
3.38,0.296,3.67,3.05,2.75,-0.0669
3.42,0.293,3.53,3.17,2.48,-0.0579
3.43,0.292,3.4,3.22,2.58,-0.0536
3.42,0.293,3.36,3.22,2.58,-0.0593
3.37,0.297,3.46,3.18,2.45,-0.0646
3.31,0.302,3.56,3.01,2.46,-0.0671
3.24,0.309,3.66,3.03,2.71,-0.0736
3.09,0.324,3.68,3.05,2.7,-0.0834
3.08,0.325,3.71,2.98,2.82,-0.091
3.1,0.323,3.7,3.08,2.62,-0.11
3.1,0.323,3.67,3.37,2.63,-0.118
3.08,0.325,3.74,3.5,2.66,-0.128
3.06,0.327,3.81,3.45,2.65,-0.168
3.34,0.3,3.85,3.42,2.66,-0.133
3.58,0.28,3.89,3.47,2.83,-0.113
3.61,0.277,3.77,3.6,2.89,-0.115
3.56,0.281,3.85,3.61,2.87,-0.119
3.52,0.284,3.73,3.55,2.71,-0.125
3.48,0.287,3.73,3.6,2.77,-0.129
3.47,0.288,3.66,3.66,2.71,-0.129
3.47,0.288,3.68,3.51,2.78,-0.126
3.43,0.292,3.67,3.18,2.71,-0.132
3.4,0.294,3.57,3.19,2.75,-0.141
3.32,0.301,3.5,3.3,2.83,-0.147
3.03,0.33,3.45,3.47,2.71,-0.183
2.66,0.375,3.5,3.42,2.65,-0.175
2.66,0.376,3.39,3.26,2.54,-0.0923
2.67,0.374,3.38,3.28,2.49,-0.0642
3.25,0.308,3.98,4.08,2.61,-0.178
3.17,0.315,3.71,3.99,2.56,-0.151
2.75,0.364,3.58,3.91,2.52,-0.135
2.57,0.389,3.47,3.83,2.31,-0.0709
2.75,0.364,3.45,3.74,2.22,-0.031
2.83,0.353,3.54,3.68,2.14,-0.0176
3.02,0.331,3.58,3.6,2.32,-0.0148
3.24,0.309,3.8,3.64,2.27,-0.021
3.3,0.303,3.77,3.71,2.2,-0.0208
3.35,0.299,3.89,3.76,2.24,-0.015
3.54,0.283,3.78,3.81,2.25,-0.0143
3.68,0.272,3.64,3.92,2.29,-0.0194
3.71,0.269,3.83,4.02,2.32,-0.0255
3.72,0.269,3.92,4.04,2.37,-0.0363
3.75,0.267,3.96,4.04,2.37,-0.0449
3.8,0.263,4.1,3.99,2.37,-0.0508
3.85,0.26,4.05,3.98,2.47,-0.0526
3.82,0.262,3.88,3.98,2.33,-0.05
3.77,0.265,3.81,3.95,2.35,-0.0442
3.72,0.269,3.78,3.89,2.31,-0.0428
3.56,0.281,3.84,3.67,2.55,-0.0436
3.31,0.302,3.9,3.26,2.61,-0.031
3.37,0.297,3.9,3.03,2.6,-0.0187
3.52,0.284,3.83,2.85,2.67,-0.0176
3.62,0.276,3.76,2.95,2.68,-0.0181
3.58,0.28,3.74,3.35,2.67,-0.0139
3.5,0.286,3.71,3.51,2.74,-0.00874
3.39,0.295,4.16,3.52,2.62,-0.0163
3.32,0.301,4.32,3.52,2.7,-0.0228
3.34,0.299,4.3,3.54,2.72,-0.0215
3.47,0.288,4.3,3.57,2.73,-0.0172
3.7,0.271,4.42,3.62,2.56,-0.0161
3.73,0.268,4.46,3.82,2.54,-0.0168
3.61,0.277,4.56,4.08,2.63,-0.0163
3.39,0.295,4.74,4.32,2.56,-0.0115
3.33,0.301,4.76,4.28,2.51,-0.0106
3.32,0.301,4.76,4.14,2.49,-0.0222
3.27,0.306,4.62,4.12,2.5,-0.0313
3.24,0.309,4.41,4.15,2.69,-0.025
3.25,0.308,4.35,4.14,2.72,-0.0338
3.27,0.306,4.4,4.13,2.73,-0.0559
3.06,0.327,4.33,4.19,2.8,-0.0836
2.61,0.382,4.25,4.19,2.75,-0.145
2.72,0.368,4.2,4,2.69,-0.148
2.8,0.357,3.89,3.81,2.73,-0.138
2.89,0.346,3.49,3.57,2.82,-0.149
3.04,0.329,3.45,3.53,2.83,-0.153
3.16,0.317,3.45,3.67,2.92,-0.152
3.23,0.309,3.66,3.75,2.8,-0.157
3.27,0.306,3.88,3.81,2.8,-0.172
3.44,0.291,3.99,4.09,2.83,-0.124
3.71,0.27,4,4.21,2.94,-0.0651
3.9,0.256,4.08,4.21,2.84,-0.0407
3.94,0.254,3.98,4.31,2.82,-0.0335
3.9,0.256,4.02,4.42,2.75,-0.0349
3.91,0.256,4.06,4.39,2.76,-0.0345
3.83,0.261,4.08,4.41,2.74,-0.0307
3.75,0.267,4.08,4.45,2.74,-0.0269
3.67,0.273,4.08,4.4,2.67,-0.0211
3.65,0.274,3.9,4.34,2.66,-0.0168
3.69,0.271,3.76,4.26,2.48,-0.0157
3.62,0.276,3.56,4.1,2.36,-0.0306
3.43,0.291,3.75,4,2.18,-0.0564
3.36,0.298,3.74,3.87,2.28,-0.0603
3.52,0.284,3.86,3.69,2.37,-0.0342
3.71,0.269,3.85,3.63,2.39,-0.0148
3.74,0.267,3.89,3.62,2.36,-0.0113
3.75,0.267,3.88,3.61,2.28,-0.0139
3.75,0.267,3.9,3.72,2.36,-0.016
3.8,0.263,3.93,3.8,2.45,-0.0182
3.84,0.261,3.96,3.83,2.54,-0.0185
3.74,0.267,4,3.77,2.61,-0.0137
3.67,0.273,4.21,3.76,2.57,-0.00427
3.62,0.276,4.01,3.74,2.62,-0.0033
3.48,0.287,3.92,3.76,2.61,-0.0133
3.29,0.304,3.87,3.65,2.6,-0.0402
3.1,0.323,3.98,3.65,2.57,-0.0679
3.08,0.325,4.08,4.04,2.79,-0.0532
3.22,0.31,4.07,4.27,2.82,-0.0256
3.31,0.302,4.01,4.2,2.74,-0.0148
3.22,0.311,4.04,4.14,2.76,-0.01
3.08,0.324,4.04,4.12,2.64,-0.00633
3.09,0.324,3.93,4.09,2.79,-0.0123
3.03,0.33,3.81,4.07,2.82,-0.0221
2.92,0.343,3.85,4.09,2.74,-0.0209
2.89,0.346,3.88,4.25,2.72,-0.0314
3.1,0.323,3.86,4.38,2.71,-0.0425
3.17,0.316,3.66,4.28,2.62,-0.0522
3.09,0.324,3.51,3.99,2.52,-0.0759
2.9,0.345,3.55,3.95,2.53,-0.115
2.72,0.368,3.6,4.02,2.48,-0.154
2.75,0.363,3.5,4.12,2.53,-0.141
2.74,0.365,3.48,4.2,2.48,-0.135
2.72,0.368,3.41,4.2,2.34,-0.118
2.85,0.35,3.29,4.16,2.36,-0.0929
2.93,0.341,3.22,4.05,2.36,-0.0716
2.77,0.361,3.21,3.76,2.5,-0.0463
2.49,0.401,3.25,3.66,2.53,0.00265
2.53,0.396,3.12,3.69,2.49,0.0263
2.8,0.357,3.23,3.44,2.57,-0.00094
3.24,0.308,3.26,3.3,2.51,-0.0212
3.53,0.283,3.39,3.54,2.52,-0.0245
3.73,0.268,3.4,3.63,2.51,-0.0286
3.8,0.263,3.41,3.5,2.46,-0.0333
3.84,0.26,3.48,3.55,2.42,-0.0351
3.82,0.262,3.47,3.57,2.51,-0.0425
3.81,0.263,3.74,3.57,2.52,-0.0465
4.37,0.229,4.07,4.32,3.08,0.00945
4.4,0.227,4.08,4.44,2.96,0.00901
4.26,0.235,4,4.42,2.91,0.00599
4.21,0.238,4,4.34,2.91,0.0024
4.21,0.238,3.98,4.39,2.74,-0.000847
4.18,0.239,4.06,4.78,2.74,-0.000532
4.19,0.238,4.09,4.99,2.66,0.00506
4.26,0.235,4,4.98,2.64,0.013
4.24,0.236,3.98,4.89,2.65,0.018
4.19,0.238,3.81,4.84,2.51,0.0182
4.02,0.249,3.84,4.77,2.56,0.0181
3.63,0.275,3.89,4.68,2.68,0.0223
3.6,0.278,3.88,4.65,2.75,0.0275
3.8,0.263,3.84,4.66,2.7,0.0277
3.83,0.261,3.81,4.72,2.64,0.0322
3.81,0.262,3.73,4.68,2.56,0.0372
3.76,0.266,3.69,4.3,2.59,0.0399
3.47,0.288,3.69,3.88,2.59,0.0487
3.26,0.307,3.68,3.88,2.59,0.0534
3.25,0.307,3.67,3.93,2.57,0.0538
3.28,0.305,3.56,3.95,2.55,0.0614
3.35,0.299,3.74,4.01,2.32,0.0613
3.38,0.296,3.78,4.22,2.19,0.059
3.34,0.299,3.74,4.43,2.12,0.0487
3.32,0.301,3.75,4.43,2.15,0.0286
3.34,0.299,3.8,4.36,2.11,0.0122
3.35,0.299,4.02,4.25,2.02,0.00979
3.35,0.299,4.25,4.19,1.97,0.00957
3.35,0.299,4.3,4.16,2.17,0.0109
3.35,0.299,4.38,4.11,2.16,0.0138
3.33,0.3,4.37,4.12,2.3,0.0164
3.25,0.308,4.39,4.15,2.44,0.0058
3.28,0.305,4.35,4.12,2.43,-0.0252
3.44,0.29,4.5,3.83,2.44,-0.0486
3.54,0.282,4.5,3.52,2.44,-0.0645
3.47,0.288,4.48,3.79,2.44,-0.0849
3.42,0.293,4.38,3.99,2.47,-0.095
3.4,0.294,4.3,4.07,2.51,-0.0955
3.38,0.295,4.38,4.09,2.49,-0.0991
3.41,0.293,4.34,4.07,2.43,-0.0954
3.42,0.292,4.41,4.09,2.48,-0.0991
3.42,0.293,4.45,4.12,2.27,-0.107
3.39,0.295,4.35,4.24,2.23,-0.103
3.14,0.318,4.16,4.38,2.25,-0.107
2.8,0.357,4.18,4.4,2.25,-0.108
2.39,0.419,4.24,4.29,2.3,-0.107
1.9,0.525,4.3,4.17,2.43,-0.0715
1.96,0.511,4.29,4.16,2.4,0.0145
2.15,0.466,4.17,4.17,2.37,0.0369
2.48,0.403,3.91,4.15,2.25,0.0267
2.82,0.354,4.05,4.14,2.15,-0.0124
3.19,0.314,3.91,4.08,2.17,-0.0182
3.43,0.291,3.96,4.1,2.22,-0.0213
3.53,0.283,4,4.08,2.28,-0.0424
3.81,0.262,3.94,4.02,2.23,-0.0717
3.94,0.254,3.87,4.11,2.3,-0.082
3.99,0.251,3.76,4.14,2.13,-0.0774
4.02,0.249,3.8,4.09,2.07,-0.0682
4.01,0.249,3.89,4.24,2.17,-0.0675
4.02,0.248,3.88,4.34,2.26,-0.0626
4.04,0.248,3.92,4.39,2.33,-0.0569
3.92,0.255,3.82,4.42,2.35,-0.0601
3.76,0.266,3.84,4.42,2.35,-0.0646
3.69,0.271,3.94,4.27,2.29,-0.0602
3.54,0.283,4.12,4.06,2.28,-0.0459
3.21,0.312,4.12,4.02,2.22,-0.0166
2.89,0.346,4.06,3.92,2.18,0.053
2.82,0.355,4.11,3.96,2.26,0.0685
2.72,0.368,4.14,3.85,2.29,0.0542
2.67,0.374,4.1,3.56,2.22,0.0353
2.45,0.407,4.05,3.47,2.27,0.000869
2.4,0.416,3.99,3.54,2.15,-0.0276
2.5,0.4,3.94,3.48,2.06,-0.0489
2.61,0.383,3.89,3.47,2.16,-0.0916
2.6,0.385,3.62,3.58,2.23,-0.114
2.58,0.388,3.45,3.71,2.27,-0.102
2.62,0.382,3.62,3.8,2.38,-0.0796
2.66,0.376,3.79,3.78,2.46,-0.0602
2.76,0.362,3.82,3.78,2.48,-0.0471
2.81,0.356,3.7,3.87,2.47,-0.0459
2.77,0.361,3.73,3.91,2.48,-0.0384
2.78,0.36,3.68,3.86,2.45,-0.0269
2.66,0.376,3.67,3.89,2.55,-0.0221
2.6,0.385,3.82,3.97,2.57,0.00563
2.87,0.349,3.86,4.05,2.52,0.0224
2.99,0.335,3.89,4.07,2.52,0.019
3.01,0.332,3.87,4.03,2.47,0.0111
3,0.334,3.58,3.9,2.53,-0.00244
2.97,0.337,3.48,3.77,2.4,-0.0056
2.84,0.352,3.53,3.7,2.3,-0.000418
2.86,0.349,3.59,3.7,2.3,0.00301
2.9,0.345,3.57,3.71,2.34,0.00184
2.9,0.345,3.58,3.72,2.3,0.000798
2.88,0.347,3.49,3.83,2.26,-0.0172
2.7,0.371,3.33,3.87,2.31,-0.0576
2.29,0.437,3.38,3.84,2.53,-0.113
2.4,0.417,3.39,3.9,2.57,-0.0528
2.63,0.381,3.42,4.1,2.47,-0.0337
2.68,0.373,3.45,4.2,2.49,-0.0286
2.68,0.372,3.46,4.21,2.55,-0.0312
2.8,0.357,3.38,4.21,2.59,-0.0393
2.93,0.341,3.35,4.11,2.59,-0.0339
2.93,0.341,3.56,4.11,2.62,-0.0365
2.99,0.334,3.64,4.13,2.7,-0.0469
3.11,0.321,3.7,4.04,2.66,-0.0407
3.3,0.303,3.67,3.96,2.55,-0.0373
3.46,0.289,3.77,3.83,2.5,-0.0469
4.42,0.226,4.43,4.46,2.98,-0.0799
4.09,0.244,4.4,4.19,2.86,-0.122
4,0.25,4.44,4.09,2.86,-0.103
4.09,0.245,4.43,3.97,2.78,-0.0793
4.1,0.244,4.37,3.89,2.76,-0.0722
4.08,0.245,4.11,3.79,2.84,-0.0675
4.08,0.245,3.57,3.75,2.78,-0.0646
4.06,0.246,3.65,3.77,2.89,-0.0617
3.91,0.255,3.56,3.63,2.75,-0.0491
3.57,0.28,3.55,3.28,2.73,-0.0199
3.35,0.299,3.55,3.21,2.71,0.00736
3.35,0.298,3.46,3.29,2.63,0.0172
3.32,0.301,3.4,3.26,2.64,0.022
3.02,0.331,3.33,3.12,2.63,0.0331
2.61,0.383,3.4,2.95,2.7,0.0672
2.4,0.417,3.49,2.8,2.91,0.0873
2.53,0.395,3.69,2.8,2.79,0.0344
2.64,0.379,3.74,2.75,2.75,0.00785
2.66,0.375,3.59,2.71,2.66,0.01
2.62,0.381,3.61,2.88,2.69,0.022
2.62,0.382,3.96,2.93,2.67,0.0304
2.68,0.374,4.33,2.83,2.6,0.0365
2.96,0.338,4.34,3.3,2.67,0.0358
3.11,0.321,4.65,4.02,2.76,0.0262
3.25,0.308,4.79,4.34,2.78,0.0204
3.66,0.273,4.81,4.38,2.75,-0.00377
3.81,0.263,4.77,4.46,2.55,-0.0137
3.76,0.266,4.77,4.52,2.62,-0.0143
3.73,0.268,4.76,4.54,2.54,-0.0113
3.73,0.268,4.78,4.53,2.59,-0.0104
3.73,0.268,4.73,4.51,2.7,-0.0116
3.75,0.267,4.56,4.56,2.83,-0.0148
3.74,0.267,4.38,4.59,2.8,-0.0234
3.62,0.277,4.24,4.43,2.76,-0.0365
3.55,0.282,3.89,3.94,2.95,-0.0443
3.36,0.298,3.8,3.8,2.94,-0.0547
2.76,0.363,3.82,3.75,2.93,-0.0935
2.63,0.381,3.86,3.57,2.92,-0.0861
2.67,0.374,3.81,3.51,2.91,-0.0976
2.69,0.371,3.82,3.55,2.92,-0.123
2.72,0.367,3.77,3.53,2.86,-0.13
2.73,0.366,4.11,3.42,2.86,-0.113
2.71,0.369,4.13,3.35,2.86,-0.0741
2.83,0.353,4.14,3.28,2.87,-0.0334
2.93,0.341,4.16,3.16,2.74,-0.0197
2.99,0.335,4.08,3.04,2.52,-0.0117
3.13,0.319,4.03,3.04,2.48,0.00664
3.28,0.305,3.97,2.97,2.54,0.0131
3.33,0.3,4.06,2.99,2.53,0.0212
3.34,0.299,3.97,2.88,2.51,0.0232
3.33,0.301,3.95,2.8,2.48,0.0239
3.3,0.303,3.82,2.87,2.31,0.0295
3.33,0.3,3.52,2.79,2.28,0.0251
3.32,0.301,3.35,2.64,2.17,0.017
3.27,0.306,3.64,2.71,2.46,0.00943
3.3,0.303,3.58,2.9,2.4,0.00152
3.23,0.31,3.63,2.95,2.32,-0.012
3.02,0.331,3.83,2.85,2.33,-0.0334
2.86,0.35,3.79,3.01,2.32,-0.0644
2.8,0.357,3.78,3.37,2.29,-0.0861
2.77,0.362,3.91,3.47,2.46,-0.0879
2.87,0.349,4.13,3.57,2.56,-0.0913
2.97,0.337,4.21,3.66,2.59,-0.106
2.92,0.342,4.26,3.7,2.68,-0.113
2.81,0.356,4.29,3.8,2.67,-0.122
2.86,0.349,4.16,3.98,2.64,-0.135
2.77,0.361,4.21,4.06,2.69,-0.15
2.74,0.365,4.12,4.09,2.86,-0.144
2.77,0.361,4.1,4.1,2.83,-0.144
2.93,0.341,4.09,4.07,2.78,-0.115
3.08,0.325,3.98,4.01,2.77,-0.0886
3.14,0.318,3.8,3.93,2.67,-0.0655
3.12,0.321,3.55,3.84,2.61,-0.039
3.04,0.329,3.47,3.81,2.67,-0.022
3.05,0.328,3.25,3.78,2.58,-0.0279
3.08,0.325,3.31,3.67,2.68,-0.0285
3.14,0.318,3.26,3.32,2.79,-0.0218
3.23,0.309,3.28,2.97,2.81,-0.0233
3.31,0.302,3.5,3,2.7,-0.0273
3.33,0.3,3.81,3.08,2.69,-0.0302
3.21,0.312,3.87,2.92,2.74,-0.0321
3.14,0.319,3.88,2.81,2.69,-0.0321
3.09,0.324,3.91,2.9,2.7,-0.0499
3.11,0.321,3.98,2.87,2.61,-0.066
3.12,0.32,4.02,2.97,2.65,-0.0649
3.09,0.324,4.05,3.3,2.49,-0.0513
2.99,0.334,3.99,3.45,2.37,-0.0247
2.94,0.34,3.93,3.5,2.01,0.00267
2.88,0.347,3.85,3.52,2.02,0.0247
2.59,0.386,3.86,3.5,2.16,0.0914
2.52,0.397,3.61,3.4,2.28,0.141
2.58,0.388,3.57,3.44,2.21,0.134
2.89,0.346,3.63,3.54,2.33,0.0669
3.1,0.322,3.58,3.51,2.79,0.0341
3.13,0.32,3.45,3.52,2.89,0.024
3.1,0.323,3.37,3.32,3.17,0.0194
3.08,0.325,3.48,3.13,3.21,0.0151
3,0.334,3.66,3.15,3.28,-0.00102
2.92,0.342,3.69,3.19,3.28,-0.0179
3.02,0.331,3.64,3.12,3.27,-0.00774
3.11,0.321,3.31,3.02,3.28,0.0025
3.16,0.316,3.24,3.06,3.26,-0.00348
3.2,0.313,3.19,3.11,3.33,-0.0218
3.01,0.332,3.47,3.17,3.44,-0.0324
2.73,0.366,3.51,3.13,3.3,-0.0282
2.7,0.371,3.49,3.14,3.21,-0.035
2.71,0.37,3.51,3.13,3.06,-0.038
3.7,0.27,3.44,2.95,2.96,-0.0478
3.8,0.263,3.8,3.14,3.12,-0.0297
3.91,0.256,3.89,3.41,3.11,-0.0146
3.88,0.258,3.94,3.59,3.11,-0.00906
3.76,0.266,3.9,3.55,2.94,-0.0044
3.6,0.278,3.86,3.52,2.95,0.00698
3.27,0.306,3.86,3.52,2.96,0.0368
3.1,0.323,3.86,3.6,3.04,0.0501
3.09,0.324,4.05,3.63,3.01,0.0427
3.38,0.296,4.08,3.67,3,0.0178
3.58,0.28,4.08,3.65,2.95,0.00562
3.55,0.281,3.92,3.66,2.7,-0.00463
3.39,0.295,3.82,3.59,2.56,-0.0298
3.22,0.311,3.73,3.35,2.59,-0.0564
