alpha,arousal1,betha,theta,gamma,valence1
7.14,0.14,6.55,7.81,5.24,-0.03
7.29,0.14,6.80,7.92,5.34,-0.03
7.34,0.14,6.79,8.06,5.34,-0.03
7.39,0.14,6.78,8.24,5.15,-0.03
7.39,0.14,6.78,8.25,5.11,-0.03
7.38,0.14,6.82,8.24,5.20,-0.03
7.35,0.14,6.91,8.36,5.22,-0.03
7.37,0.14,6.86,8.62,5.13,-0.03
7.41,0.14,6.50,8.79,4.51,-0.03
7.27,0.14,6.28,8.80,4.32,-0.02
6.84,0.15,6.19,8.75,4.30,-0.03
6.37,0.16,5.89,8.69,3.64,-0.02
6.15,0.16,5.37,8.64,4.03,-0.01
5.92,0.17,5.37,8.53,4.28,-0.01
5.64,0.18,5.33,8.43,4.24,-0.01
5.49,0.18,5.29,8.40,4.26,-0.01
5.46,0.18,4.72,8.39,4.03,-0.01
5.40,0.19,4.10,8.26,4.02,-0.01
4.84,0.21,3.75,7.72,4.11,-0.01
3.57,0.28,3.88,6.98,4.13,0.02
3.19,0.31,3.93,6.51,4.14,0.05
3.62,0.28,3.98,6.06,4.13,0.05
3.91,0.26,3.96,5.57,4.17,0.06
4.09,0.24,3.88,5.28,3.42,0.06
4.14,0.24,3.83,4.92,3.34,0.06
4.14,0.24,3.79,4.60,3.34,0.06
4.16,0.24,3.67,4.53,2.88,0.06
4.15,0.24,3.59,4.52,2.92,0.06
4.11,0.24,3.54,4.37,2.76,0.07
4.08,0.24,3.47,4.06,2.61,0.07
4.08,0.24,3.37,3.75,2.63,0.07
3.99,0.25,3.24,3.67,2.58,0.08
3.73,0.27,3.27,3.81,2.75,0.10
3.30,0.30,3.25,3.81,2.56,0.13
3.13,0.32,3.15,3.84,2.60,0.13
3.18,0.31,3.26,3.86,2.71,0.13
3.17,0.32,3.35,3.88,2.90,0.13
3.14,0.32,3.37,3.91,2.89,0.14
3.09,0.32,3.45,3.84,2.95,0.13
3.17,0.31,3.51,3.78,2.96,0.07
3.29,0.30,3.34,3.80,2.92,0.02
3.18,0.31,3.33,3.69,2.92,0.00
2.86,0.35,3.32,3.44,3.03,-0.03
2.76,0.36,3.30,3.38,2.92,-0.06
2.83,0.35,3.38,3.36,2.94,-0.07
2.81,0.36,3.40,3.36,2.93,-0.09
2.47,0.40,3.18,4.82,2.50,0.01
2.45,0.41,3.14,4.81,2.63,-0.05
2.25,0.44,3.22,4.81,2.63,-0.10
1.99,0.50,3.36,4.91,2.78,-0.14
1.89,0.53,3.52,4.97,2.99,-0.17
1.85,0.54,3.45,5.05,2.94,-0.16
2.05,0.49,3.64,5.20,2.96,-0.06
2.56,0.39,3.73,5.33,3.04,-0.01
3.00,0.33,3.81,5.33,3.02,-0.02
3.28,0.30,3.83,5.25,3.04,-0.01
3.30,0.30,3.96,5.22,3.21,-0.01
3.29,0.30,4.00,5.29,3.42,-0.01
3.25,0.31,3.99,5.35,3.46,0.00
3.36,0.30,4.00,5.32,3.51,0.00
3.60,0.28,4.02,5.30,3.50,-0.01
3.70,0.27,4.10,5.28,3.68,-0.02
3.77,0.27,4.13,5.29,3.72,-0.02
3.96,0.25,4.04,5.43,3.67,-0.02
3.94,0.25,4.07,5.54,3.63,-0.02
3.80,0.26,3.98,5.60,3.64,-0.02
3.87,0.26,3.96,5.58,3.61,-0.04
3.88,0.26,3.90,5.48,3.47,-0.05
3.90,0.26,4.00,5.43,3.53,-0.05
3.90,0.26,4.15,5.45,3.57,-0.05
3.87,0.26,4.11,5.44,3.59,-0.06
3.74,0.27,4.23,5.43,3.38,-0.06
3.77,0.27,4.14,5.48,3.24,-0.04
3.70,0.27,4.16,5.38,3.26,-0.04
3.46,0.29,4.27,5.02,3.32,-0.07
3.77,0.27,4.29,4.88,3.54,-0.07
4.15,0.24,4.32,4.98,3.68,-0.04
4.39,0.23,4.35,4.94,3.70,-0.04
4.49,0.22,4.37,4.81,3.73,-0.04
4.50,0.22,4.31,4.73,3.66,-0.04
4.53,0.22,4.30,4.69,3.71,-0.04
4.58,0.22,4.18,4.69,3.72,-0.04
4.62,0.22,4.18,4.72,3.77,-0.04
4.64,0.22,4.17,5.37,3.75,-0.04
4.83,0.21,4.19,5.92,3.76,-0.03
4.88,0.20,4.08,6.08,3.63,-0.03
4.78,0.21,4.05,6.07,3.47,-0.03
4.66,0.21,4.15,6.10,3.30,-0.02
4.67,0.21,4.12,6.19,3.31,-0.02
4.75,0.21,4.11,6.25,3.23,-0.01
4.76,0.21,4.09,6.27,2.99,-0.01
4.70,0.21,3.98,6.27,3.03,-0.01
4.66,0.21,3.98,6.27,2.78,-0.01
4.66,0.21,4.07,6.16,2.74,-0.01
4.51,0.22,4.07,5.73,2.67,-0.01
4.30,0.23,4.03,5.29,2.63,0.00
4.30,0.23,4.01,5.28,2.71,0.00
4.25,0.24,3.99,5.27,3.05,0.00
3.93,0.25,3.88,5.12,3.19,0.01
3.48,0.29,4.01,4.80,3.21,0.02
3.26,0.31,4.06,4.49,3.31,0.03
3.24,0.31,4.07,4.41,3.31,0.04
3.21,0.31,4.06,4.45,3.39,0.03
3.10,0.32,4.06,4.52,3.41,0.03
3.05,0.33,3.85,4.53,3.42,0.04
3.05,0.33,3.85,4.50,3.46,0.01
2.86,0.35,3.83,4.26,3.45,-0.03
3.01,0.33,4.25,4.04,3.45,-0.03
3.23,0.31,4.30,4.77,3.32,-0.02
3.26,0.31,4.24,5.77,3.26,-0.01
3.37,0.30,4.24,6.33,3.28,-0.01
3.56,0.28,4.35,6.60,3.20,0.00
3.68,0.27,4.38,6.70,3.10,0.00
3.70,0.27,4.42,6.72,3.06,0.00
3.68,0.27,4.45,6.74,3.06,0.00
3.65,0.27,4.47,6.75,3.01,0.01
3.60,0.28,4.46,6.75,2.96,0.01
3.54,0.28,4.21,6.76,2.95,0.01
3.40,0.29,4.03,6.75,2.93,0.01
3.33,0.30,3.98,6.65,2.93,0.01
3.37,0.30,3.99,6.33,2.85,0.01
3.23,0.31,3.70,5.77,2.83,0.01
2.84,0.35,3.60,4.97,2.93,0.01
2.69,0.37,3.46,4.67,3.01,0.01
2.74,0.37,3.62,5.11,3.08,0.00
3.09,0.32,3.65,5.52,3.04,-0.03
3.64,0.28,3.70,5.62,3.06,-0.03
3.90,0.26,3.71,5.66,3.05,-0.03
3.92,0.25,3.68,5.72,3.03,-0.03
3.96,0.25,3.62,5.75,2.99,-0.03
3.97,0.25,3.71,5.76,2.89,-0.03
3.89,0.26,3.67,5.82,2.90,-0.04
3.87,0.26,3.80,5.89,2.88,-0.03
3.91,0.26,3.77,5.93,2.87,-0.03
3.98,0.25,3.66,5.86,2.62,-0.03
3.98,0.25,3.45,5.59,2.53,-0.03
3.76,0.27,3.35,5.31,2.52,-0.03
3.29,0.30,3.30,5.27,2.48,-0.05
3.11,0.32,3.35,5.21,2.48,-0.06
2.95,0.34,3.39,5.05,2.27,-0.06
2.76,0.36,3.48,4.94,2.25,-0.07
2.67,0.37,3.39,4.84,2.44,-0.08
2.65,0.38,3.60,4.60,2.67,-0.08
2.59,0.39,3.36,4.27,2.57,-0.10
