alpha,arousal1,betha,theta,gamma,valence1
2.72,0.367,2.93,2.88,2.44,0.0181
2.82,0.355,2.94,2.99,2.44,-0.0027
2.79,0.359,2.96,3.14,2.45,-0.0134
2.76,0.363,2.84,3.17,2.41,-0.0207
2.79,0.359,2.99,3.16,2.34,-0.0225
2.93,0.341,3.1,3.22,2.37,-0.0244
3.16,0.316,3.06,3.4,2.42,-0.0222
3.43,0.292,3.02,3.56,2.17,-0.016
3.66,0.273,3.02,3.68,2.22,-0.0146
3.72,0.269,3.06,3.77,2.09,-0.017
3.66,0.273,3.15,4.07,2.15,-0.0186
3.58,0.279,3.25,4.32,2.19,-0.018
3.61,0.277,3.27,4.42,2.09,-0.0205
3.7,0.27,3.18,4.59,2.04,-0.0234
3.74,0.267,3.16,4.88,2.1,-0.0255
3.75,0.266,3.08,5.06,2.24,-0.0262
3.68,0.271,3.03,5.1,2.34,-0.0245
3.5,0.286,3.32,5.07,2.36,-0.029
3.21,0.312,3.36,5.01,2.37,-0.047
2.96,0.338,3.47,4.99,2.34,-0.0623
2.69,0.372,3.47,4.94,2.36,-0.0782
2.65,0.377,3.51,4.91,2.24,-0.0774
2.68,0.373,3.38,4.9,2.2,-0.0575
2.56,0.39,3.39,4.89,2.23,-0.039
2.42,0.413,3.42,4.73,2.2,-0.0183
2.32,0.432,3.46,4.32,2.22,-0.00188
2.4,0.416,3.52,4,2.22,-0.0133
2.36,0.423,3.51,3.92,2.1,-0.0279
2.38,0.421,3.27,3.96,2.15,-0.0334
2.36,0.423,3.19,4.01,2.09,-0.0286
2.4,0.417,3.09,4.04,2.08,-0.0329
2.43,0.412,3.02,3.94,2.22,-0.0454
2.43,0.411,2.96,3.66,2.3,-0.0559
2.35,0.426,2.99,3.36,2.31,-0.0894
2.21,0.452,3.1,3.2,2.3,-0.132
2.28,0.438,3.18,3.4,2.45,-0.0844
2.5,0.4,3.36,3.47,2.39,-0.0404
2.64,0.379,3.24,3.52,2.25,-0.0367
2.69,0.371,3.27,3.52,2.15,-0.0426
2.71,0.37,3.38,3.45,2.11,-0.0427
2.7,0.371,3.41,3.36,2.18,-0.0465
2.78,0.36,3.38,3.3,2.15,-0.0501
3,0.333,3.44,3.23,1.96,-0.033
3.2,0.313,3.5,3.17,1.93,-0.0257
3.26,0.307,3.43,3.27,1.93,-0.0316
3.26,0.307,3.43,3.44,1.92,-0.0376
3.21,0.311,3.33,3.45,1.86,-0.0478
3.09,0.323,3.33,3.42,2.01,-0.0634
2.99,0.334,3.45,3.32,2.07,-0.0666
2.96,0.338,3.48,3.42,2.11,-0.0565
3,0.334,3.39,3.6,2.17,-0.0437
3,0.333,3.4,3.72,2.16,-0.0305
2.93,0.342,3.49,4.11,2.32,-0.0257
2.94,0.34,3.39,4.53,2.33,-0.0205
3.15,0.317,3.44,4.7,2.4,0.000017
3.25,0.308,3.45,4.69,2.34,0.00676
3.23,0.31,3.42,4.68,2.34,0.0119
3.2,0.312,3.44,4.67,2.25,0.0196
3.17,0.315,3.18,4.68,2.19,0.0256
3.13,0.32,3.1,4.66,2.14,0.0268
3.11,0.321,3.07,4.6,2.37,0.0224
3.09,0.323,3.1,4.56,2.35,0.0167
3.09,0.324,3.02,4.5,2.38,0.0122
3.03,0.33,2.93,4.12,2.33,0.00857
2.58,0.388,2.97,3.49,2.3,-0.00675
2.08,0.481,2.87,3.36,2.28,-0.0531
2,0.501,2.88,3.5,2.35,-0.0972
2.03,0.492,2.99,3.61,2.45,-0.107
1.97,0.508,2.99,3.83,2.63,-0.11
1.93,0.518,3.03,4.23,2.71,-0.11
1.95,0.513,3.05,4.56,2.79,-0.115
2.01,0.497,3.05,4.75,2.83,-0.123
2.2,0.454,3,4.8,2.78,-0.113
2.28,0.439,2.91,4.8,2.73,-0.114
2.37,0.421,2.98,4.82,2.74,-0.0755
2.73,0.367,3,4.97,2.75,-0.0497
2.78,0.36,3.05,5.15,2.78,-0.0554
2.91,0.343,3.08,5.17,2.77,-0.0566
3.13,0.319,3.1,5.11,2.7,-0.0526
3.24,0.308,3.12,5.01,2.51,-0.0527
3.31,0.303,3.24,4.85,2.49,-0.0564
3.31,0.302,3.3,4.72,2.24,-0.0578
3.26,0.307,3.26,4.81,2.13,-0.0603
3.05,0.328,3.16,3.54,2.83,-0.0507
3.16,0.317,3.17,3.73,2.8,-0.0532
3.12,0.32,3.23,3.77,2.77,-0.0553
3.09,0.323,3.35,3.75,2.75,-0.0549
3.22,0.311,3.3,3.62,2.55,-0.0439
3.16,0.316,3.29,3.5,2.5,-0.0369
3.01,0.332,3.12,3.57,2.43,-0.036
2.98,0.335,3.09,3.6,2.32,-0.0305
2.95,0.339,3.18,3.53,2.36,-0.0278
3.01,0.332,3.34,3.52,2.18,-0.0248
3.13,0.32,3.4,3.57,2.28,-0.0105
3.05,0.328,3.31,3.61,2.23,0.00354
2.96,0.338,3.3,3.79,2.16,0.0134
3.02,0.331,3.25,4.07,2.03,0.00815
2.95,0.339,3.27,4.1,2.03,0.0024
2.84,0.352,3.23,4.08,2.14,0.00127
2.97,0.337,3.2,4.07,2.28,-0.00384
3.22,0.311,3.25,4.06,2.24,0.000331
3.3,0.303,3.3,4.07,2.27,0.00244
3.33,0.3,3.15,4.08,2.36,0.00637
3.33,0.3,3.04,4.16,2.42,0.0132
3.33,0.301,2.95,4.22,2.4,0.0189
3.43,0.292,3.03,4.09,2.53,0.0255
3.46,0.289,2.99,3.67,2.64,0.0281
3.43,0.292,3.12,3.5,2.68,0.03
3.41,0.293,3.14,4.11,2.68,0.0302
3.42,0.292,3.17,4.54,2.57,0.0263
3.39,0.295,3.2,4.75,2.63,0.0202
3.29,0.304,3.11,4.88,2.67,0.0152
3.17,0.315,3.25,4.96,2.65,0.00678
3.13,0.32,3.27,4.97,2.67,-0.000764
3.04,0.328,3.28,4.92,2.6,-0.0144
2.89,0.346,3.23,4.87,2.55,-0.0508
2.84,0.352,3.15,4.89,2.45,-0.0783
2.8,0.357,3.09,4.92,2.36,-0.0871
2.76,0.362,3,4.83,2.27,-0.089
2.72,0.368,2.98,4.54,2.34,-0.0887
2.68,0.374,3.02,4.21,2.43,-0.0898
2.83,0.354,2.88,3.93,2.35,-0.0736
3.14,0.318,2.82,3.76,2.4,-0.0504
3.33,0.3,2.78,3.74,2.46,-0.0402
3.37,0.297,2.97,3.88,2.47,-0.0374
3.37,0.297,3.01,4.05,2.53,-0.0356
3.35,0.299,3.28,4.21,2.57,-0.0314
3.35,0.298,3.3,4.3,2.55,-0.032
3.39,0.295,3.31,4.26,2.49,-0.0353
3.49,0.287,3.35,4.24,2.55,-0.0336
3.58,0.28,3.31,4.32,2.52,-0.0317
3.53,0.284,3.28,4.46,2.42,-0.0315
3.31,0.302,3.32,4.45,2.43,-0.0329
2.99,0.334,3.4,4.38,2.23,-0.0395
2.69,0.372,3.31,4.35,2.26,-0.055
2.77,0.361,3.15,4.28,2.19,-0.0498
3.05,0.327,3.07,4.19,2.29,-0.0364
3.22,0.311,3,4.07,2.38,-0.0362
3.28,0.305,3,4.06,2.46,-0.0345
3.34,0.3,3.28,4.11,2.49,-0.0306
3.35,0.298,3.39,4.2,2.44,-0.0289
3.32,0.301,3.39,4.53,2.44,-0.0337
3.48,0.287,3.43,4.81,2.44,-0.0404
3.59,0.279,3.47,4.98,2.49,-0.0406
3.6,0.278,3.5,5.15,2.6,-0.0409
3.75,0.266,3.5,5.2,2.51,-0.0401
3.8,0.263,3.51,5.26,2.5,-0.042
3.68,0.272,3.6,5.42,2.38,-0.0482
3.58,0.279,3.58,5.52,2.45,-0.0508
3.49,0.287,3.61,5.5,2.62,-0.0555
3.38,0.296,3.26,5.48,2.62,-0.0654
3.32,0.301,3.48,5.39,2.66,-0.0691
3.21,0.312,3.48,5.16,2.77,-0.0658
3,0.334,3.44,4.99,2.81,-0.0675
2.94,0.34,3.4,4.89,2.73,-0.0669
2.91,0.344,3.34,4.79,2.77,-0.0605
2.48,0.403,3.38,4.74,2.79,-0.0608
2.14,0.467,3.44,4.5,2.83,-0.0443
2.34,0.428,3.4,4.11,2.76,-0.025
2.51,0.398,3.3,4.11,2.64,-0.0278
2.61,0.383,3.31,4.28,2.45,-0.0311
2.69,0.372,3.29,4.26,2.39,-0.0346
2.81,0.356,3.08,4.33,2.47,-0.0479
2.91,0.343,3.14,4.46,2.46,-0.0539
3.12,0.321,3.09,4.44,2.53,-0.0432
3.36,0.298,3.1,4.41,2.97,-0.0294
3.4,0.294,3.28,4.4,3.1,-0.0254
3.4,0.294,3.28,4.41,3.15,-0.0288
3.4,0.294,3.15,4.36,3.15,-0.0323
3.35,0.299,3.28,4.32,3.28,-0.0342
3.37,0.297,3.38,4.37,3.28,-0.0343
3.39,0.295,3.29,4.51,3.29,-0.0318
3.31,0.302,3.36,4.55,3.32,-0.0282
3.29,0.304,3.35,4.46,3.23,-0.0235
3.19,0.314,3.32,4.37,3.25,-0.0228
2.9,0.345,3.35,4.3,3.13,-0.0317
2.7,0.371,3.32,4.25,2.84,-0.0528
2.77,0.361,3.19,4.24,2.74,-0.0509
2.93,0.342,3.17,4.28,2.78,-0.0449
3.03,0.33,3.24,4.4,2.77,-0.0566
3.17,0.315,3.43,4.29,3.44,-0.056
3.11,0.322,3.88,3.91,3.52,-0.0557
3.29,0.304,3.92,3.77,3.59,-0.0393
3.51,0.285,3.93,3.97,3.65,-0.0257
3.73,0.268,3.92,4.05,3.61,-0.0164
3.81,0.263,3.91,4.07,3.6,-0.0112
3.83,0.261,3.9,4.08,3.57,-0.0108
3.87,0.259,3.88,4.06,3.61,-0.0121
3.84,0.26,4.01,4,3.67,-0.0116
