alpha,arousal1,betha,theta,gamma,valence1
2.51,0.399,3.22,3.45,1.79,-0.0151
2.53,0.395,3.25,3.98,1.86,-0.0119
2.32,0.43,3.28,4.4,1.84,-0.0108
2.3,0.435,3.31,4.51,1.74,0.00693
2.29,0.436,3.31,4.5,1.78,0.0229
2.24,0.446,3.35,4.51,1.81,0.0518
2.36,0.423,3.4,4.52,1.9,0.0406
2.68,0.374,3.4,4.55,1.95,0.00766
2.84,0.353,3.14,4.64,1.96,0.000892
2.84,0.352,3.17,4.7,1.95,-0.00056
2.9,0.345,2.95,4.7,1.91,-0.00191
2.84,0.352,2.79,4.5,1.84,-0.00269
2.83,0.354,2.72,4.23,1.92,-0.00221
2.78,0.359,2.8,4.33,2.05,-0.00224
2.9,0.345,2.8,4.42,1.99,0.016
3.01,0.332,3.12,4.42,2.01,0.0324
3.04,0.329,2.92,4.49,1.97,0.0305
2.96,0.337,2.93,4.61,1.91,0.0349
2.78,0.36,2.96,4.58,1.86,0.0608
2.89,0.346,2.98,4.47,1.91,0.0562
3.1,0.323,2.93,4.42,1.87,0.046
3.24,0.309,2.95,4.42,1.91,0.0285
3.3,0.303,2.87,4.38,1.94,0.0188
3.32,0.301,2.95,4.18,1.8,0.017
3.28,0.305,3.03,3.81,1.72,0.0121
3.15,0.317,2.98,3.66,1.73,-0.000692
3.16,0.316,2.87,3.64,1.79,-0.00951
3.25,0.308,3.01,3.5,1.88,-0.00217
3.36,0.297,3.02,3.61,1.91,0.00975
3.47,0.288,3.12,3.92,1.91,0.0175
3.55,0.282,3.18,4.04,1.91,0.0158
3.47,0.288,3.16,4.14,1.92,0.0102
3.37,0.297,3.16,4.13,1.84,0.0141
3.41,0.293,3.31,4.07,1.86,0.0121
3.46,0.289,3.21,4.09,1.84,0.0127
3.6,0.278,3.18,4.16,1.82,0.0105
3.62,0.277,3.14,4.18,1.79,0.00835
3.54,0.282,3.02,4.18,1.63,0.00529
3.47,0.288,2.92,4.12,1.48,0.000246
3.38,0.296,2.84,3.8,1.55,-0.0148
3.11,0.322,2.75,3.43,1.52,-0.0457
2.89,0.346,2.75,3.35,1.49,-0.0635
2.95,0.339,2.77,3.29,1.48,-0.0526
3.08,0.325,2.9,3.27,1.52,-0.0462
3.24,0.309,2.74,3.64,1.52,-0.0387
3.13,0.319,2.83,4.03,1.6,-0.0492
2.97,0.336,2.7,4.12,1.7,-0.0562
3.04,0.328,2.8,4.2,1.74,-0.0418
3.14,0.319,2.96,4.26,1.72,-0.0353
3.11,0.322,2.98,4.34,1.62,-0.0278
3.1,0.322,3.05,4.39,1.57,-0.026
3.15,0.317,3.34,4.4,1.61,-0.0271
3.15,0.317,3.48,4.36,1.69,-0.0242
3.11,0.321,3.48,4.4,1.69,-0.0202
2.96,0.337,3.46,4.51,1.67,-0.00551
2.88,0.348,3.49,4.42,1.62,0.00222
2.91,0.344,3.47,4.08,1.67,0.00161
2.88,0.348,3.45,3.89,1.75,-0.00421
2.8,0.357,3.5,3.88,1.75,-0.0158
2.77,0.361,3.57,3.84,1.83,-0.0276
2.82,0.355,3.68,3.73,1.84,-0.036
2.89,0.346,3.67,3.7,1.78,-0.0316
2.89,0.345,3.44,3.67,1.8,-0.0271
2.83,0.353,3.44,3.65,1.87,-0.0265
2.73,0.367,3.52,3.52,1.88,-0.0401
2.78,0.359,3.51,3.51,2.03,-0.049
2.8,0.357,3.5,3.96,1.98,-0.0376
2.76,0.363,3.44,4.4,1.89,-0.0283
2.75,0.364,3.41,4.55,1.9,-0.0279
2.72,0.367,3.49,4.54,1.89,-0.0103
2.7,0.371,3.28,4.53,1.89,0.00295
3.01,0.333,3.71,3.47,2.1,-0.0114
2.97,0.337,3.72,3.41,2.09,-0.0122
2.89,0.346,3.58,3.43,2.1,-0.0245
3.1,0.322,3.54,3.54,2.14,-0.0484
3.56,0.281,3.57,3.72,2.21,-0.0496
3.82,0.262,3.55,3.73,2.23,-0.0476
3.86,0.259,3.59,3.6,2.37,-0.0447
3.93,0.254,3.49,3.49,2.25,-0.0393
3.9,0.256,3.37,3.48,2.22,-0.0399
3.85,0.26,3.33,3.37,2.23,-0.0411
3.8,0.263,3.33,3.31,2.15,-0.0405
3.74,0.267,3.1,3.28,2.13,-0.042
3.74,0.267,3.1,3.15,2.12,-0.0405
3.76,0.266,3,3.19,2.08,-0.0393
3.56,0.281,2.96,3.18,2.05,-0.0437
3.12,0.321,3.03,3.08,2.04,-0.0423
2.91,0.344,3.02,3.15,1.96,-0.0359
2.68,0.373,2.93,3.13,1.86,-0.0582
2.49,0.402,3.03,3.05,1.93,-0.0695
2.51,0.399,3.18,3.03,1.97,-0.0657
2.61,0.383,3.13,3.12,2,-0.0516
2.66,0.376,3.03,3.27,2.04,-0.0345
2.65,0.377,3.03,3.3,1.99,-0.0278
2.63,0.381,3.02,3.34,1.96,-0.025
2.42,0.413,3.03,3.41,1.98,-0.0121
2.25,0.444,2.97,3.27,1.97,0.0109
2.19,0.457,2.88,3.14,1.85,0.0173
2.27,0.441,2.92,3.54,1.76,-0.0117
2.62,0.382,3.14,4.03,1.82,-0.0168
2.73,0.367,3.12,4.12,1.75,-0.00616
2.82,0.354,3.35,4.17,1.78,0.00369
2.79,0.358,3.46,4.24,1.8,-0.0177
3.04,0.328,3.45,4.18,1.86,-0.0254
3.16,0.316,3.47,4.18,1.87,-0.0237
3.19,0.314,3.61,4.19,1.87,-0.0335
3.44,0.291,3.66,4.15,1.91,-0.0413
3.67,0.273,3.71,4.2,1.9,-0.0399
3.7,0.27,3.8,4.24,1.98,-0.0395
3.66,0.273,3.95,3.94,2.1,-0.0349
3.64,0.275,3.81,3.62,2.08,-0.0278
3.62,0.276,3.74,3.73,2.05,-0.0236
3.65,0.274,3.62,3.71,2.06,-0.0152
3.64,0.275,3.53,3.62,2.12,-0.00286
3.58,0.279,3.54,3.68,1.99,0.00352
3.54,0.282,3.5,3.64,2,0.00583
3.45,0.29,3.35,3.6,2.04,0.0178
3.12,0.32,3.32,3.57,2.01,0.054
2.98,0.336,3.32,3.56,2.13,0.0876
3.22,0.311,2.82,3.39,2.07,0.0621
3.32,0.301,2.74,3.32,1.99,0.0476
3.22,0.311,2.94,3.45,2.01,0.0473
3.12,0.32,3,3.42,1.96,0.0395
3.02,0.332,3,3.31,1.82,0.0295
2.88,0.347,3.05,3.26,1.89,0.0183
2.92,0.343,3.07,3.59,2.02,0.00656
2.92,0.342,3.3,4.18,2.04,-0.00172
3.05,0.328,3.33,4.51,2,-0.0148
3.08,0.324,3.31,4.52,2.03,-0.018
2.89,0.346,3.31,4.49,2.05,-0.0196
2.5,0.401,3.31,4.56,2.03,-0.0332
2.76,0.362,3.22,4.66,1.96,-0.0507
3.07,0.326,3.17,4.69,2.03,-0.0605
3.09,0.323,3.12,4.68,2.06,-0.0687
3.08,0.324,3.12,4.69,2.15,-0.0634
3.13,0.32,3.2,4.68,2.04,-0.0404
3.16,0.316,3.17,4.55,2.09,-0.0306
3.25,0.308,2.89,4.12,2.09,-0.0181
3.25,0.308,2.82,3.78,2.09,-0.00848
3.28,0.305,2.73,3.8,2.1,-0.00485
3.32,0.301,2.7,3.89,2.1,-0.00625
3.22,0.311,3.13,3.81,2.28,-0.00533
2.98,0.336,3.36,3.52,2.48,0.0178
2.95,0.339,3.41,3.61,2.48,0.0463
3.01,0.332,3.42,3.78,2.51,0.0476
3.02,0.332,3.39,3.78,2.61,0.0311
2.97,0.337,3.38,3.73,2.76,0.0158
2.77,0.361,3.37,3.66,2.72,0.00983
2.7,0.371,3.42,3.87,2.81,0.00522
2.89,0.346,3.42,4.2,2.9,-0.00254
2.96,0.338,3.47,4.31,2.95,-0.00088
2.97,0.336,3.43,4.47,2.93,0.0103
3.03,0.33,3.07,4.66,2.85,0.012
3.07,0.325,2.92,4.75,2.83,0.011
3.09,0.324,2.97,4.69,2.83,0.00499
3.11,0.322,3.01,4.69,2.83,-0.00427
3.15,0.317,3.02,4.8,2.69,-0.0102
3.15,0.317,3.02,4.86,2.58,-0.0121
3.17,0.315,2.93,4.86,2.55,-0.0168
3.09,0.324,2.88,4.7,2.34,-0.0218
2.87,0.349,2.85,4.56,2.17,-0.0283
2.7,0.37,2.8,4.53,2.07,-0.0443
2.81,0.356,3.03,4.33,2.01,-0.0387
2.78,0.36,3.11,4.03,1.91,-0.0347
2.69,0.372,2.94,3.82,1.83,-0.0483
2.54,0.394,2.87,3.79,1.76,-0.0478
2.36,0.424,2.97,3.79,1.61,-0.00676
2.38,0.421,2.94,3.76,1.51,0.0347
2.38,0.421,3.05,3.65,1.54,0.0542
2.4,0.417,3.09,3.61,1.74,0.0541
2.38,0.42,3.27,3.64,1.93,0.0619
2.4,0.417,3.29,3.61,2.17,0.0738
2.43,0.412,3.39,3.54,2.2,0.076
2.55,0.392,3.27,3.77,2.2,0.0391
2.71,0.369,3.29,4.38,2.29,0.00972
2.89,0.346,3.37,5,2.29,0.00472
3.11,0.321,3.38,5.33,2.33,0.0031
