alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Agressive
3.5,0.285,2.84,3.69,1.57,0.0237,Happy,Happy
3.47,0.288,2.93,3.76,1.67,0.0325,Happy,Happy
3.58,0.28,3.09,3.93,1.73,0.0338,Happy,Happy
3.65,0.274,3.14,4.03,1.73,0.0275,Happy,Happy
3.65,0.274,3.19,3.97,1.69,0.026,Happy,Happy
3.65,0.274,3.02,3.91,1.6,0.027,Happy,Happy
3.57,0.28,3.09,3.92,1.59,0.0235,Happy,Happy
3.45,0.29,3.13,3.95,1.59,0.0226,Happy,Happy
3.36,0.298,3.12,4.04,1.61,0.034,Happy,Happy
3.31,0.302,3.21,4.1,1.65,0.0447,Happy,Happy
3.41,0.293,3.33,3.94,1.7,0.0443,Happy,Happy
3.46,0.289,3.33,3.77,1.69,0.0378,Happy,Happy
3.39,0.295,3.22,3.63,1.7,0.0207,Happy,Happy
3.23,0.309,3.21,3.43,1.87,0.0104,Happy,Happy
3.17,0.315,3.15,3.38,1.92,0.0141,Happy,Happy
3.12,0.32,3.14,3.4,1.91,0.00811,Happy,Happy
2.92,0.343,3.13,3.41,1.97,-0.00688,Happy,Happy
2.75,0.363,3.29,3.5,2,-0.0112,Happy,Happy
2.93,0.342,3.32,3.62,1.99,0.0175,Happy,Happy
3.13,0.32,3.23,3.57,2.06,0.049,Happy,Happy
3.26,0.307,2.95,3.55,2.07,0.0676,Happy,Happy
3.29,0.304,2.95,3.85,2.02,0.0726,Happy,Happy
3.31,0.302,3.01,4.04,2.04,0.077,Happy,Happy
3.3,0.303,3.01,4.09,1.88,0.0949,Happy,Happy
3.29,0.304,2.9,4.09,1.82,0.109,Happy,Happy
3.29,0.304,3.01,4.12,2,0.1,Happy,Happy
3.37,0.297,3.14,4.33,2.05,0.0829,Happy,Happy
3.57,0.28,3.05,4.57,2.04,0.0654,Happy,Happy
3.66,0.273,2.87,4.56,2.03,0.0621,Happy,Happy
3.57,0.28,2.89,4.51,1.99,0.0585,Happy,Happy
3.38,0.295,2.92,4.63,1.89,0.0499,Happy,Happy
3.19,0.314,2.91,4.65,1.8,0.042,Happy,Happy
3.1,0.322,2.67,4.6,1.91,0.0353,Happy,Happy
3.05,0.328,3.06,4.62,1.91,0.0323,Happy,Happy
3.09,0.324,3.07,4.66,1.88,0.0261,Happy,Happy
3.16,0.316,3.13,4.66,1.85,0.0254,Happy,Happy
3.24,0.308,2.95,4.59,1.74,0.0316,Happy,Happy
3.19,0.314,2.87,4.32,1.74,0.0275,Happy,Happy
2.7,0.37,2.92,4.15,1.72,0.0127,Happy,Happy
2.28,0.439,2.93,4.19,1.71,0.0218,Happy,Happy
2.36,0.423,2.89,4.06,1.73,0.0421,Happy,Happy
2.42,0.413,3.06,3.77,1.84,0.0552,Happy,Happy
2.42,0.413,3.14,3.62,1.88,0.0582,Happy,Happy
2.52,0.397,3.05,3.51,1.88,0.0381,Happy,Happy
2.69,0.371,2.88,3.23,2.08,0.0367,Happy,Happy
2.74,0.365,3.01,3.07,2.08,0.0632,Happy,Happy
2.69,0.372,3.03,3.02,2.05,0.0794,Happy,Happy
2.74,0.365,3.05,3.03,1.97,0.0733,Happy,Happy
2.88,0.347,3,3.01,1.99,0.048,Happy,Happy
3.03,0.33,2.96,3.04,2.08,0.0319,Happy,Happy
3.14,0.319,3.16,3.11,2.23,0.0354,Happy,Happy
3.19,0.313,3.21,3.16,2.24,0.045,Happy,Sad
2.54,0.393,3.1,4.88,2.46,-0.0125,Sad,Sad
2.44,0.409,3.39,4.71,2.6,-0.00127,Sad,Sad
2.83,0.353,3.53,4.77,2.65,0.0507,Sad,Sad
3.65,0.274,3.54,4.86,2.65,0.0488,Sad,Sad
4.2,0.238,3.47,4.89,2.42,0.0252,Sad,Sad
4.45,0.225,3.53,4.96,2.42,0.0137,Sad,Sad
4.57,0.219,3.52,4.99,2.3,0.00926,Sad,Sad
4.61,0.217,3.48,5.01,2.38,0.00733,Sad,Sad
4.6,0.217,3.44,5,2.4,0.0073,Sad,Sad
4.6,0.217,3.56,4.94,2.47,0.00807,Sad,Sad
4.6,0.217,3.65,4.85,2.44,0.00717,Sad,Sad
4.63,0.216,3.78,4.77,2.41,0.00269,Sad,Sad
4.62,0.216,3.47,4.7,2.49,-0.0013,Sad,Sad
4.48,0.223,3.34,4.53,2.53,-0.0101,Sad,Sad
4.14,0.242,3.32,4.44,2.54,-0.0314,Sad,Sad
3.78,0.265,3.28,4.38,2.62,-0.0605,Sad,Sad
3.33,0.3,3.21,4.12,2.64,-0.0898,Sad,Sad
2.79,0.359,3.32,3.75,2.76,-0.156,Sad,Sad
2.76,0.362,3.36,3.51,2.73,-0.16,Sad,Sad
2.86,0.349,3.33,3.32,2.71,-0.138,Sad,Sad
2.99,0.335,3.15,3.33,2.77,-0.11,Sad,Sad
2.95,0.339,3.11,3.75,2.76,-0.0859,Sad,Sad
2.83,0.353,2.95,4.07,2.78,-0.0491,Sad,Sad
2.82,0.355,2.97,4.15,2.53,-0.023,Sad,Sad
2.85,0.351,2.95,4.13,2.49,-0.0221,Sad,Sad
2.77,0.361,2.99,4.1,2.46,-0.0117,Sad,Sad
2.69,0.371,3.07,4.11,2.5,0.0194,Sad,Sad
2.77,0.361,3.1,4.12,2.38,0.0293,Sad,Sad
2.95,0.339,2.95,4.17,2.27,0.0211,Sad,Sad
3.16,0.317,2.92,4.19,2.25,0.00574,Sad,Sad
3.18,0.314,2.89,4.18,2.23,-0.000488,Sad,Sad
3.12,0.321,2.85,4.01,2.19,-0.00424,Sad,Sad
3.05,0.327,2.94,3.55,2.31,-0.0124,Sad,Sad
3.02,0.331,2.88,2.96,2.2,-0.0202,Sad,Sad
2.98,0.336,2.89,2.94,2.23,-0.0235,Sad,Sad
2.92,0.342,2.81,3.31,2.21,-0.0251,Sad,Sad
2.85,0.351,2.75,3.55,2.22,-0.032,Sad,Sad
2.78,0.36,2.62,3.64,2.13,-0.0449,Sad,Sad
2.64,0.378,2.54,3.61,2.08,-0.0589,Sad,Sad
2.23,0.448,2.48,3.58,2.12,-0.0909,Sad,Sad
1.5,0.669,2.71,3.81,2.21,-0.158,Sad,Sad
1.29,0.773,2.74,4.22,2.16,-0.154,Sad,Sad
1.68,0.595,2.71,4.58,2.14,-0.118,Sad,Sad
1.85,0.54,2.59,4.73,2.12,-0.0976,Sad,Sad
1.88,0.531,2.58,4.81,2.19,-0.102,Sad,Sad
1.91,0.523,2.73,4.85,2.21,-0.081,Sad,Sad
1.97,0.509,2.79,4.8,2.2,-0.0692,Sad,Sad
2.22,0.45,2.79,4.81,2.2,-0.0605,Sad,Sad
2.31,0.434,3.22,4.85,2.27,-0.038,Sad,Sad
2.34,0.427,3.31,4.86,2.29,-0.0521,Sad,Sad
2.46,0.406,3.32,4.85,2.36,-0.0696,Sad,Sad
2.49,0.401,3.47,4.85,2.46,-0.0697,Sad,Sad
2.52,0.397,3.47,4.78,2.43,-0.0858,Sad,Sad
2.55,0.393,3.5,4.68,2.39,-0.102,Sad,Sad
2.72,0.367,3.58,4.61,2.32,-0.112,Sad,Sad
3.04,0.329,3.57,4.52,2.35,-0.099,Sad,Sad
3.11,0.322,3.69,4.48,2.39,-0.103,Sad,Sad
3.2,0.313,3.77,4.46,2.38,-0.079,Sad,Sad
3.36,0.297,3.67,4.39,2.33,-0.0661,Sad,Sad
3.45,0.29,3.49,4.49,2.3,-0.068,Sad,Sad
3.42,0.292,3.52,4.7,2.29,-0.0543,Sad,Sad
3.43,0.291,3.41,4.79,1.93,-0.0395,Sad,Sad
3.44,0.29,3.27,4.74,2,-0.0377,Sad,Sad
3.43,0.292,3.6,4.57,2.11,-0.0362,Sad,Sad
3.59,0.278,3.66,4.62,2.08,-0.0224,Sad,Sad
3.81,0.262,3.67,4.91,2.05,-0.00587,Sad,Sad
3.81,0.263,3.58,5.04,2.05,0.00061,Sad,Sad
3.91,0.255,3.42,5.04,2.04,-0.00507,Sad,Sad
3.97,0.252,3.42,5.18,2.16,-0.00547,Sad,Sad
3.89,0.257,3.44,5.26,2.1,-0.00375,Sad,Sad
4.01,0.25,3.45,5.19,2.07,-0.0037,Sad,Sad
4.06,0.246,3.57,5.1,2.11,-0.0056,Sad,Sad
4.07,0.246,3.65,5.02,2.14,-0.00799,Sad,Sad
4.14,0.242,3.67,4.97,2.05,-0.00959,Sad,Sad
4.12,0.243,3.33,4.97,2.06,-0.00873,Sad,Sad
3.93,0.255,3.22,4.84,2.26,-0.00707,Sad,Sad
3.85,0.26,3.14,4.43,2.26,-0.0136,Sad,Sad
3.88,0.257,3.19,4.28,2.21,-0.01,Sad,Sad
3.7,0.27,3.27,4.1,2.23,-0.00802,Sad,Sad
3.61,0.277,3.58,3.55,2.56,-0.017,Sad,Sad
3.58,0.28,3.71,3.48,2.58,-0.0204,Sad,Sad
3.45,0.29,3.7,3.59,2.55,-0.0244,Sad,Sad
3.39,0.295,3.7,3.55,2.59,-0.0285,Sad,Sad
3.36,0.297,3.72,3.55,2.56,-0.0313,Sad,Sad
3.5,0.286,3.69,3.58,2.61,-0.0341,Sad,Sad
3.63,0.275,3.74,3.54,2.58,-0.0345,Sad,Sad
3.55,0.281,3.74,3.6,2.45,-0.0424,Sad,Sad
3.39,0.295,3.79,3.8,2.5,-0.0514,Sad,Sad
3.37,0.296,3.85,3.99,2.5,-0.0487,Sad,Sad
3.44,0.291,3.75,4.07,2.39,-0.0457,Sad,Sad
3.4,0.294,3.5,4.07,2.09,-0.0473,Sad,Sad
3.37,0.297,3.34,4.03,2.14,-0.0317,Sad,Sad
3.36,0.298,3.25,3.9,2.16,-0.00975,Sad,Sad
3.4,0.294,3.1,3.89,2.12,-0.000519,Sad,Sad
3.23,0.31,2.94,3.91,2.09,0.0102,Sad,Sad
2.89,0.346,3.14,3.98,2,0.0481,Sad,Sad
2.74,0.365,3.22,4.12,2.19,0.076,Sad,Sad
2.74,0.366,3.28,4.2,2.21,0.076,Sad,Sad
2.66,0.375,3.27,4.16,2.11,0.084,Sad,Sad
2.53,0.396,3.24,4.01,2.09,0.127,Sad,Sad
2.45,0.408,3.22,3.92,2.09,0.206,Sad,Sad
2.44,0.41,3.21,3.94,2.11,0.274,Sad,Sad
2.29,0.437,3.25,3.95,2.12,0.235,Sad,Sad
2.05,0.487,3.28,3.99,2.55,0.172,Sad,Sad
2.26,0.443,3.38,3.95,2.55,0.0968,Sad,Sad
2.54,0.394,3.41,3.95,2.61,0.0423,Sad,Sad
3.94,0.254,3.63,5.26,3.4,0.0109,Sad,Sad
4.03,0.248,3.71,5.33,3.32,0.00922,Sad,Sad
4.17,0.24,3.77,5.52,3.35,-0.0121,Sad,Sad
4.26,0.235,3.8,5.67,3.3,-0.0288,Sad,Sad
4.26,0.235,3.92,5.73,3.26,-0.0308,Sad,Sad
4.26,0.235,3.89,5.75,3.23,-0.0314,Sad,Sad
4.24,0.236,3.96,5.71,3.3,-0.0348,Sad,Sad
4.23,0.237,3.89,5.66,3.19,-0.0376,Sad,Sad
4.21,0.238,3.89,5.58,3.14,-0.0381,Sad,Sad
4.09,0.245,3.86,5.52,3.11,-0.0452,Sad,Sad
3.87,0.259,3.85,5.49,2.95,-0.0638,Sad,Sad
3.83,0.261,3.67,5.47,2.83,-0.066,Sad,Sad
3.82,0.262,3.61,5.3,2.55,-0.0542,Sad,Sad
3.63,0.275,3.46,4.85,2.46,-0.0328,Sad,Sad
3.54,0.282,3.13,4.46,2.26,-0.00934,Sad,Sad
3.53,0.283,3.16,4.39,2.17,-0.00251,Sad,Sad
3.53,0.284,3.28,4.29,2.11,-0.0017,Sad,Sad
3.53,0.283,3.32,4.14,1.89,0.00859,Sad,Sad
3.49,0.286,3.29,4.11,1.85,0.0103,Sad,Sad
3.36,0.298,3.17,4.07,1.83,0.000607,Sad,Sad
3.38,0.296,3.19,3.96,1.87,0.00115,Sad,Sad
3.42,0.292,3.13,3.83,2.07,-0.00113,Sad,Sad
3.23,0.309,3.09,3.45,2.27,-0.0157,Sad,Sad
2.97,0.337,3.33,3.26,2.22,-0.0205,Sad,Sad
2.99,0.334,3.37,3.14,2.27,-0.0219,Sad,Sad
3.07,0.326,3.32,2.9,2.28,-0.0356,Sad,Sad
3.06,0.326,3.26,2.97,2.29,-0.0378,Sad,Sad
3.06,0.327,2.87,3.45,2.22,-0.0465,Sad,Sad
2.98,0.335,2.95,3.8,2.29,-0.0771,Sad,Sad
2.96,0.338,3.21,3.95,2.44,-0.0973,Sad,Sad
3.07,0.326,3.18,3.96,2.41,-0.079,Sad,Sad
3.11,0.321,3.26,4.01,2.31,-0.0549,Sad,Sad
3.11,0.321,3.28,4.26,2.27,-0.0384,Sad,Sad
3.11,0.321,3.34,4.46,2.08,-0.0335,Sad,Sad
3.08,0.325,3.23,4.57,2.18,-0.0298,Sad,Sad
3.05,0.328,3.29,4.57,2.14,-0.00444,Sad,Sad
3.18,0.314,3.34,4.53,2.13,0.0159,Sad,Sad
3.44,0.291,3.38,4.48,2.09,0.0153,Sad,Sad
3.68,0.272,3.34,4.51,2.16,0.00959,Sad,Sad
3.77,0.266,3.33,4.56,2.02,0.0063,Sad,Sad
3.75,0.267,3.13,4.5,2.13,0.0073,Sad,Sad
3.65,0.274,3.09,4.51,2.17,0.00973,Sad,Sad
3.51,0.285,3.2,4.6,2.21,-0.000358,Sad,Sad
3.51,0.285,3.15,4.64,2.16,-0.0191,Sad,Sad
3.55,0.282,3.21,4.72,2.18,-0.0256,Sad,Sad
3.57,0.28,3.42,4.97,2.14,-0.025,Sad,Sad
3.69,0.271,3.38,5.22,2.18,-0.0287,Sad,Sad
3.8,0.263,3.43,5.35,2.26,-0.0302,Sad,Sad
3.7,0.271,3.46,5.39,2.4,-0.0335,Sad,Sad
3.58,0.28,3.47,5.35,2.37,-0.0349,Sad,Sad
3.64,0.275,3.56,5.34,2.33,-0.0245,Sad,Sad
3.76,0.266,3.58,5.54,2.39,-0.0173,Sad,Sad
3.87,0.258,3.7,5.84,2.52,-0.0154,Sad,Sad
3.97,0.252,3.65,5.92,2.47,-0.00636,Sad,Sad
4.08,0.245,3.59,5.89,2.49,0.00593,Sad,Sad
4.15,0.241,3.48,5.83,2.66,0.0104,Sad,Sad
4.1,0.244,3.49,5.73,2.87,0.0109,Sad,Sad
3.95,0.253,3.53,5.62,3.02,0.0161,Sad,Sad
3.77,0.265,3.46,5.57,2.98,0.0218,Sad,Sad
3.66,0.273,3.51,5.64,2.98,0.0212,Sad,Sad
3.6,0.278,3.77,5.74,3.21,0.0188,Sad,Sad
3.56,0.281,3.83,5.87,3.2,0.011,Sad,Sad
3.5,0.286,3.84,5.95,3.2,-0.00883,Sad,Sad
3.59,0.278,3.71,5.83,3.16,-0.0331,Sad,Sad
3.53,0.283,3.71,5.76,3.22,-0.0543,Sad,Sad
3.31,0.302,3.69,5.73,3.28,-0.0843,Sad,Sad
3.3,0.303,3.63,5.7,3.19,-0.092,Sad,Sad
3.31,0.302,3.59,5.75,3.04,-0.0925,Sad,Sad
3.3,0.303,3.59,5.81,2.86,-0.0939,Sad,Sad
3.31,0.302,3.58,5.82,2.86,-0.103,Sad,Sad
3.31,0.302,3.53,5.76,2.84,-0.131,Sad,Sad
3.31,0.302,2.98,5.63,2.52,-0.164,Sad,Sad
3.24,0.308,2.99,5.32,2.48,-0.167,Sad,Sad
2.95,0.339,2.94,4.94,2.43,-0.141,Sad,Sad
2.49,0.402,3.08,4.74,2.45,-0.077,Sad,Sad
2.16,0.463,3.13,4.68,2.28,-0.0545,Sad,Sad
2.13,0.469,3.18,4.71,2.04,-0.00594,Sad,Sad
2.18,0.46,3.26,4.65,2.08,-0.0059,Sad,Sad
2.35,0.426,3.08,4.47,2.05,-0.0492,Sad,Sad
2.56,0.391,3.1,4.28,2.11,-0.0738,Sad,Sad
2.62,0.381,3.41,4.02,2.18,-0.0755,Sad,Sad
2.79,0.359,3.57,3.72,2.12,-0.0606,Sad,Sad
3.2,0.313,3.57,3.48,2.04,-0.054,Sad,Sad
3.41,0.294,3.5,3.42,1.98,-0.0499,Sad,Sad
3.44,0.29,3.47,3.4,1.8,-0.0513,Sad,Sad
3.43,0.291,3.45,3.3,1.85,-0.0543,Sad,Sad
3.44,0.291,3.47,3.07,1.97,-0.0563,Sad,Sad
3.48,0.288,3.65,3.04,2.04,-0.0673,Sad,Sad
3.47,0.288,3.66,3.18,1.97,-0.0721,Sad,Sad
3.42,0.292,3.69,3.22,1.99,-0.0714,Sad,Sad
3.39,0.295,3.64,3.22,1.87,-0.0571,Sad,Sad
3.55,0.282,3.26,3.35,1.79,-0.0377,Sad,Sad
3.6,0.278,3.24,3.32,1.88,-0.0253,Sad,Sad
3.48,0.288,3.31,3.35,1.93,-0.0127,Sad,Sad
3.34,0.299,3.34,3.43,1.97,-0.00696,Sad,Sad
3.33,0.3,3.33,3.55,1.96,-0.00641,Sad,Sad
3.38,0.296,3.29,3.67,2.03,-0.00572,Sad,Sad
3.42,0.292,2.98,3.62,1.82,-0.00434,Sad,Sad
3.45,0.289,2.77,3.71,1.83,0.000058,Sad,Sad
3.46,0.289,2.71,3.74,1.88,0.00565,Sad,Sad
3.49,0.286,2.67,3.79,1.87,-0.00164,Sad,Sad
3.42,0.292,2.6,3.98,1.84,-0.00821,Sad,Sad
3.22,0.31,2.65,4.08,1.77,-0.0215,Sad,Sad
2.99,0.334,2.66,4.1,1.67,-0.0549,Sad,Sad
3.03,0.33,2.65,4.09,1.57,-0.0727,Sad,Sad
3.1,0.322,2.67,4.13,1.48,-0.0612,Sad,Sad
3.06,0.327,2.7,4.3,1.51,-0.0592,Sad,Sad
3.06,0.327,3.06,3.74,1.72,0.000702,Sad,Sad
3.04,0.329,3.09,3.93,1.68,-0.000471,Sad,Sad
2.86,0.35,3.18,3.97,1.65,-0.0208,Sad,Sad
2.9,0.345,3.24,3.97,1.66,-0.0612,Sad,Sad
2.99,0.335,3.24,4.08,1.59,-0.0701,Sad,Sad
3.01,0.332,3.14,4.2,1.61,-0.0772,Sad,Sad
3.03,0.33,3.12,4.24,1.64,-0.0742,Sad,Sad
2.98,0.336,3.11,4.24,1.74,-0.0717,Sad,Sad
2.92,0.343,3.24,4.22,1.83,-0.0711,Sad,Sad
2.9,0.345,3.27,4.14,1.93,-0.0755,Sad,Sad
2.84,0.352,3.25,3.97,2.05,-0.0871,Sad,Sad
2.73,0.366,3.33,3.67,2.04,-0.112,Sad,Sad
2.96,0.338,3.27,3.57,2.05,-0.0637,Sad,Sad
3.29,0.304,3.13,3.85,2.29,-0.0137,Sad,Sad
3.29,0.304,2.99,3.84,2.29,0.000774,Sad,Sad
3.3,0.303,3.01,3.9,2.28,-0.000974,Sad,Sad
3.3,0.303,2.99,4.08,2.26,0.00243,Sad,Sad
3.28,0.305,3.04,4.21,2.49,0.00817,Sad,Sad
3.27,0.305,3.19,4.35,2.49,0.00789,Sad,Sad
3.29,0.304,3.19,4.48,2.57,0.0164,Sad,Sad
3.41,0.293,3.27,4.51,2.59,0.0262,Sad,Sad
3.58,0.28,3.2,4.49,2.52,0.0294,Sad,Sad
3.64,0.274,3.13,4.49,2.47,0.0334,Sad,Sad
3.5,0.286,3.17,4.49,2.57,0.0381,Sad,Sad
3.27,0.305,3.29,4.49,2.44,0.035,Sad,Sad
3.18,0.315,3.48,4.47,2.55,0.0355,Sad,Sad
3.24,0.309,3.53,4.52,2.63,0.0372,Sad,Sad
3.23,0.31,3.65,4.73,2.62,0.0401,Sad,Sad
3.55,0.281,3.6,4.75,2.35,0.0454,Sad,Sad
3.97,0.252,3.51,4.81,2.34,0.0383,Sad,Sad
4.04,0.248,3.52,4.88,2.22,0.0348,Sad,Sad
3.97,0.252,3.51,4.9,2.27,0.033,Sad,Sad
3.96,0.253,3.56,4.91,2.32,0.0234,Sad,Sad
4,0.25,3.61,4.87,2.32,0.0157,Sad,Sad
4.01,0.249,3.59,4.79,2.19,0.0148,Sad,Sad
4,0.25,3.49,4.81,2.11,0.0139,Sad,Sad
3.97,0.252,3.33,4.8,2.02,0.0157,Sad,Sad
3.93,0.255,3.31,4.51,2.14,0.0175,Sad,Sad
3.94,0.254,3.29,4.37,2.29,0.0139,Sad,Sad
3.86,0.259,3.37,4.63,2.52,-0.00295,Sad,Sad
3.64,0.275,3.44,4.79,2.65,-0.0269,Sad,Sad
3.53,0.283,3.36,4.91,2.8,-0.0413,Sad,Sad
3.5,0.286,3.36,5,2.71,-0.0416,Sad,Sad
3.3,0.303,3.38,5.03,2.73,-0.0434,Sad,Sad
3.21,0.311,3.38,5.03,2.7,-0.0534,Sad,Sad
3.2,0.312,3.35,5.05,2.72,-0.0594,Sad,Sad
3.2,0.312,3.44,5.16,2.83,-0.0538,Sad,Sad
3.22,0.311,3.47,5.3,2.79,-0.0461,Sad,Sad
3.23,0.31,3.35,5.43,2.79,-0.035,Sad,Sad
2.97,0.337,3.21,5.5,2.67,-0.0303,Sad,Sad
2.3,0.435,3.35,5.45,2.69,0.000568,Sad,Sad
2.14,0.468,3.35,5.35,2.67,0.0308,Sad,Sad
2.15,0.465,3.36,5.29,2.63,0.0446,Sad,Sad
2.08,0.481,3.43,5.26,2.61,0.106,Sad,Sad
2.13,0.47,3.47,5.25,2.61,0.0591,Sad,Sad
2.1,0.476,3.45,5.27,2.79,0.061,Sad,Sad
2.16,0.462,3.6,5.28,3.06,0.074,Sad,Sad
2.74,0.364,3.66,5.21,3.03,0.0335,Sad,Sad
3.23,0.31,3.67,5.12,3.1,0.0199,Sad,Sad
3.36,0.297,3.67,5.1,3.05,0.0118,Sad,Sad
3.4,0.294,3.77,5.15,3.1,0.011,Sad,Sad
3.45,0.29,3.89,5.21,3.03,0.00869,Sad,Sad
3.49,0.287,3.85,5.3,2.92,0.00768,Sad,Sad
3.57,0.28,3.86,5.36,2.96,0.00914,Sad,Sad
3.6,0.278,3.78,5.36,2.99,0.00806,Sad,Sad
3.58,0.279,3.76,5.39,2.97,0.0136,Sad,Sad
3.66,0.273,3.77,5.42,2.78,0.0191,Sad,Sad
3.69,0.271,3.61,5.41,2.39,0.0223,Sad,Sad
3.48,0.287,3.56,5.34,2.46,0.0244,Sad,Sad
3.27,0.306,3.56,5.17,2.22,0.0255,Sad,Sad
3.35,0.299,3.51,4.94,2.29,0.024,Sad,Sad
3.53,0.284,3.27,4.83,2.1,0.0133,Sad,Sad
3.52,0.284,3.4,4.79,2.17,0.0142,Sad,Sad
3.46,0.289,3.58,4.6,2.2,0.0164,Sad,Sad
3.47,0.289,3.58,4.54,2.18,0.0233,Sad,Sad
3.63,0.275,3.56,4.59,2.49,0.0361,Sad,Sad
3.76,0.266,3.49,4.49,2.48,0.0352,Sad,Sad
3.79,0.264,3.6,4.39,2.55,0.0289,Sad,Sad
3.82,0.262,3.61,4.36,2.75,0.0187,Sad,Sad
3.86,0.259,3.54,4.37,2.75,0.0119,Sad,Sad
3.85,0.26,3.56,4.37,2.84,0.0116,Sad,Sad
3.73,0.268,3.52,4.39,2.83,0.02,Sad,Sad
3.65,0.274,3.63,4.43,2.79,0.0307,Sad,Sad
3.69,0.271,3.38,4.53,2.85,0.0293,Sad,Sad
3.74,0.267,3.34,4.64,2.89,0.02,Sad,Sad
3.63,0.275,3.48,4.63,2.9,0.01,Sad,Sad
3.5,0.285,3.44,4.64,2.74,-0.000555,Sad,Sad
3.35,0.298,3.43,4.64,2.75,-0.00837,Sad,Sad
3.15,0.318,3.31,4.65,2.65,0.00263,Sad,Sad
3.04,0.328,3.34,4.64,2.52,0.0377,Sad,Sad
3.04,0.329,3.37,4.62,2.46,0.0515,Sad,Sad
3.08,0.325,3.35,4.63,2.39,0.0462,Sad,Sad
3.09,0.324,3.37,4.57,2.35,0.0404,Sad,Sad
3.15,0.317,3.09,4.37,2.29,0.0119,Sad,Sad
3.22,0.311,3.01,4.09,2.16,-0.00696,Sad,Sad
3.24,0.308,2.97,3.92,1.93,-0.0055,Sad,Sad
3.26,0.307,2.83,3.94,1.79,-0.00466,Sad,Sad
3.26,0.307,2.92,3.96,1.8,-0.00268,Sad,Sad
3.26,0.307,2.86,3.94,1.84,-0.00261,Sad,Sad
3.25,0.308,2.9,3.99,1.85,-0.0181,Sad,Sad
3.17,0.316,2.83,4.25,1.7,-0.0321,Sad,Sad
3.05,0.328,2.84,4.47,1.73,-0.0364,Sad,Sad
2.95,0.338,2.99,4.54,1.8,-0.0499,Sad,Sad
2.87,0.349,3.24,4.53,1.82,-0.0651,Sad,Sad
2.66,0.377,3.32,4.44,1.9,-0.0587,Sad,Sad
2.28,0.439,3.28,4.32,1.91,-0.0398,Sad,Sad
2.14,0.467,3.22,4.27,1.93,-0.0583,Sad,
