alpha,arousal1,betha,theta,gamma,valence1,Stimuli(Visual),Response
3.15,0.318,3.2,4.43,2.96,0.0264,Happy,
3.07,0.326,3.18,4.78,3.33,0.0389,Happy,
3.08,0.325,3.27,4.83,3.5,0.0526,Happy,
3.09,0.323,3.41,4.86,3.58,0.0244,Happy,
3.13,0.319,3.4,4.95,3.6,0.00346,Happy,
3.07,0.326,3.34,4.96,3.6,-0.00542,Happy,
2.78,0.36,3.36,4.93,3.6,-0.0311,Happy,
2.47,0.405,3.31,4.89,3.45,-0.0482,Happy,
2.43,0.412,3.28,4.86,3.4,-0.0561,Happy,
2.41,0.415,3.29,4.83,3.41,-0.078,Happy,
2.43,0.411,3.44,4.66,3.47,-0.0828,Happy,
2.41,0.414,3.4,4.24,3.4,-0.0771,Happy,
2.63,0.38,3.32,3.98,2.89,-0.0932,Happy,
2.98,0.336,3.38,3.91,2.67,-0.104,Happy,
3.02,0.331,3.29,3.64,2.6,-0.0776,Happy,
3.01,0.333,3.38,3.41,2.64,-0.0642,Happy,
3.1,0.323,3.49,3.46,2.66,-0.0613,Happy,
3.15,0.318,3.45,3.73,2.65,-0.058,Happy,
3.16,0.317,3.47,3.94,2.66,-0.0503,Happy,
3.28,0.305,3.61,3.93,2.59,-0.0342,Happy,
3.3,0.303,3.58,3.9,2.52,-0.0225,Happy,
3.3,0.303,3.43,3.91,2.32,-0.0261,Happy,
3.29,0.304,3.38,3.88,2.32,-0.0319,Happy,
3.08,0.324,3.46,3.83,2.33,-0.029,Happy,
2.89,0.346,3.4,3.81,2.39,-0.0184,Happy,
2.93,0.341,3.39,3.84,2.18,-0.0182,Happy,
3.1,0.323,3.42,3.87,2.18,-0.00797,Happy,
3.25,0.308,3.24,3.86,1.97,0.0124,Happy,
3.4,0.294,3.37,3.59,2.12,0.0159,Happy,
3.36,0.297,3.55,3.26,2.15,0.0178,Happy,
3.35,0.299,3.5,3.17,2.25,0.0113,Happy,
3.53,0.283,3.47,3.13,2.24,0.000896,Happy,
3.61,0.277,3.53,3.35,2.3,0.00859,Happy,
3.67,0.272,3.48,3.55,2.3,0.0115,Happy,
3.74,0.267,3.41,3.82,2.31,0.00719,Happy,
3.71,0.269,3.46,4.04,2.37,0.00535,Happy,
3.7,0.27,3.64,4.24,2.38,0.00615,Happy,
3.73,0.268,3.73,4.33,2.58,-0.0127,Happy,
3.71,0.27,3.78,4.29,3.03,-0.0358,Happy,
3.69,0.271,3.76,4.36,3.21,-0.0502,Happy,
3.68,0.272,3.6,4.38,3.27,-0.0551,Happy,
3.61,0.277,3.62,4.42,3.28,-0.0542,Happy,
3.48,0.287,3.62,4.58,3.36,-0.0614,Happy,
3.34,0.299,3.56,4.65,3.52,-0.0756,Happy,
3.16,0.316,3.49,4.56,3.61,-0.0934,Happy,
3.15,0.318,3.48,4.4,3.72,-0.0735,Happy,
3.25,0.308,3.51,4.25,3.77,-0.0561,Happy,
3.26,0.306,3.16,4.04,3.77,-0.0504,Happy,
3.11,0.322,3.13,3.96,3.67,-0.0358,Happy,
2.85,0.351,3.11,3.97,3.6,-0.00943,Happy,
2.75,0.364,2.93,3.88,3.44,0.0211,Happy,
2.77,0.361,2.83,3.86,3.41,0.0185,Happy,
2.77,0.36,2.93,3.71,3.4,0.00771,Happy,
2.73,0.366,3.17,3.35,3.32,0.00307,Happy,
2.83,0.354,3.22,3.01,3.11,0.00781,Happy,
3.07,0.325,3.26,3.17,2.82,0.00812,Happy,
3.19,0.314,3.26,3.54,2.54,0.00637,Happy,
3.12,0.321,3.25,3.58,2.4,-0.00121,Happy,
3.16,0.316,3.3,3.64,2.12,-0.00255,Happy,
3.25,0.307,3.25,3.82,1.94,-0.0119,Happy,
3.34,0.3,3.24,3.87,1.74,-0.019,Happy,
3.37,0.296,3.4,3.81,1.79,-0.0198,Happy,
3.35,0.299,3.46,3.85,1.67,-0.0149,Happy,
3.33,0.3,3.41,3.88,1.48,-0.00433,Happy,
3.38,0.296,3.33,4.01,1.94,-0.00082,Happy,
3.37,0.296,3.28,4.32,2.08,-0.0161,Happy,
3.19,0.314,3.22,4.38,2.1,-0.0451,Happy,
3.12,0.32,3.17,4.38,2.19,-0.0564,Happy,
3.07,0.325,3.18,4.41,2.25,-0.0591,Happy,
2.92,0.343,3.13,4.4,2.29,-0.0856,Happy,
2.83,0.354,3.18,4.41,2.61,-0.0975,Happy,
2.82,0.355,3.17,4.47,3.76,-0.0834,Happy,
2.86,0.349,2.94,4.55,3.86,-0.0756,Happy,
2.91,0.344,2.92,4.81,3.87,-0.0923,Happy,
3.71,0.269,3.64,6.55,2.99,0.0156,Calm,Agressive
3.71,0.27,3.68,6.48,3,0.0155,Calm,Agressive
3.62,0.276,3.6,6.37,2.57,0.0185,Calm,Agressive
3.24,0.309,3.61,6.27,2.68,0.0219,Calm,Agressive
2.75,0.363,3.58,6.26,2.71,0.0173,Calm,Agressive
2.79,0.358,3.44,6.08,2.57,0.0365,Calm,Agressive
2.68,0.374,3.14,5.63,2.54,0.0479,Calm,Agressive
2.47,0.405,3.13,5.21,2.49,0.0421,Calm,Agressive
2.37,0.421,3.28,5.15,2.42,0.0588,Calm,Agressive
2.34,0.427,3.36,5.1,2.42,0.0673,Calm,Agressive
2.4,0.416,3.51,5.01,2.97,0.0653,Calm,Agressive
3.25,0.308,3.51,5.22,2.95,0.0285,Calm,Agressive
3.94,0.254,3.48,6.04,2.96,0.00296,Calm,Agressive
4.11,0.243,3.4,6.52,2.92,-0.00724,Calm,Agressive
4.22,0.237,3.4,6.66,2.93,-0.0108,Calm,Agressive
4.21,0.237,3.47,6.79,3.06,-0.0142,Calm,Agressive
4.19,0.238,3.55,6.97,3.07,-0.0178,Calm,Agressive
4.21,0.237,3.73,7.08,3.22,-0.0184,Calm,Agressive
4.24,0.236,3.74,7.12,3.21,-0.0179,Calm,Agressive
4.26,0.234,3.59,7.12,3.27,-0.015,Calm,Agressive
4.27,0.234,3.56,7.12,3.48,-0.013,Calm,Agressive
4.2,0.238,3.42,7.11,3.33,-0.0162,Calm,Agressive
3.94,0.254,3.44,7.02,3.38,-0.023,Calm,Agressive
3.75,0.267,3.63,6.72,3.4,-0.0226,Calm,Agressive
3.96,0.253,3.65,6.41,3.42,-0.0227,Calm,Agressive
4.06,0.246,3.68,6.35,3.34,-0.0238,Calm,Agressive
4.07,0.246,3.6,6.28,3.31,-0.022,Calm,Agressive
4.28,0.234,3.56,6.12,3.38,-0.0185,Calm,Agressive
4.41,0.227,3.45,5.83,3.4,-0.0172,Calm,Agressive
4.41,0.227,3.51,5.79,3.43,-0.0174,Calm,Agressive
4.41,0.227,3.66,6.18,3.36,-0.0157,Calm,Agressive
4.41,0.227,3.76,6.58,3.15,-0.0119,Calm,Agressive
4.41,0.227,3.75,6.8,3.05,-0.0127,Calm,Agressive
4.36,0.229,3.74,6.86,3.01,-0.0163,Calm,Agressive
4.09,0.244,3.46,6.88,3.12,-0.0175,Calm,Agressive
3.79,0.264,3.52,6.86,3.35,-0.0144,Calm,Agressive
3.73,0.268,3.73,6.82,3.45,-0.0105,Calm,Agressive
3.71,0.269,3.8,6.73,3.66,-0.0067,Calm,Agressive
3.62,0.276,3.78,6.68,3.66,0.00558,Calm,Agressive
3.57,0.28,3.99,6.71,3.67,0.0191,Calm,Agressive
3.75,0.267,3.97,6.68,3.66,0.0152,Calm,Agressive
3.89,0.257,4.07,6.46,3.98,0.00741,Calm,Agressive
3.98,0.252,4.22,6,4.11,0.00357,Calm,Agressive
3.99,0.251,4.44,5.41,4.34,0.00631,Calm,Agressive
4,0.25,4.45,5.2,4.35,0.00913,Calm,Agressive
4.16,0.24,4.46,5.44,4.3,-0.0036,Calm,Agressive
4.36,0.229,4.45,5.74,4.18,-0.0128,Calm,Agressive
4.43,0.226,4.35,5.84,4.15,-0.0161,Calm,Agressive
4.42,0.226,4.3,5.78,4.03,-0.0189,Calm,Agressive
4.27,0.234,4.39,5.65,3.97,-0.028,Calm,Agressive
4.15,0.241,4.25,5.64,3.93,-0.0393,Calm,Agressive
4.01,0.249,4.19,5.67,3.82,-0.0472,Calm,Agressive
3.89,0.257,4.07,5.66,3.41,-0.0531,Calm,Agressive
3.87,0.258,3.68,5.62,2.58,-0.0525,Calm,Agressive
3.94,0.254,3.4,5.61,1.93,-0.0496,Calm,Agressive
3.91,0.256,3.37,5.54,1.92,-0.047,Calm,Agressive
3.68,0.272,3.32,5.23,1.96,-0.0383,Calm,Agressive
3.47,0.288,3.31,4.85,1.92,-0.00961,Calm,Agressive
3.44,0.291,3.2,4.7,1.97,0.012,Calm,Agressive
3.44,0.291,3.18,4.77,1.88,0.027,Calm,Agressive
3.47,0.288,2.95,4.76,1.84,0.0238,Calm,Agressive
3.52,0.284,2.94,4.69,1.9,0.0172,Calm,Agressive
3.57,0.28,2.87,4.73,1.89,0.0162,Calm,Agressive
3.63,0.276,2.81,4.75,1.92,0.0183,Calm,Agressive
3.63,0.276,2.85,4.72,1.94,0.0304,Calm,Agressive
3.54,0.283,2.85,4.7,1.89,0.0435,Calm,Agressive
3.49,0.286,2.87,4.59,1.93,0.0425,Calm,Agressive
3.44,0.291,2.85,4.5,2.01,0.0457,Calm,Agressive
3.26,0.306,2.88,4.52,1.98,0.0514,Calm,Agressive
3.06,0.327,3.15,4.5,2.05,0.0466,Calm,Agressive
3.21,0.312,3.06,4.3,2.01,0.0352,Calm,Agressive
3.42,0.292,3.08,3.94,1.93,0.0347,Calm,Agressive
3.47,0.288,3.05,3.69,1.93,0.0379,Calm,Agressive
3.41,0.294,2.97,3.75,1.92,0.0408,Calm,Agressive
3.38,0.296,3.01,3.77,2.02,0.0285,Calm,Agressive
3.37,0.297,3.16,3.68,2.02,0.011,Calm,Agressive
3.39,0.295,3.24,3.68,2.09,0.000989,Calm,Agressive
3.52,0.284,3.29,3.77,1.94,-0.00855,Calm,Agressive
3.56,0.281,3.28,3.9,1.9,-0.00762,Calm,Agressive
3.55,0.282,3.34,3.99,1.71,-0.00508,Calm,Agressive
3.61,0.277,3.17,3.98,1.72,-0.00743,Calm,Agressive
3.72,0.269,3.2,3.87,1.84,-0.00571,Calm,Agressive
3.66,0.274,3.31,3.86,2.06,-0.00487,Calm,Agressive
3.64,0.275,3.28,3.94,2.04,-0.00022,Calm,Agressive
3.68,0.272,3.25,3.91,1.95,0.00504,Calm,Agressive
3.65,0.274,3.25,3.94,1.89,0.0113,Calm,Agressive
3.74,0.267,3.06,4.23,1.85,0.0208,Calm,Agressive
3.78,0.264,2.9,4.32,1.76,0.0309,Calm,Agressive
3.81,0.262,2.87,4.21,1.79,0.0349,Calm,Agressive
3.86,0.259,2.92,4.08,1.92,0.0283,Calm,Agressive
3.88,0.258,2.84,4.1,1.9,0.0256,Calm,Agressive
3.68,0.271,2.84,4.21,1.88,0.0323,Calm,Agressive
3.45,0.29,2.78,4.36,1.77,0.0368,Calm,Agressive
3.42,0.292,2.74,4.51,1.74,0.0367,Calm,Agressive
3.37,0.297,2.74,4.56,1.81,0.0311,Calm,Agressive
3.24,0.309,2.85,4.55,1.85,0.0329,Calm,Agressive
3.14,0.318,2.85,4.46,1.83,0.0168,Calm,Agressive
3.05,0.328,3,4.28,1.89,-0.0457,Calm,Agressive
3.01,0.333,3.06,4.37,1.99,-0.105,Calm,Agressive
3.03,0.33,3.02,4.52,2,-0.0987,Calm,Agressive
2.93,0.342,2.97,4.71,1.98,-0.0905,Calm,Agressive
2.91,0.343,2.96,4.82,1.98,-0.0788,Calm,Agressive
2.92,0.342,3.01,4.79,1.96,-0.0778,Calm,Agressive
3,0.333,3.08,4.77,1.87,-0.0609,Calm,Agressive
3.36,0.298,3.04,4.67,1.86,-0.0159,Calm,Agressive
3.63,0.275,3.16,4.63,2.02,0.00251,Calm,Agressive
3.75,0.267,3.03,4.61,1.96,0.00625,Calm,Agressive
3.84,0.261,3.63,7.07,2.58,-0.00627,Sad,Agressive
3.72,0.269,3.17,6.88,1.97,-0.00766,Sad,Agressive
2.84,0.352,2.78,6.8,1.24,-0.0191,Sad,Agressive
2.35,0.425,2.59,6.52,2.99,-0.00422,Sad,Agressive
2.39,0.419,3.83,6.13,3.53,-0.0465,Sad,Agressive
3.61,0.277,4.62,5.91,4.62,-0.0462,Sad,Agressive
4.43,0.226,4.68,6.17,4.68,-0.0122,Sad,Agressive
4.94,0.203,4.77,6.42,4.71,-0.0124,Sad,Agressive
5.06,0.198,4.81,6.48,4.73,-0.0156,Sad,Agressive
5.08,0.197,4.86,6.48,4.73,-0.0146,Sad,Agressive
5.12,0.195,4.91,6.47,4.76,-0.0139,Sad,Agressive
5.14,0.194,4.9,6.48,4.76,-0.0139,Sad,Agressive
5.14,0.194,4.9,6.48,4.77,-0.0136,Sad,Agressive
5.14,0.195,4.89,6.49,4.77,-0.0133,Sad,Agressive
5.14,0.195,4.84,6.44,4.61,-0.0137,Sad,Agressive
5.09,0.197,4.49,6.33,3.99,-0.00959,Sad,Agressive
4.93,0.203,3.74,6.06,2.98,-0.00947,Sad,Agressive
4.27,0.234,3.63,5.35,2.68,-0.0203,Sad,Agressive
3.46,0.289,3.53,4.64,2.39,-0.00484,Sad,Agressive
3.38,0.296,3.35,4.42,2.42,0.0149,Sad,Agressive
3.31,0.302,3.42,4.49,2.58,0.00423,Sad,Agressive
3,0.333,3.25,4.57,2.37,0.00853,Sad,Agressive
2.93,0.342,3.25,4.54,2.39,0.0125,Sad,Agressive
2.97,0.337,3.22,4.41,2.17,-0.00246,Sad,Agressive
2.86,0.349,3.19,4.22,2.13,0.00599,Sad,Agressive
2.88,0.348,3.12,4.14,2.11,0.0169,Sad,Agressive
2.79,0.359,3.22,4.08,2.16,0.00882,Sad,Agressive
2.7,0.371,3.46,4.01,2.23,-0.00761,Sad,Agressive
2.75,0.364,3.23,3.85,2.23,-0.00852,Sad,Agressive
2.76,0.362,3.22,3.77,2.25,0.00804,Sad,Agressive
2.65,0.378,3.19,3.76,1.79,0.0238,Sad,Agressive
2.64,0.378,3.15,3.52,1.69,0.0151,Sad,Agressive
2.71,0.369,3.11,3.41,1.74,-0.00265,Sad,Agressive
2.64,0.378,3.12,3.52,1.73,0.00375,Sad,Agressive
2.62,0.381,3.13,3.66,1.75,0.000987,Sad,Agressive
2.7,0.371,3.17,3.72,1.88,-0.0239,Sad,Agressive
2.81,0.356,3.24,3.81,1.9,-0.0443,Sad,Agressive
2.99,0.335,2.78,3.69,1.86,-0.0463,Sad,Agressive
3.11,0.321,2.69,3.56,1.84,-0.0571,Sad,Agressive
3.09,0.324,2.64,3.59,1.79,-0.0918,Sad,Agressive
3.11,0.321,2.66,3.68,1.77,-0.127,Sad,Agressive
3.1,0.322,2.51,3.8,1.83,-0.136,Sad,Agressive
3.13,0.32,2.49,4.02,1.88,-0.114,Sad,Agressive
3.13,0.32,2.58,4.15,1.94,-0.093,Sad,Agressive
3.12,0.32,2.69,4.12,1.98,-0.0871,Sad,Agressive
3.13,0.32,2.64,4.09,1.88,-0.0832,Sad,Agressive
3.11,0.321,2.64,4.05,1.8,-0.0762,Sad,Agressive
3.01,0.333,2.73,3.98,1.8,-0.0838,Sad,Agressive
2.76,0.363,2.73,3.97,1.74,-0.127,Sad,Agressive
2.61,0.384,2.77,3.97,1.73,-0.136,Sad,Agressive
2.46,0.406,2.98,3.9,1.83,-0.0904,Sad,Agressive
2.49,0.402,3.15,3.8,1.95,-0.06,Sad,Agressive
2.5,0.4,3.18,3.75,1.84,-0.0672,Sad,Agressive
2.43,0.412,3.21,3.58,1.72,-0.0813,Sad,Agressive
2.47,0.406,3.27,3.32,1.85,-0.0683,Sad,Agressive
2.47,0.405,3.25,3.27,1.92,-0.049,Sad,Agressive
2.37,0.422,3.27,3.39,2.04,-0.0288,Sad,Agressive
2.36,0.424,3.23,3.62,2.07,0.0148,Sad,Agressive
2.31,0.433,3.25,3.86,2.39,0.0417,Sad,Agressive
2.6,0.384,3.39,4.1,2.46,0.0123,Sad,Agressive
3.16,0.317,3.4,4.19,2.46,0.0141,Sad,Agressive
3.51,0.285,3.23,4.19,2.43,0.03,Sad,Agressive
3.59,0.278,3.16,4.23,2.39,0.0429,Sad,Agressive
3.6,0.278,3.13,4.22,2.4,0.0382,Sad,Agressive
3.63,0.276,3.13,4.19,2.46,0.0206,Sad,Agressive
3.62,0.276,3.03,4.21,2.38,0.0101,Sad,Agressive
3.64,0.275,3.12,4.2,2.28,0.0102,Sad,Agressive
3.67,0.273,3.25,4.13,2.3,0.00804,Sad,Agressive
3.71,0.27,3.17,4.05,2.29,0.00262,Sad,Agressive
3.72,0.269,3.12,3.95,1.89,0.00169,Sad,Agressive
3.63,0.275,3.02,3.77,1.79,0.0024,Sad,Agressive
3.23,0.31,3,3.76,1.75,-0.00935,Sad,Agressive
2.76,0.362,2.98,3.73,1.7,-0.076,Sad,Agressive
2.71,0.369,3.04,3.64,1.68,-0.127,Sad,Agressive
2.68,0.374,3.23,3.7,1.67,-0.12,Sad,Agressive
2.54,0.394,3.29,3.98,1.5,-0.0989,Sad,Agressive
2.46,0.406,3.29,4.23,1.68,-0.0974,Sad,Agressive
2.48,0.403,3.1,4.25,1.67,-0.125,Sad,Agressive
2.35,0.425,3.12,4.3,1.58,-0.182,Sad,Agressive
2.17,0.46,3.13,4.48,1.61,-0.251,Sad,Agressive
2.11,0.475,3.11,4.62,1.57,-0.22,Sad,Agressive
2.04,0.491,3.12,4.7,1.79,-0.218,Sad,Agressive
1.99,0.502,3.09,4.75,1.87,-0.233,Sad,Agressive
2.05,0.487,3.11,4.8,2.02,-0.0972,Sad,Agressive
2.2,0.454,3.21,4.8,2.32,-0.0153,Sad,Agressive
2.7,0.37,3.01,4.74,2.34,0.00961,Sad,Agressive
3.12,0.321,2.97,4.58,2.45,0.0115,Sad,Agressive
3.2,0.312,3.02,4.44,2.53,0.0147,Sad,Agressive
3.21,0.312,3.03,4.4,2.57,0.0229,Sad,Agressive
3.26,0.307,2.95,4.24,2.59,0.0323,Sad,Agressive
3.39,0.295,2.93,3.85,2.7,0.0376,Sad,Agressive
3.44,0.291,3.14,3.49,2.82,0.0449,Sad,Agressive
3.43,0.291,3.22,3.19,2.9,0.0525,Sad,Agressive
3.43,0.291,3.19,2.82,2.93,0.0493,Sad,Agressive
3.42,0.292,3.19,2.51,3.02,0.0372,Sad,Agressive
3.32,0.301,3.05,2.48,2.93,0.0335,Sad,Agressive
2.99,0.335,3.08,2.58,3.01,0.0484,Sad,Agressive
2.71,0.369,3.19,2.99,2.99,0.0811,Sad,Agressive
2.66,0.376,3.21,3.35,2.92,0.0852,Sad,Agressive
2.63,0.38,3.26,3.59,2.98,0.0677,Sad,Agressive
2.64,0.379,3.35,3.91,3.03,0.0503,Sad,Agressive
2.68,0.373,3.29,4.07,3.01,0.0301,Sad,Agressive
2.7,0.37,3.13,4.08,2.85,0.0237,Sad,Agressive
2.72,0.367,3.1,4.08,2.8,0.0209,Sad,Agressive
2.74,0.365,3.17,4.09,2.72,0.0319,Sad,Agressive
2.95,0.339,3.18,4.08,2.63,0.0365,Sad,Agressive
3.37,0.297,3.19,3.92,2.08,0.0335,Sad,Sad
3.39,0.295,3.23,3.9,1.98,0.0311,Sad,Sad
3.43,0.292,3.29,3.85,1.98,0.0263,Sad,Sad
3.51,0.285,3.26,3.88,1.97,0.0198,Sad,Sad
3.56,0.281,3.28,3.96,1.98,0.0109,Sad,Sad
3.59,0.279,3.31,3.98,1.97,-0.00458,Sad,Sad
3.47,0.288,3.3,4.19,2.04,-0.0321,Sad,Sad
3.21,0.311,3.42,4.25,1.97,-0.0774,Sad,Sad
3.26,0.306,3.37,4.31,1.86,-0.0757,Sad,Sad
3.56,0.281,3.31,4.37,1.65,-0.0493,Sad,Sad
3.62,0.276,3.3,4.39,1.59,-0.0398,Sad,Sad
3.64,0.275,3.2,4.59,1.56,-0.031,Sad,Sad
3.59,0.279,3.19,4.7,1.51,-0.0346,Sad,Sad
3.58,0.28,3.19,4.72,1.52,-0.0429,Sad,Sad
3.53,0.283,3.24,4.71,1.38,-0.045,Sad,Sad
3.49,0.286,3.3,4.69,1.52,-0.0439,Sad,Sad
3.42,0.292,3.45,4.56,2.02,-0.0293,Sad,Sad
3.49,0.286,3.42,4.34,2.57,0.000309,Sad,Sad
3.55,0.282,3.42,4.21,2.9,0.00643,Sad,Sad
3.43,0.291,3.64,4,2.94,-0.0166,Sad,Sad
3.36,0.298,3.64,3.97,2.98,-0.0334,Sad,Sad
3.29,0.304,3.62,3.89,3.02,-0.0411,Sad,Sad
3.29,0.304,3.62,3.59,3.11,-0.0467,Sad,Sad
3.37,0.297,3.65,3.36,3.16,-0.0437,Sad,Sad
3.43,0.291,3.68,3.34,3.25,-0.0354,Sad,Sad
3.47,0.288,3.65,3.4,3.35,-0.0275,Sad,Sad
3.45,0.289,3.64,3.49,3.33,-0.0217,Sad,Sad
3.33,0.3,3.72,3.52,3.29,-0.0252,Sad,Sad
3.21,0.311,3.66,3.55,2.94,-0.0529,Sad,Sad
3.26,0.307,3.62,3.58,2.85,-0.0652,Sad,Sad
3.2,0.312,3.4,3.59,2.81,-0.0273,Sad,Sad
3.09,0.324,3.43,3.44,2.77,0.00808,Sad,Sad
3.15,0.318,3.66,3.26,2.82,0.00176,Sad,Sad
3.51,0.285,3.55,3.53,2.71,-0.0177,Sad,Sad
3.88,0.258,3.56,3.64,2.6,-0.0268,Sad,Sad
4.06,0.246,3.52,3.54,2.36,-0.0312,Sad,Sad
4.11,0.243,3.48,3.44,2.23,-0.0301,Sad,Sad
4.14,0.242,3.26,3.48,2.01,-0.0255,Sad,Sad
4.19,0.239,3.31,3.48,1.95,-0.0229,Sad,Sad
4.24,0.236,3.34,3.45,1.74,-0.0271,Sad,Sad
4.26,0.235,3.41,3.49,1.97,-0.0304,Sad,Sad
4.27,0.234,3.4,3.59,1.96,-0.0297,Sad,Sad
4.32,0.231,3.47,3.63,2.01,-0.0288,Sad,Sad
4.37,0.229,3.17,3.57,1.83,-0.0336,Sad,Sad
4.28,0.234,3.19,3.6,1.87,-0.0438,Sad,Sad
4.11,0.243,3.14,3.7,1.88,-0.0532,Sad,Sad
4.02,0.249,3.16,3.71,1.91,-0.0575,Sad,Sad
4.02,0.249,3.14,3.68,1.92,-0.0562,Sad,Sad
4.01,0.249,3.19,3.67,2.11,-0.0518,Sad,Sad
3.96,0.253,3.11,3.68,2.08,-0.0444,Sad,Sad
3.87,0.259,3.12,3.68,2.06,-0.0379,Sad,Sad
3.81,0.262,3.2,3.68,1.88,-0.0375,Sad,Sad
3.83,0.261,3.19,3.86,1.82,-0.0426,Sad,Sad
3.89,0.257,3.08,4.05,1.7,-0.0447,Sad,Sad
3.87,0.258,3.04,4.05,1.7,-0.0392,Sad,Sad
3.82,0.262,3.08,4.02,1.73,-0.032,Sad,Sad
3.81,0.263,3.19,3.98,1.76,-0.0323,Sad,Sad
3.84,0.26,3.26,3.97,1.75,-0.0378,Sad,Sad
3.82,0.262,3.32,3.97,1.64,-0.0474,Sad,Sad
3.75,0.267,3.27,3.95,1.54,-0.0681,Sad,Sad
3.72,0.269,3.29,3.96,1.56,-0.0839,Sad,Sad
3.75,0.267,3.28,4.15,1.54,-0.0932,Sad,Sad
3.73,0.268,3.11,4.51,1.54,-0.102,Sad,Sad
3.59,0.278,3.13,4.74,1.92,-0.102,Sad,Sad
3.4,0.294,3.24,4.78,1.97,-0.0912,Sad,Sad
3.24,0.309,3.27,4.71,1.99,-0.0627,Sad,Sad
3.05,0.328,3.18,4.67,1.87,-0.023,Sad,Sad
2.98,0.336,3.17,4.69,1.86,0.00892,Sad,Sad
2.99,0.335,3.09,4.75,1.91,0.0133,Sad,Sad
3.01,0.332,3.03,4.8,1.94,0.00359,Sad,Sad
3.03,0.33,2.98,4.8,1.93,-0.00448,Sad,Sad
3.03,0.33,3.38,4.81,2.07,-0.00245,Sad,Sad
3.02,0.331,3.44,4.72,2.1,0.00483,Sad,Sad
3.04,0.329,3.5,4.34,2.07,0.00734,Sad,Sad
3,0.333,3.47,3.77,1.84,0.00733,Sad,Sad
3.09,0.324,3.49,3.54,1.8,0.00528,Sad,Sad
3.13,0.32,3.46,3.49,1.79,-0.00261,Sad,Sad
3.07,0.325,3.47,3.43,1.82,-0.0133,Sad,Sad
3.07,0.326,3.49,3.32,1.86,-0.0226,Sad,Sad
3.03,0.33,3.54,3.1,1.86,-0.0307,Sad,Sad
3.03,0.33,3.63,2.99,1.77,-0.0364,Sad,Sad
3.08,0.325,3.56,3.12,1.75,-0.0412,Sad,Sad
3.07,0.326,3.23,2.99,1.56,-0.0532,Sad,Sad
3.02,0.331,3.14,2.78,1.48,-0.0548,Sad,Sad
3.03,0.33,3.09,2.78,1.43,-0.0537,Sad,Sad
2.99,0.335,3.07,2.87,1.36,-0.0634,Sad,Sad
2.83,0.353,3.02,3.03,1.4,-0.0965,Sad,Sad
3.12,0.321,3.09,3.08,1.45,-0.0883,Sad,Sad
3.51,0.285,3.26,3.15,1.52,-0.0673,Sad,Sad
3.68,0.272,3.22,3.32,1.46,-0.0632,Sad,Sad
3.77,0.265,3.11,3.54,1.45,-0.0543,Sad,Sad
3.85,0.26,3.09,3.72,1.43,-0.0444,Sad,Sad
3.9,0.256,3.12,3.92,1.47,-0.0389,Sad,Sad
3.92,0.255,3.09,4.1,1.55,-0.0376,Sad,Sad
3.92,0.255,3.09,4.24,1.5,-0.0391,Sad,Sad
3.9,0.256,3.08,4.35,1.45,-0.0362,Sad,Sad
3.93,0.254,3.21,4.39,1.53,-0.0299,Sad,Sad
3.95,0.253,3.14,4.36,1.52,-0.0236,Sad,Sad
3.78,0.264,3.01,4.36,1.5,-0.0201,Sad,Sad
3.46,0.289,2.79,4.32,1.42,-0.0123,Sad,Sad
