alpha,arousal1,betha,theta,gamma,valence1,Stimuli(Visual),Response
3.09,0.324,3.58,4.93,2.29,0.035,Happy,Happy
3.04,0.329,3.54,5.01,2.47,0.0266,Happy,Happy
2.94,0.341,3.51,5.02,2.52,0.0242,Happy,Happy
2.85,0.351,3.57,4.93,2.63,0.0333,Happy,Happy
2.78,0.36,3.59,4.82,2.53,0.0642,Happy,Happy
2.73,0.367,3.6,4.79,2.58,0.0823,Happy,Happy
2.64,0.379,3.56,4.78,2.54,0.094,Happy,Happy
2.64,0.378,3.45,4.71,2.57,0.114,Happy,Happy
2.75,0.364,3.45,4.63,2.59,0.105,Happy,Happy
2.81,0.356,3.34,4.54,2.6,0.0959,Happy,Happy
2.81,0.356,3.25,4.38,2.68,0.103,Happy,Happy
2.77,0.361,3.11,4.12,2.61,0.136,Happy,Happy
2.72,0.367,3.14,4.07,2.49,0.142,Happy,Happy
2.79,0.359,3.15,4.29,2.42,0.0801,Happy,Happy
2.8,0.358,3.13,4.36,2.38,0.0595,Happy,Happy
2.86,0.35,3.25,4.42,2.3,0.04,Happy,Happy
3.04,0.329,3.28,4.44,2.34,0.0131,Happy,Happy
3.18,0.314,3.32,4.46,2.35,0.00277,Happy,Happy
3.17,0.315,3.34,4.51,2.28,-0.0014,Happy,Happy
3.24,0.309,3.17,4.44,2.26,-0.000628,Happy,Happy
3.41,0.293,3.12,4.31,2.23,-0.000521,Happy,Happy
3.45,0.29,3.21,4.26,2.16,-0.00417,Happy,Happy
3.45,0.29,3.32,4.26,2.17,-0.00686,Happy,Happy
3.43,0.292,3.39,4.15,2.12,-0.00347,Happy,Happy
3.45,0.29,3.41,3.87,2.11,-0.00131,Happy,Happy
3.47,0.288,3.26,3.86,2.13,-0.00499,Happy,Happy
3.36,0.297,3.21,3.85,2.17,-0.00584,Happy,Happy
3.3,0.303,3.2,3.83,2.06,-0.00491,Happy,Happy
3.42,0.292,3.27,3.84,2.15,-0.0102,Happy,Happy
3.54,0.282,3.42,3.82,2.27,-0.0176,Happy,Happy
3.42,0.292,3.56,3.97,2.23,-0.0337,Happy,Happy
3.33,0.3,3.68,4,2.28,-0.0367,Happy,Happy
3.41,0.293,3.66,4.05,2.25,-0.03,Happy,Happy
3.48,0.287,3.58,4.17,2.25,-0.0284,Happy,Happy
