alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Response
2.418,0.414,4.122,4.245,2.121,-0.019,Agressive,Agressive
2.708,0.369,4.133,4.242,2.214,0.006,Agressive,Agressive
2.754,0.363,4.171,4.25,2.242,0.015,Agressive,Agressive
2.638,0.379,4.134,4.289,2.117,0.02,Agressive,Agressive
2.619,0.382,4.257,4.366,2.172,0.019,Agressive,Agressive
2.65,0.377,4.239,4.402,2.144,0.019,Agressive,Agressive
3.844,0.26,3.88,5.385,2.396,-0.033,Sad,Sad
3.861,0.259,3.745,5.379,2.663,-0.035,Sad,Sad
3.708,0.27,3.997,5.387,2.856,-0.036,Sad,Sad
3.598,0.278,4.385,5.355,2.904,-0.032,Sad,Sad
3.494,0.286,4.453,5.146,2.817,-0.025,Sad,Sad
3.509,0.285,4.566,4.848,2.759,-0.019,Sad,Sad
3.471,0.288,4.59,4.414,2.754,-0.014,Sad,Sad
3.393,0.295,4.589,4.044,2.708,-0.01,Sad,Sad
3.123,0.32,4.702,3.857,3,-0.011,Sad,Sad
3.008,0.332,4.671,3.742,3.012,-0.007,Sad,Sad
2.973,0.336,4.682,3.744,2.993,0.007,Sad,Sad
2.856,0.35,4.624,3.862,2.842,0.027,Sad,Sad
2.814,0.355,4.587,3.89,2.713,0.053,Sad,Sad
2.914,0.343,4.27,3.846,2.522,0.062,Sad,Sad
2.982,0.335,4.076,3.726,2.619,0.064,Sad,Sad
3.04,0.329,4.11,3.606,2.616,0.054,Sad,Sad
3.024,0.331,4.187,3.554,2.607,0.045,Sad,Sad
2.963,0.338,4.267,3.484,2.658,0.035,Sad,Sad
2.975,0.336,4.189,3.441,2.65,0.024,Sad,Sad
2.916,0.343,4.06,3.355,2.268,0.026,Sad,Sad
2.717,0.368,4.056,3.127,2.229,0.035,Sad,Sad
2.594,0.386,4.022,2.732,2.221,0.039,Sad,Sad
2.58,0.388,4.095,2.451,2.288,0.032,Sad,Sad
2.618,0.382,4.29,2.414,2.334,0.01,Sad,Sad
2.76,0.362,4.31,2.279,2.281,-0.005,Sad,Sad
2.866,0.349,4.247,2.277,2.18,0.01,Sad,Sad
2.975,0.336,4.106,2.52,2.168,0.034,Sad,Sad
3.073,0.325,3.961,3.066,2.239,0.042,Sad,Sad
3.039,0.329,3.883,3.335,2.211,0.052,Sad,Sad
3.026,0.331,3.88,3.353,2.188,0.066,Sad,Sad
3.074,0.325,3.89,3.319,2.209,0.058,Sad,Sad
3.21,0.311,3.924,3.311,2.216,0.031,Sad,Sad
3.303,0.303,3.968,3.327,2.217,0.012,Sad,Sad
3.336,0.3,3.822,3.353,2.258,0.004,Sad,Sad
3.253,0.307,3.592,3.378,2.218,0.008,Sad,Sad
3.051,0.328,3.398,3.409,2.211,0.005,Sad,Sad
2.813,0.356,3.042,3.52,2.134,-0.029,Sad,Sad
2.549,0.392,3.06,3.623,2.281,-0.104,Sad,Sad
2.516,0.397,3.031,3.677,2.175,-0.116,Sad,Sad
2.536,0.394,2.985,3.72,2.203,-0.115,Sad,Sad
2.554,0.392,3.045,3.811,2.146,-0.124,Sad,Sad
2.449,0.408,3.348,3.857,2.144,-0.127,Sad,Sad
2.093,0.478,3.345,3.857,2.23,-0.11,Sad,Sad
1.928,0.519,3.417,3.83,2.218,-0.026,Sad,Sad
2.085,0.48,3.622,3.785,2.229,0.053,Sad,Sad
2.515,0.398,3.725,3.791,2.236,0.031,Sad,Sad
2.772,0.361,3.74,3.792,2.333,0.005,Sad,Sad
2.851,0.351,3.821,3.705,2.37,-0.004,Sad,Sad
2.844,0.352,3.818,3.463,2.329,-0.011,Sad,Sad
2.812,0.356,3.825,3.214,2.466,-0.024,Sad,Sad
2.821,0.355,3.906,3.083,2.704,-0.03,Sad,Sad
2.768,0.361,3.873,2.969,2.699,-0.032,Sad,Sad
2.737,0.365,3.875,2.981,2.693,-0.035,Sad,Sad
2.739,0.365,3.961,3.01,2.619,-0.034,Sad,Sad
2.695,0.371,4.224,3.1,2.575,-0.051,Sad,Sad
2.55,0.392,4.265,3.212,2.635,-0.073,Sad,Sad
2.246,0.445,4.364,3.323,2.624,-0.083,Sad,Sad
1.855,0.539,4.325,3.58,2.558,-0.069,Sad,Sad
1.788,0.559,4.346,3.856,2.543,0.024,Sad,Sad
1.847,0.542,4.327,4.02,2.505,0.036,Sad,Sad
1.78,0.562,4.329,4.112,2.307,0.056,Sad,Sad
1.734,0.577,4.409,4.328,2.08,0.082,Sad,Sad
2.011,0.497,4.418,4.579,2.06,0.028,Sad,Sad
2.391,0.418,4.384,4.648,2.116,-0.003,Sad,Sad
2.656,0.376,4.354,4.67,2.177,-0.006,Sad,Sad
2.69,0.372,4.389,4.699,2.142,-0.004,Sad,Sad
2.845,0.351,4.153,4.67,2.162,-0.015,Sad,Sad
3.179,0.315,4.292,4.603,2.258,-0.025,Sad,Sad
3.264,0.306,4.43,4.476,2.244,-0.036,Sad,Sad
3.293,0.304,4.385,4.345,2.269,-0.042,Sad,Sad
3.358,0.298,4.399,4.245,2.295,-0.04,Sad,Sad
3.396,0.294,4.371,4.14,2.327,-0.038,Sad,Sad
3.381,0.296,4.259,3.841,2.281,-0.038,Sad,Sad
3.322,0.301,4.21,3.319,2.425,-0.035,Sad,Sad
3.192,0.313,4.166,3.141,2.326,-0.032,Sad,Sad
3.081,0.325,3.968,3.136,2.307,-0.04,Sad,Sad
3.098,0.323,3.651,3.392,2.21,-0.039,Sad,Sad
2.986,0.335,3.628,3.651,2.099,-0.033,Sad,Sad
2.791,0.358,3.334,3.775,1.921,-0.029,Sad,Sad
2.68,0.373,3.016,3.852,1.905,-0.014,Sad,Sad
2.569,0.389,3.244,3.88,1.887,-0.008,Sad,Sad
2.426,0.412,3.324,3.89,2.063,-0.003,Sad,Sad
2.375,0.421,3.453,3.864,2.061,-0.009,Sad,Sad
2.465,0.406,3.668,3.86,2.173,-0.024,Sad,Sad
2.494,0.401,3.884,3.892,2.031,-0.031,Sad,Sad
2.508,0.399,4.044,3.891,2.04,-0.017,Sad,Sad
2.63,0.38,4.123,3.805,2.046,-0.001,Sad,Sad
2.613,0.383,4.133,3.591,2.061,-0.023,Sad,Sad
2.46,0.406,4.126,3.474,2.055,-0.011,Sad,Sad
2.68,0.373,4.205,3.559,2.078,0.029,Sad,Sad
2.87,0.348,4.19,3.67,2.14,0.025,Sad,Sad
2.9,0.345,4.138,3.674,2.139,0.017,Sad,Sad
2.898,0.345,4.081,3.654,1.959,0.023,Sad,Sad
2.915,0.343,4.046,3.733,1.997,0.042,Sad,Sad
2.861,0.35,3.984,3.769,1.901,0.052,Sad,Sad
2.815,0.355,3.755,3.698,2.034,0.048,Sad,Sad
2.717,0.368,3.838,3.652,2.022,0.044,Sad,Sad
2.577,0.388,3.957,3.723,2.027,0.057,Sad,Sad
2.623,0.381,3.943,3.883,2.027,0.07,Sad,Sad
2.537,0.394,3.925,3.867,2.06,0.066,Sad,Sad
2.133,0.469,3.83,3.738,2.042,0.081,Sad,Sad
1.824,0.548,3.804,3.603,1.955,0.125,Sad,Sad
1.867,0.536,3.761,3.571,2.037,0.137,Sad,Sad
2.004,0.499,3.745,3.619,2.011,0.103,Sad,Sad
2.206,0.453,3.729,3.601,1.938,0.075,Sad,Sad
2.447,0.409,3.787,3.599,1.962,0.077,Sad,Sad
3.085,0.324,3.552,4.677,2.192,0.004,Calm,Agressive
3.066,0.326,3.499,4.625,2.149,0.014,Calm,Agressive
3.065,0.326,3.519,4.666,2.111,0.016,Calm,Agressive
3.027,0.33,3.587,4.737,2.088,0.021,Calm,Agressive
2.929,0.341,3.475,4.743,1.848,0.024,Calm,Agressive
2.831,0.353,3.767,4.73,1.925,0.033,Calm,Agressive
2.778,0.36,3.86,4.633,2.01,0.027,Calm,Agressive
2.606,0.384,3.856,4.38,2.055,-0.005,Calm,Agressive
2.374,0.421,3.838,4.063,1.979,-0.011,Calm,Agressive
2.359,0.424,3.874,3.835,1.945,0.046,Calm,Agressive
2.445,0.409,3.859,3.73,1.886,0.063,Calm,Agressive
2.458,0.407,3.84,3.723,1.884,0.046,Calm,Agressive
2.485,0.402,3.901,3.742,2.052,0.041,Calm,Agressive
2.557,0.391,3.954,3.754,2.089,0.032,Calm,Agressive
2.554,0.392,3.901,3.771,2.14,0.021,Calm,Agressive
2.566,0.39,3.957,3.732,2.17,0.023,Calm,Agressive
2.648,0.378,3.761,3.779,2.102,0.02,Calm,Agressive
2.687,0.372,3.854,3.81,2.138,0.011,Calm,Agressive
2.629,0.38,3.9,3.755,2.219,0.014,Calm,Agressive
2.617,0.382,4.014,3.828,2.286,-0.006,Calm,Agressive
2.407,0.416,4.022,4.071,2.349,-0.009,Calm,Agressive
2.463,0.406,4.074,4.199,2.392,0.02,Calm,Agressive
2.678,0.373,4.071,4.178,2.361,0.025,Calm,Agressive
2.72,0.368,3.927,4.033,2.22,0.019,Calm,Agressive
2.737,0.365,3.882,3.828,2.237,0.019,Calm,Agressive
2.828,0.354,3.869,3.757,2.197,0.022,Calm,Agressive
2.868,0.349,3.701,3.813,2.063,0.026,Calm,Agressive
2.873,0.348,3.583,3.817,1.984,0.041,Calm,Agressive
2.934,0.341,3.52,3.895,1.914,0.054,Calm,Agressive
2.995,0.334,3.389,4.042,1.916,0.06,Calm,Agressive
3,0.333,3.252,3.964,1.941,0.069,Calm,Agressive
3,0.333,3.098,3.734,1.911,0.064,Calm,Agressive
2.935,0.341,2.989,3.722,1.999,0.036,Calm,Agressive
2.92,0.342,3.052,3.821,2.1,0.014,Calm,Agressive
2.968,0.337,3.28,3.897,2.15,0.008,Calm,Agressive
2.978,0.336,3.347,3.971,2.092,0.009,Calm,Agressive
2.92,0.343,3.331,4.049,2.08,0.003,Calm,Agressive
2.852,0.351,3.345,4.147,2.132,-0.005,Calm,Agressive
2.903,0.345,3.438,4.303,2.17,-0.002,Calm,Agressive
2.871,0.348,3.432,4.365,2.25,0.001,Calm,Agressive
2.783,0.359,3.54,4.288,2.082,-0.004,Calm,Agressive
2.771,0.361,3.585,4.26,2.06,-0.011,Calm,Agressive
2.691,0.372,3.625,4.242,2.019,0.004,Calm,Agressive
2.531,0.395,3.618,4.149,2.018,0.049,Calm,Agressive
2.476,0.404,3.623,4.057,1.898,0.09,Calm,Agressive
2.341,0.427,3.519,3.984,1.987,0.154,Calm,Agressive
2.231,0.448,3.529,3.889,2.149,0.156,Calm,Agressive
2.318,0.431,3.63,3.849,2.158,0.142,Calm,Agressive
2.398,0.417,3.769,3.621,2.203,0.141,Calm,Agressive
2.226,0.449,3.78,3.256,2.253,0.137,Calm,Agressive
2.245,0.445,3.893,3.3,2.317,0.092,Calm,Agressive
2.348,0.426,4.013,3.323,2.324,0.059,Calm,Agressive
2.542,0.393,4.1,3.316,2.443,0.038,Calm,Agressive
2.615,0.382,4.225,3.339,2.495,0.021,Calm,Agressive
2.613,0.383,4.264,3.342,2.454,0.015,Calm,Agressive
2.574,0.389,4.251,3.344,2.462,0.015,Calm,Agressive
2.599,0.385,4.262,3.397,2.393,0.008,Calm,Agressive
2.61,0.383,4.305,3.599,2.346,0.002,Calm,Agressive
2.543,0.393,4.282,3.937,2.426,-0.014,Calm,Agressive
2.427,0.412,4.307,4.257,2.446,-0.04,Calm,Agressive
2.358,0.424,4.438,4.388,2.372,-0.047,Calm,Agressive
2.329,0.429,4.431,4.41,2.416,-0.048,Calm,Agressive
2.295,0.436,4.383,4.41,2.378,-0.066,Calm,Agressive
2.273,0.44,4.309,4.427,2.294,-0.06,Calm,Agressive
2.347,0.426,4.17,4.492,2.264,-0.019,Calm,Agressive
2.543,0.393,4.159,4.538,2.269,0.02,Calm,Agressive
2.842,0.352,4.193,4.592,2.402,0.029,Calm,Agressive
3.422,0.292,4.326,4.651,2.393,0.013,Calm,Agressive
3.925,0.255,4.317,4.683,2.346,0.003,Calm,Agressive
4.129,0.242,4.3,4.523,2.342,0.003,Calm,Agressive
4.217,0.237,4.373,4.335,2.276,0.005,Calm,Agressive
4.225,0.237,4.315,4.296,2.253,0.006,Calm,Agressive
4.209,0.238,4.264,4.318,2.239,0.007,Calm,Agressive
4.19,0.239,4.222,4.312,2.267,0.006,Calm,Agressive
4.187,0.239,4.341,4.307,2.45,0.003,Calm,Agressive
4.166,0.24,4.694,4.339,2.517,0,Calm,Agressive
4.129,0.242,4.869,4.341,2.586,-0.003,Calm,Agressive
4.077,0.245,4.842,4.278,2.541,-0.005,Calm,Agressive
3.843,0.26,4.792,4.047,2.58,-0.003,Calm,Agressive
3.287,0.304,4.798,3.889,2.571,0.006,Calm,Agressive
2.686,0.372,4.793,3.757,2.66,0.005,Calm,Agressive
2.491,0.401,4.805,3.383,2.632,-0.006,Calm,Agressive
2.502,0.4,4.983,3.046,2.696,-0.006,Calm,Agressive
2.5,0.4,5.112,3.024,2.969,-0.006,Calm,Agressive
2.418,0.414,5.179,2.937,2.991,0.011,Calm,Agressive
2.382,0.42,5.037,2.604,2.855,0.028,Calm,Agressive
2.376,0.421,4.863,2.489,2.8,0.026,Calm,Agressive
2.228,0.449,4.708,2.315,2.693,0.021,Calm,Agressive
2.005,0.499,4.676,2.394,2.669,0.008,Calm,Agressive
2.238,0.447,4.67,2.625,2.607,0.024,Calm,Agressive
2.72,0.368,4.642,2.68,2.583,0.025,Calm,Agressive
2.974,0.336,4.51,2.694,2.485,0.02,Calm,Agressive
3.084,0.324,4.32,2.833,2.42,0.018,Calm,Agressive
3.198,0.313,4.014,3.329,2.312,0.024,Calm,Agressive
3.309,0.302,3.582,3.783,1.789,0.029,Calm,Agressive
3.328,0.301,3.43,3.935,1.836,0.03,Calm,Agressive
3.318,0.301,3.423,3.901,1.798,0.032,Calm,Agressive
3.329,0.3,3.461,3.847,1.781,0.031,Calm,Agressive
3.392,0.295,3.548,3.852,1.887,0.032,Calm,Agressive
3.398,0.294,3.586,3.84,1.905,0.034,Calm,Agressive
3.218,0.311,3.597,3.871,1.961,0.037,Calm,Agressive
3.047,0.328,3.578,3.976,1.93,0.042,Calm,Agressive
3.006,0.333,3.491,4.128,1.826,0.038,Calm,Agressive
2.97,0.337,3.466,4.223,1.868,0.026,Calm,Agressive
2.836,0.353,3.452,4.113,1.761,0.015,Calm,Agressive
2.791,0.358,3.472,3.876,1.745,0.013,Calm,Agressive
2.882,0.347,3.488,3.756,1.768,0.006,Calm,Agressive
3.82,0.262,3.559,4.152,2.042,-0.016,Happy,Happy
3.638,0.275,3.553,4.059,2.119,-0.011,Happy,Happy
3.339,0.299,3.626,4.049,2.068,-0.005,Happy,Happy
3.163,0.316,3.743,4.345,1.958,-0.009,Happy,Happy
3.252,0.307,3.881,4.591,1.896,-0.003,Happy,Happy
3.393,0.295,3.926,4.659,1.978,0.002,Happy,Happy
3.45,0.29,4.025,4.641,2.29,0.006,Happy,Happy
3.45,0.29,3.982,4.641,2.362,0.012,Happy,Happy
3.336,0.3,4.052,4.68,2.384,0.022,Happy,Happy
3.285,0.304,4.073,4.714,2.514,0.021,Happy,Happy
3.467,0.288,4.152,4.747,2.517,0.015,Happy,Happy
3.541,0.282,4.096,4.705,2.422,0.014,Happy,Happy
3.61,0.277,4.207,4.729,2.44,0.009,Happy,Happy
3.967,0.252,4.169,4.653,2.402,0.007,Happy,Happy
4.25,0.235,4.224,4.45,2.404,0.008,Happy,Happy
4.24,0.236,4.248,4.285,2.37,0.009,Happy,Happy
4.179,0.239,4.169,4.266,2.257,0.009,Happy,Happy
4.151,0.241,4.145,4.338,2.062,0.008,Happy,Happy
4.126,0.242,4.08,4.345,1.901,0.008,Happy,Happy
4.137,0.242,4.042,4.312,1.96,0.008,Happy,Happy
4.098,0.244,4.045,4.147,1.845,0.011,Happy,Happy
3.981,0.251,3.909,3.987,1.918,0.012,Happy,Happy
3.954,0.253,3.738,4.222,1.891,0.011,Happy,Happy
3.83,0.261,3.688,4.358,1.878,0.016,Happy,Happy
3.192,0.313,3.572,4.334,1.851,0.035,Happy,Happy
2.156,0.464,3.159,4.346,2.111,0.069,Happy,Happy
1.885,0.53,3.069,4.337,2.204,0.063,Happy,Happy
1.861,0.537,3.086,4.243,2.198,0.051,Happy,Happy
1.87,0.535,3.138,4.167,2.09,0.036,Happy,Happy
2.031,0.492,3.121,4.197,2.107,0.093,Happy,Happy
2.172,0.46,3.09,4.273,2.015,0.084,Happy,Happy
2.288,0.437,2.927,4.338,1.978,0.02,Happy,Happy
2.325,0.43,3.124,4.229,2.024,0.008,Happy,Happy
2.403,0.416,3.199,3.997,2.024,0.005,Happy,Happy
2.565,0.39,3.172,3.886,2.139,0.009,Happy,Happy
2.667,0.375,3.322,3.868,2.098,0.024,Happy,Happy
2.749,0.364,3.353,3.776,1.89,0.03,Happy,Happy
2.795,0.358,3.372,3.712,1.946,0.033,Happy,Happy
2.81,0.356,3.547,3.735,2.074,0.031,Happy,Happy
2.767,0.361,3.595,3.641,2.083,0.017,Happy,Happy
2.656,0.376,3.543,3.437,2.084,0.005,Happy,Happy
2.564,0.39,3.599,3.165,2.076,0.003,Happy,Happy
2.639,0.379,3.605,2.928,2.035,-0.025,Happy,Happy
2.812,0.356,3.53,2.962,1.966,-0.032,Happy,Happy
2.864,0.349,3.559,2.997,1.994,-0.035,Happy,Happy
2.813,0.355,3.451,3.173,1.798,-0.047,Happy,Happy
2.697,0.371,3.397,3.324,1.796,-0.068,Happy,Happy
2.591,0.386,3.398,3.313,1.836,-0.093,Happy,Happy
2.58,0.388,3.412,3.362,1.938,-0.105,Happy,Happy
2.577,0.388,3.132,3.54,1.84,-0.112,Happy,Happy
2.562,0.39,3.132,3.667,1.818,-0.114,Happy,Happy
2.503,0.4,3.103,3.744,1.804,-0.117,Happy,Happy
2.406,0.416,3.086,3.803,1.994,-0.102,Happy,Happy
2.212,0.452,3.14,3.739,2.243,-0.094,Happy,Happy
1.638,0.611,3.272,3.64,2.399,-0.183,Happy,Happy
1.196,0.836,3.357,3.586,2.548,-0.385,Happy,Happy
1.636,0.611,3.391,3.534,2.571,-0.115,Happy,Happy
2.04,0.49,3.399,3.539,2.585,-0.063,Happy,Happy
2.088,0.479,3.388,3.572,2.457,-0.068,Happy,Happy
2.06,0.485,3.428,3.519,2.417,-0.04,Happy,Happy
2.121,0.472,3.429,3.441,2.423,-0.006,Happy,Happy
2.152,0.465,3.433,3.36,2.465,0.014,Happy,Happy
2.163,0.462,3.524,3.229,2.479,0.005,Happy,Happy
2.239,0.447,3.442,3.095,2.385,-0.026,Happy,Happy
2.3,0.435,3.459,3.054,2.136,-0.038,Happy,Happy
2.412,0.415,3.14,3.12,1.959,-0.032,Happy,Happy
2.606,0.384,3.174,3.43,1.783,-0.038,Happy,Happy
2.762,0.362,3.345,3.666,1.741,-0.062,Happy,Happy
2.894,0.346,3.38,3.868,1.762,-0.077,Happy,Happy
3.061,0.327,3.321,3.958,1.825,-0.074,Happy,Happy
3.154,0.317,3.357,3.904,1.838,-0.073,Happy,Happy
3.244,0.308,3.481,3.856,1.848,-0.08,Happy,Happy
3.355,0.298,3.546,3.848,1.79,-0.084,Happy,Happy
3.386,0.295,3.559,3.928,1.743,-0.085,Happy,Happy
3.397,0.294,3.589,3.997,1.644,-0.086,Happy,Happy
3.379,0.296,3.572,3.999,1.674,-0.086,Happy,Happy
3.315,0.302,3.628,3.888,1.652,-0.097,Happy,Happy
3.182,0.314,3.559,3.581,1.646,-0.115,Happy,Happy
3.051,0.328,3.618,3.19,1.665,-0.111,Happy,Happy
2.933,0.341,3.683,2.97,1.697,-0.118,Happy,Happy
3.05,0.328,3.694,3.185,1.583,-0.101,Happy,Happy
3.106,0.322,3.675,3.48,1.596,-0.085,Happy,Happy
2.987,0.335,3.578,3.718,1.795,-0.08,Happy,Happy
2.91,0.344,3.574,3.739,1.785,-0.075,Happy,Happy
2.842,0.352,3.511,3.632,1.892,-0.059,Happy,Happy
2.827,0.354,3.485,3.662,1.885,-0.042,Happy,Happy
2.835,0.353,3.598,3.811,1.987,-0.038,Happy,Happy
2.828,0.354,3.547,3.899,1.954,-0.037,Happy,Happy
2.786,0.359,3.558,3.95,1.973,-0.038,Happy,Happy
2.799,0.357,3.527,4.041,2.011,-0.039,Happy,Happy
2.709,0.369,3.599,4.01,2.039,-0.03,Happy,Happy
2.541,0.394,3.83,3.918,2.052,-0.032,Happy,Happy
2.352,0.425,3.856,3.878,2.009,-0.061,Happy,Happy
2.455,0.407,3.844,3.856,1.866,-0.099,Happy,Happy
2.788,0.359,3.793,3.861,1.888,-0.088,Happy,Happy
3.138,0.319,3.779,3.871,1.733,-0.066,Happy,Happy
3.366,0.297,3.797,3.785,1.801,-0.054,Happy,Happy
3.431,0.291,3.697,3.644,1.714,-0.05,Happy,Happy
3.405,0.294,3.772,3.583,1.726,-0.05,Happy,Happy
3.394,0.295,3.77,3.534,1.786,-0.052,Happy,Happy
3.409,0.293,3.587,3.378,1.649,-0.051,Happy,Happy
3.381,0.296,3.406,3.409,1.532,-0.05,Happy,Happy
3.344,0.299,3.238,3.352,1.568,-0.044,Happy,Happy
3.347,0.299,3.25,3.025,1.606,-0.026,Happy,Happy
3.314,0.302,3.413,2.965,1.815,-0.016,Happy,Happy
3.121,0.32,3.557,3.049,2,-0.01,Happy,Happy
2.784,0.359,3.653,3.177,2.053,0.006,Happy,Happy
2.646,0.378,4.106,4.738,1.988,-0.031,Calm,Calm
2.556,0.391,3.973,4.788,1.987,-0.049,Calm,Calm
2.399,0.417,3.706,4.742,1.975,-0.087,Calm,Calm
2.219,0.451,3.276,4.689,1.838,-0.15,Calm,Calm
2.164,0.462,3.198,4.671,1.889,-0.177,Calm,Calm
2.235,0.447,3.319,4.679,1.981,-0.134,Calm,Calm
2.347,0.426,3.197,4.596,1.976,-0.097,Calm,Calm
2.204,0.454,2.915,4.545,1.86,-0.107,Calm,Calm
1.901,0.526,3.346,4.611,1.908,-0.118,Calm,Calm
2.028,0.493,3.586,4.588,1.873,-0.03,Calm,Calm
2.559,0.391,3.844,4.42,1.94,0.022,Calm,Calm
2.67,0.375,4.008,4.209,1.913,0.025,Calm,Calm
2.672,0.374,3.999,4.134,1.943,0.031,Calm,Calm
2.768,0.361,4.088,4.284,1.929,0.037,Calm,Calm
2.946,0.339,4.084,4.454,1.955,0.028,Calm,Calm
3.061,0.327,4.061,4.474,1.833,0.016,Calm,Calm
3.083,0.324,4.031,4.4,1.891,0.009,Calm,Calm
3.075,0.325,4.046,4.283,1.902,0.007,Calm,Calm
3.044,0.328,4.126,4.15,1.957,0.017,Calm,Calm
3.167,0.316,4.103,4.111,1.915,0.021,Calm,Calm
3.238,0.309,3.971,4.042,1.957,0.007,Calm,Calm
3.145,0.318,3.724,4.135,1.926,-0.013,Calm,Calm
3.243,0.308,3.595,4.245,1.908,-0.024,Calm,Calm
3.319,0.301,3.701,4.178,1.851,-0.036,Calm,Calm
3.264,0.306,3.575,3.948,1.737,-0.042,Calm,Calm
3.254,0.307,3.709,3.802,1.85,-0.028,Calm,Calm
3.235,0.309,3.769,3.806,1.853,-0.018,Calm,Calm
3.263,0.306,3.785,3.881,1.844,-0.011,Calm,Calm
3.355,0.298,3.873,3.88,1.788,-0.009,Calm,Calm
3.603,0.278,3.757,3.825,1.707,-0.003,Calm,Calm
3.713,0.269,3.578,3.741,1.693,-0.006,Calm,Calm
3.651,0.274,3.59,3.592,1.671,-0.007,Calm,Calm
3.622,0.276,3.64,3.512,1.716,0,Calm,Calm
3.518,0.284,3.585,3.545,1.713,0.012,Calm,Calm
3.527,0.284,3.456,3.552,1.703,0.018,Calm,Calm
3.525,0.284,3.424,3.464,1.68,0.012,Calm,Calm
3.464,0.289,3.167,3.462,1.624,0.003,Calm,Calm
3.396,0.294,3.133,3.471,1.719,-0.001,Calm,Calm
3.349,0.299,3.035,3.552,1.767,0.003,Calm,Calm
3.137,0.319,2.795,3.721,1.847,0.005,Calm,Calm
2.543,0.393,2.955,3.728,1.928,0.015,Calm,Calm
2.069,0.483,3.015,3.774,1.934,0.079,Calm,Calm
2.151,0.465,3.279,3.962,1.996,0.095,Calm,Calm
2.094,0.478,3.54,4.042,1.999,0.076,Calm,Calm
2.051,0.488,3.977,4.012,2.067,0.075,Calm,Calm
1.88,0.532,4.055,4.017,2.137,0.077,Calm,Calm
1.711,0.584,4.144,4.058,2.392,0.082,Calm,Calm
1.904,0.525,4.374,4.203,2.435,0.091,Calm,Calm
2.299,0.435,4.591,4.353,2.463,0.069,Calm,Calm
2.546,0.393,4.745,4.376,2.553,0.073,Calm,Calm
2.616,0.382,4.838,4.373,2.536,0.079,Calm,Calm
2.714,0.368,4.992,4.43,2.593,0.058,Calm,Calm
2.849,0.351,5.025,4.411,2.627,0.027,Calm,Calm
2.873,0.348,4.964,4.302,2.584,0.02,Calm,Calm
2.843,0.352,4.889,4.247,2.556,0.02,Calm,Calm
2.853,0.351,5.027,4.203,2.551,0.011,Calm,Calm
2.857,0.35,5.212,4.171,2.498,0.013,Calm,Calm
2.893,0.346,5.268,4.202,2.293,0.009,Calm,Calm
2.754,0.363,5.293,4.07,2.16,0.011,Calm,Calm
2.58,0.388,5.234,3.791,2.221,-0.006,Calm,Calm
2.642,0.379,5.309,3.603,2.221,-0.056,Calm,Calm
2.873,0.348,5.259,3.59,2.208,-0.078,Calm,Calm
2.994,0.334,5.189,3.456,2.126,-0.064,Calm,Calm
2.994,0.334,5.18,3.479,2.152,-0.051,Calm,Calm
2.981,0.335,5.195,3.558,2.954,-0.051,Calm,Calm
3.024,0.331,5.152,3.778,2.974,-0.055,Calm,Calm
3.115,0.321,4.915,3.959,2.961,-0.053,Calm,Calm
3.166,0.316,4.725,4.003,2.965,-0.048,Calm,Calm
3.15,0.317,4.594,3.956,3.009,-0.045,Calm,Calm
3.176,0.315,4.513,3.954,3.008,-0.045,Calm,Calm
3.183,0.314,4.475,4.125,3.121,-0.043,Calm,Calm
3.098,0.323,4.294,4.182,3.099,-0.033,Calm,Calm
2.82,0.355,4.194,4.116,3.08,-0.021,Calm,Calm
2.646,0.378,4.124,4.175,3.065,-0.042,Calm,Calm
2.82,0.355,4.052,4.169,2.925,-0.084,Calm,Calm
2.936,0.341,4.152,4.051,2.372,-0.099,Calm,Calm
2.901,0.345,4.199,3.914,2.373,-0.091,Calm,Calm
2.843,0.352,4.235,3.861,2.341,-0.091,Calm,Calm
2.839,0.352,4.191,3.847,2.279,-0.097,Calm,Calm
2.899,0.345,4.063,3.849,2.269,-0.101,Calm,Calm
2.91,0.344,3.876,3.825,2.15,-0.116,Calm,Calm
2.855,0.35,3.758,3.683,1.868,-0.14,Calm,Calm
2.771,0.361,3.653,3.658,1.952,-0.165,Calm,Calm
2.756,0.363,3.688,3.634,1.95,-0.174,Calm,Calm
2.592,0.386,3.768,3.5,1.998,-0.176,Calm,Calm
2.326,0.43,3.718,3.512,2.021,-0.165,Calm,Calm
2.301,0.435,3.61,3.527,2.011,-0.114,Calm,Calm
2.274,0.44,3.39,3.446,1.968,-0.091,Calm,Calm
2.223,0.45,3.486,3.348,1.988,-0.099,Calm,Calm
2.102,0.476,3.554,3.345,1.959,-0.099,Calm,Calm
1.907,0.524,3.708,3.348,1.969,-0.061,Calm,Calm
1.809,0.553,3.665,3.432,1.889,-0.007,Calm,Calm
2.033,0.492,3.67,3.52,1.85,0.01,Calm,Calm
2.191,0.456,3.685,3.491,1.892,0.035,Calm,Calm
2.485,0.402,3.622,3.475,1.93,0.061,Calm,Calm
2.721,0.367,3.562,3.556,1.909,0.08,Calm,Calm
2.705,0.37,3.483,3.64,1.776,0.095,Calm,Calm
2.651,0.377,3.495,3.701,1.784,0.078,Calm,Calm
2.627,0.381,3.492,3.705,1.806,0.056,Calm,Calm
2.635,0.38,3.265,3.652,1.784,0.049,Calm,Calm
