alpha,arousal1,beta,theta,gamma,valence1,Stimuli (Audio),Response
1.958,0.511,3.783,3.782,2.477,-0.012,Calm,Sad
2.099,0.476,3.831,3.659,2.419,-0.024,Calm,Sad
2.118,0.472,3.874,3.441,2.533,-0.024,Calm,Sad
2.116,0.472,3.83,3.347,2.517,0.026,Calm,Sad
2.446,0.409,3.962,3.283,2.536,0.031,Calm,Sad
2.614,0.383,3.959,3.268,2.63,0.02,Calm,Sad
2.682,0.373,3.918,3.302,2.535,0.021,Calm,Sad
2.716,0.368,3.847,3.501,2.453,0.03,Calm,Sad
2.72,0.368,3.852,3.822,2.464,0.03,Calm,Sad
2.815,0.355,3.862,3.897,2.479,0.034,Calm,Sad
2.949,0.339,3.675,3.987,2.524,0.048,Calm,Sad
2.955,0.338,3.534,4.26,2.509,0.044,Calm,Sad
2.949,0.339,3.35,4.511,2.454,0.042,Calm,Sad
2.952,0.339,3.367,4.574,2.355,0.032,Calm,Sad
2.841,0.352,3.338,4.539,2.274,0.025,Calm,Sad
2.705,0.37,3.076,4.585,2.1,0.008,Calm,Sad
2.692,0.371,3.301,4.62,2.097,-0.024,Calm,Sad
2.675,0.374,3.398,4.584,2.075,-0.045,Calm,Sad
2.627,0.381,3.38,4.498,2.143,-0.068,Calm,Sad
2.649,0.377,3.783,4.364,2.32,-0.067,Calm,Sad
2.46,0.406,3.82,4.298,2.307,-0.127,Calm,Sad
2.378,0.421,3.896,4.305,2.252,-0.175,Calm,Sad
2.302,0.434,4.005,4.244,2.243,-0.184,Calm,Sad
2.359,0.424,3.988,4.133,2.222,-0.178,Calm,Sad
2.453,0.408,3.972,4.042,2.188,-0.141,Calm,Sad
2.434,0.411,4.004,3.942,2.197,-0.14,Calm,Sad
2.341,0.427,3.894,3.828,2.222,-0.123,Calm,Sad
2.179,0.459,3.937,3.887,2.18,-0.074,Calm,Sad
2.125,0.471,4.095,3.952,2.18,-0.063,Calm,Sad
2.15,0.465,4.134,3.972,2.126,-0.068,Calm,Sad
2.078,0.481,3.926,4.088,1.81,-0.073,Calm,Sad
2.062,0.485,3.969,4.116,1.892,-0.087,Calm,Sad
2.101,0.476,3.929,3.945,1.896,-0.109,Calm,Sad
2.091,0.478,3.899,3.794,1.945,-0.122,Calm,Sad
2.127,0.47,3.909,3.806,1.99,-0.151,Calm,Sad
2.205,0.453,3.923,3.937,1.989,-0.194,Calm,Sad
2.264,0.442,3.876,4.063,2.002,-0.15,Calm,Sad
2.312,0.432,3.92,4.132,2.121,-0.08,Calm,Sad
2.378,0.421,3.689,4.076,2.097,-0.055,Calm,Sad
2.359,0.424,3.564,4.022,2.209,-0.052,Calm,Sad
2.343,0.427,3.53,4,2.245,-0.052,Calm,Sad
2.354,0.425,3.45,3.899,2.273,-0.047,Calm,Sad
2.405,0.416,3.34,3.894,2.278,-0.04,Calm,Sad
2.502,0.4,3.57,3.868,2.311,-0.038,Calm,Sad
2.504,0.399,3.645,3.619,2.331,-0.033,Calm,Sad
2.339,0.428,3.61,3.479,2.316,0.01,Calm,Sad
2.208,0.453,3.64,3.473,2.302,0.047,Calm,Sad
2.192,0.456,3.636,3.504,2.144,0.014,Calm,Sad
2.123,0.471,3.656,3.609,2.096,-0.037,Calm,Sad
2.095,0.477,3.679,3.886,2.023,-0.073,Calm,Sad
2.117,0.472,3.679,4.051,1.99,-0.068,Calm,Sad
2.16,0.463,3.598,4.172,1.884,-0.04,Calm,Sad
2.171,0.461,3.653,4.474,1.887,-0.016,Calm,Sad
2.198,0.455,3.752,4.784,1.808,0.021,Calm,Sad
2.368,0.422,3.861,4.94,1.81,0.036,Calm,Sad
2.541,0.393,4.013,4.993,1.842,0.021,Calm,Sad
2.538,0.394,4.374,5.023,1.99,0.012,Calm,Sad
2.479,0.403,4.545,5.078,2.079,0.014,Calm,Sad
2.503,0.4,4.632,5.117,2.129,0.017,Calm,Sad
2.564,0.39,4.635,5.088,2.232,0.033,Calm,Sad
2.595,0.385,4.62,5.005,2.279,0.051,Calm,Sad
2.596,0.385,4.616,4.962,2.28,0.054,Calm,Sad
2.56,0.391,4.624,4.912,2.298,0.043,Calm,Sad
2.558,0.391,4.645,4.737,2.21,0.034,Calm,Sad
2.422,0.413,4.579,4.373,2.193,0.045,Calm,Sad
2.415,0.414,4.488,4.048,2.147,0.026,Calm,Sad
2.716,0.368,4.293,3.905,2.102,-0.013,Calm,Sad
2.918,0.343,4.046,3.752,2.042,-0.019,Calm,Sad
3.011,0.332,3.678,3.442,2.016,-0.015,Calm,Sad
3.045,0.328,3.571,2.995,2.09,-0.013,Calm,Sad
3.071,0.326,3.456,2.729,1.961,-0.013,Calm,Sad
3.098,0.323,3.52,3.213,1.941,-0.012,Calm,Sad
3.183,0.314,3.464,4.062,1.86,-0.013,Calm,Sad
3.348,0.299,3.344,4.415,1.885,-0.026,Calm,Sad
3.406,0.294,3.272,4.424,2.043,-0.041,Calm,Sad
3.444,0.29,3.392,4.473,2.056,-0.049,Calm,Sad
3.446,0.29,3.492,4.618,2.199,-0.037,Calm,Sad
3.373,0.296,3.389,4.751,2.242,-0.015,Calm,Sad
3.352,0.298,3.403,4.813,2.219,-0.006,Calm,Sad
3.327,0.301,3.438,4.817,2.324,-0.008,Calm,Sad
3.331,0.3,3.445,4.826,2.256,-0.007,Calm,Sad
3.421,0.292,3.465,4.822,2.379,-0.007,Calm,Sad
3.542,0.282,3.451,4.666,2.401,-0.016,Calm,Sad
3.542,0.282,3.445,4.312,2.43,-0.018,Calm,Sad
3.508,0.285,3.531,4.138,2.429,-0.011,Calm,Sad
3.587,0.279,3.531,4.246,2.487,0.001,Calm,Sad
3.648,0.274,3.518,4.27,2.565,0.006,Calm,Sad
3.618,0.276,3.401,4.087,2.591,0.005,Calm,Sad
3.557,0.281,3.517,3.749,2.645,0.002,Calm,Sad
3.539,0.283,3.478,3.573,2.637,0.003,Calm,Sad
3.544,0.282,3.52,3.572,2.583,0.008,Calm,Sad
3.526,0.284,3.52,3.573,2.643,0.011,Calm,Sad
3.596,0.278,3.442,3.494,2.545,0.006,Calm,Sad
3.742,0.267,3.452,3.654,2.528,-0.005,Calm,Sad
3.859,0.259,3.697,3.897,2.453,-0.011,Calm,Sad
3.958,0.253,3.711,3.996,2.44,-0.021,Calm,Sad
3.986,0.251,3.657,3.86,2.369,-0.032,Calm,Sad
3.953,0.253,3.606,3.799,2.241,-0.039,Calm,Sad
3.912,0.256,3.515,3.819,2.112,-0.043,Calm,Sad
3.904,0.256,3.408,3.84,2.001,-0.05,Calm,Sad
3.894,0.257,3.509,3.835,2.072,-0.059,Calm,Sad
3.914,0.255,3.546,3.858,2.008,-0.065,Calm,Sad
3.912,0.256,3.575,3.884,1.981,-0.068,Calm,Sad
3.824,0.262,3.553,3.813,2.016,-0.061,Calm,Sad
3.66,0.273,3.572,3.65,1.976,-0.053,Calm,Sad
3.427,0.292,3.227,3.548,1.982,-0.044,Calm,Sad
3.415,0.293,3.606,3.355,2.179,-0.051,Happy,Sad
3.357,0.298,3.598,3.239,2.201,-0.043,Happy,Sad
3.245,0.308,3.579,3.24,2.296,-0.03,Happy,Sad
3.176,0.315,3.578,3.39,2.338,-0.021,Happy,Sad
3.183,0.314,3.764,3.344,2.404,-0.015,Happy,Sad
3.186,0.314,3.792,3.3,2.166,-0.012,Happy,Sad
3.16,0.316,3.787,3.645,2.163,-0.007,Happy,Sad
3.059,0.327,3.697,4.151,2.124,0.001,Happy,Sad
2.866,0.349,3.794,4.407,2.278,-0.01,Happy,Sad
2.708,0.369,4.034,4.463,2.413,-0.045,Happy,Sad
2.757,0.363,4.076,4.514,2.368,-0.061,Happy,Sad
2.94,0.34,4.001,4.544,2.286,-0.042,Happy,Sad
3.115,0.321,3.983,4.588,2.309,-0.023,Happy,Sad
3.229,0.31,3.973,4.565,2.186,-0.015,Happy,Sad
3.343,0.299,4.023,4.54,2.162,-0.018,Happy,Sad
3.394,0.295,3.962,4.617,2.022,-0.02,Happy,Sad
3.406,0.294,3.828,4.711,2.075,-0.015,Happy,Sad
3.398,0.294,3.861,4.713,2.097,-0.016,Happy,Sad
3.343,0.299,3.844,4.54,2.09,-0.016,Happy,Sad
3.27,0.306,3.745,4.357,1.93,-0.01,Happy,Sad
3.19,0.314,3.411,4.276,1.771,0,Happy,Sad
3.055,0.327,3.334,4.353,1.754,-0.002,Happy,Sad
3.028,0.33,3.301,4.619,1.739,-0.012,Happy,Sad
3.18,0.314,3.343,4.777,1.628,0.001,Happy,Sad
3.223,0.31,3.413,4.973,1.707,0.013,Happy,Sad
3.217,0.311,3.24,5.157,1.815,0.024,Happy,Sad
3.262,0.307,3.25,5.132,1.861,0.042,Happy,Sad
3.402,0.294,3.597,5.033,1.832,0.042,Happy,Sad
3.631,0.275,3.534,4.955,1.824,0.033,Happy,Sad
3.789,0.264,3.573,4.931,1.902,0.031,Happy,Sad
3.902,0.256,3.687,4.948,1.865,0.032,Happy,Sad
3.94,0.254,3.766,4.957,1.935,0.033,Happy,Sad
3.936,0.254,3.826,4.842,2.125,0.033,Happy,Sad
3.915,0.255,3.988,4.623,2.221,0.024,Happy,Sad
3.933,0.254,4.046,4.471,2.208,0.01,Happy,Sad
4.002,0.25,4.002,4.056,2.172,0.006,Happy,Sad
4.073,0.246,4.002,3.404,2.154,0.003,Happy,Sad
4.048,0.247,3.962,3.415,2.109,-0.007,Happy,Sad
3.959,0.253,3.822,3.658,2.054,-0.013,Happy,Sad
3.826,0.261,3.817,3.802,2.09,-0.015,Happy,Sad
3.687,0.271,3.706,3.792,2.032,-0.03,Happy,Sad
3.667,0.273,3.714,3.7,2.045,-0.048,Happy,Sad
3.708,0.27,3.626,3.635,1.904,-0.058,Happy,Sad
3.726,0.268,3.424,3.58,1.7,-0.062,Happy,Sad
3.662,0.273,3.268,3.553,1.619,-0.067,Happy,Sad
3.497,0.286,3.347,3.554,1.605,-0.08,Happy,Sad
3.282,0.305,3.406,3.527,1.49,-0.124,Happy,Sad
3.308,0.302,3.512,3.55,1.692,-0.15,Happy,Sad
3.67,0.272,3.523,3.373,1.811,-0.086,Happy,Sad
3.978,0.251,3.55,3.165,1.841,-0.057,Happy,Sad
4.034,0.248,3.704,2.986,1.869,-0.051,Happy,Sad
4.004,0.25,3.754,2.897,1.878,-0.049,Happy,Sad
3.974,0.252,3.775,3.003,1.921,-0.045,Happy,Sad
3.913,0.256,3.752,3.046,1.928,-0.043,Happy,Sad
3.843,0.26,3.753,3.254,1.939,-0.04,Happy,Sad
3.824,0.262,3.716,3.704,1.899,-0.038,Happy,Sad
3.835,0.261,3.668,4.159,1.905,-0.04,Happy,Sad
3.812,0.262,3.692,4.401,1.92,-0.04,Happy,Sad
3.667,0.273,3.588,4.377,1.761,-0.037,Happy,Sad
3.283,0.305,3.537,4.419,1.643,-0.028,Happy,Sad
2.914,0.343,3.569,4.524,1.722,-0.011,Happy,Sad
2.915,0.343,3.431,4.613,1.734,-0.019,Happy,Sad
3.103,0.322,3.349,4.599,1.704,-0.033,Happy,Sad
3.303,0.303,3.287,4.598,1.672,-0.038,Happy,Sad
3.363,0.297,3.463,4.576,1.765,-0.042,Happy,Sad
3.39,0.295,3.56,4.488,1.927,-0.047,Happy,Sad
3.367,0.297,3.685,4.306,1.931,-0.046,Happy,Sad
3.42,0.292,3.605,3.955,1.967,-0.032,Happy,Sad
3.468,0.288,3.667,3.819,1.922,-0.029,Happy,Sad
3.358,0.298,3.707,3.867,2.001,-0.048,Happy,Sad
3.256,0.307,3.673,3.725,2.305,-0.072,Happy,Sad
3.225,0.31,3.664,3.412,2.258,-0.078,Happy,Sad
3.127,0.32,3.585,3.435,2.25,-0.078,Happy,Sad
2.858,0.35,3.578,3.639,2.314,-0.073,Happy,Sad
2.691,0.372,3.474,3.655,2.243,-0.043,Happy,Sad
2.674,0.374,3.499,3.71,2.236,-0.024,Happy,Sad
2.675,0.374,3.59,3.719,2.134,-0.019,Happy,Sad
2.672,0.374,3.691,3.63,2.085,-0.031,Happy,Sad
2.594,0.385,3.686,3.773,2.145,-0.059,Happy,Sad
2.572,0.389,3.724,4.104,2.156,-0.068,Happy,Sad
2.629,0.38,3.789,4.208,1.965,-0.057,Happy,Sad
2.901,0.345,3.832,4.354,1.793,-0.067,Happy,Sad
3.398,0.294,3.904,4.509,1.824,-0.058,Happy,Sad
3.731,0.268,3.971,4.596,1.661,-0.046,Happy,Sad
3.907,0.256,4.012,4.655,1.679,-0.048,Happy,Sad
3.939,0.254,4.073,4.697,1.727,-0.056,Happy,Sad
3.909,0.256,4.031,4.666,1.75,-0.059,Happy,Sad
3.928,0.255,3.899,4.678,1.808,-0.053,Happy,Sad
3.979,0.251,3.881,4.706,1.975,-0.043,Happy,Sad
3.998,0.25,3.994,4.59,2.018,-0.035,Happy,Sad
3.945,0.253,4.076,4.476,2.078,-0.034,Happy,Sad
3.916,0.255,4.006,4.456,2.082,-0.036,Happy,Sad
3.821,0.262,4.168,4.312,2.145,-0.036,Happy,Sad
3.526,0.284,4.137,4.151,2.111,-0.035,Happy,Sad
3.138,0.319,4.235,3.864,2.097,-0.029,Happy,Sad
2.841,0.352,4.289,3.529,2.082,-0.004,Happy,Sad
2.801,0.357,4.435,3.546,2.264,0.007,Happy,Sad
3,0.333,4.428,3.573,2.324,0.006,Happy,Sad
3.183,0.314,4.442,3.596,2.218,0.003,Happy,Sad
3.038,0.329,4.417,3.833,2.158,-0.008,Happy,Sad
3.134,0.319,4.32,3.929,2.047,-0.005,Happy,Sad
3.461,0.289,4.281,3.943,1.986,0.002,Happy,Sad
3.743,0.267,4.179,3.999,1.846,-0.001,Happy,Sad
3.935,0.254,4.138,4.168,1.909,-0.005,Happy,Sad
3.985,0.251,4.062,4.237,1.897,-0.008,Happy,Sad
3.954,0.253,3.961,4.238,1.872,-0.01,Happy,Sad
3.876,0.258,4.762,5.296,3.587,-0.024,Agressive,Happy
3.955,0.253,4.733,5.295,3.561,-0.026,Agressive,Happy
3.873,0.258,4.693,5.259,3.546,-0.025,Agressive,Happy
3.92,0.255,4.508,5.203,3.527,-0.018,Agressive,Happy
3.933,0.254,4.237,5.09,3.505,-0.016,Agressive,Happy
3.927,0.255,4.045,4.972,3.437,-0.015,Agressive,Happy
3.918,0.255,4.044,4.892,3.367,-0.012,Agressive,Happy
3.88,0.258,3.911,4.864,2.814,-0.015,Agressive,Happy
3.817,0.262,3.62,4.652,2.534,-0.023,Agressive,Happy
3.813,0.262,3.574,4.108,2.329,-0.029,Agressive,Happy
3.59,0.279,3.611,3.965,2.184,-0.025,Agressive,Happy
3.114,0.321,3.618,4.094,2.15,-0.009,Agressive,Happy
2.907,0.344,3.621,4.311,2.166,0.009,Agressive,Happy
2.927,0.342,3.606,4.336,2.159,-0.005,Agressive,Happy
2.794,0.358,3.643,4.3,2.172,-0.037,Agressive,Happy
2.383,0.42,3.675,4.316,2.236,-0.111,Agressive,Happy
2.075,0.482,3.799,4.222,2.267,-0.218,Agressive,Happy
2.097,0.477,3.998,4.195,2.71,-0.236,Agressive,Happy
2.256,0.443,4.042,4.174,2.765,-0.167,Agressive,Happy
2.37,0.422,3.817,4.067,2.863,-0.122,Agressive,Happy
2.475,0.404,3.796,4,3.05,-0.104,Agressive,Happy
2.498,0.4,3.782,3.908,3.043,-0.118,Agressive,Happy
2.582,0.387,3.774,3.678,3.074,-0.131,Agressive,Happy
2.664,0.375,3.813,3.66,3.075,-0.128,Agressive,Happy
2.634,0.38,3.824,3.871,3.089,-0.134,Agressive,Happy
2.601,0.384,3.946,3.887,3.066,-0.129,Agressive,Happy
2.642,0.379,3.88,3.909,3.053,-0.108,Agressive,Happy
2.739,0.365,3.764,4.064,2.938,-0.077,Agressive,Happy
2.772,0.361,3.485,4.1,2.608,-0.072,Agressive,Happy
2.606,0.384,3.59,4.062,2.527,-0.089,Agressive,Happy
2.409,0.415,3.671,4.078,2.398,-0.067,Agressive,Happy
2.525,0.396,3.746,4.25,2.073,-0.002,Agressive,Happy
2.566,0.39,3.736,4.507,2.079,0.024,Agressive,Happy
2.465,0.406,3.754,4.635,2.039,0.046,Agressive,Happy
2.538,0.394,3.779,4.62,2.09,0.109,Agressive,Happy
2.645,0.378,3.742,4.536,2.036,0.166,Agressive,Happy
2.702,0.37,3.616,4.459,2.029,0.177,Agressive,Happy
2.662,0.376,3.692,4.373,2.043,0.189,Agressive,Happy
2.579,0.388,3.69,4.298,1.97,0.233,Agressive,Happy
2.576,0.388,3.57,4.273,1.979,0.237,Agressive,Happy
2.634,0.38,3.455,4.312,1.893,0.196,Agressive,Happy
2.655,0.377,3.293,4.35,1.917,0.171,Agressive,Happy
2.582,0.387,3.198,4.235,1.845,0.11,Agressive,Happy
2.65,0.377,3.276,4.064,1.839,0.073,Agressive,Happy
2.679,0.373,3.145,3.921,1.705,0.061,Agressive,Happy
2.638,0.379,3.132,3.814,1.636,0.031,Agressive,Happy
2.663,0.376,3.386,3.807,2.619,-0.023,Agressive,Happy
3.022,0.331,3.799,3.853,2.926,-0.06,Agressive,Happy
3.548,0.282,3.932,3.987,2.962,-0.043,Agressive,Happy
3.775,0.265,3.967,4.127,3.052,-0.029,Agressive,Happy
3.891,0.257,4.074,4.154,3.175,-0.028,Agressive,Happy
3.973,0.252,4.163,4.078,3.241,-0.034,Agressive,Happy
3.953,0.253,4.17,3.889,3.256,-0.037,Agressive,Happy
3.921,0.255,4.178,3.773,3.273,-0.037,Agressive,Happy
3.916,0.255,4.214,3.662,3.251,-0.04,Agressive,Happy
3.937,0.254,4.291,3.623,3.268,-0.046,Agressive,Happy
3.907,0.256,4.358,4.062,3.267,-0.047,Agressive,Happy
3.875,0.258,4.176,4.58,2.658,-0.045,Agressive,Happy
3.803,0.263,4.138,4.779,2.582,-0.049,Agressive,Happy
3.574,0.28,4.151,4.717,2.569,-0.067,Agressive,Happy
3.46,0.289,4.173,4.724,2.248,-0.086,Agressive,Happy
3.323,0.301,4.023,4.857,2.114,-0.088,Agressive,Happy
3.346,0.299,3.99,4.916,1.996,-0.069,Agressive,Happy
3.391,0.295,4.018,4.938,1.969,-0.057,Agressive,Happy
3.371,0.297,3.985,4.964,2.234,-0.051,Agressive,Happy
3.329,0.3,4.015,4.974,2.325,-0.048,Agressive,Happy
3.283,0.305,4.005,4.953,3.096,-0.037,Agressive,Happy
3.416,0.293,4.041,4.765,3.387,-0.004,Agressive,Happy
3.467,0.288,4.349,4.287,3.619,0.017,Agressive,Happy
3.277,0.305,4.307,4.034,3.805,0.032,Agressive,Happy
3.073,0.325,4.326,4.113,3.844,0.045,Agressive,Happy
2.995,0.334,4.325,3.988,4.025,0.037,Agressive,Happy
2.978,0.336,4.41,3.801,4.219,0.021,Agressive,Happy
3.028,0.33,4.462,3.783,4.758,0.011,Agressive,Happy
3.134,0.319,4.552,3.674,4.915,0.009,Agressive,Happy
3.192,0.313,4.554,3.477,4.9,0.012,Agressive,Happy
3.195,0.313,4.514,3.474,4.91,0.015,Agressive,Happy
3.13,0.319,4.498,3.696,4.974,0.01,Agressive,Happy
2.984,0.335,4.319,3.761,5.009,-0.012,Agressive,Happy
2.993,0.334,4.209,3.712,5.119,-0.051,Agressive,Happy
3.051,0.328,4.136,3.748,5.209,-0.087,Agressive,Happy
3.024,0.331,4.362,3.799,5.41,-0.113,Agressive,Happy
2.971,0.337,4.479,4.046,5.461,-0.113,Agressive,Happy
2.962,0.338,4.386,4.234,5.361,-0.061,Agressive,Happy
3.385,0.295,4.554,4.227,5.214,0.001,Agressive,Happy
4.084,0.245,4.619,4.215,5.218,-0.002,Agressive,Happy
4.345,0.23,4.657,4.261,5.279,-0.008,Agressive,Happy
4.37,0.229,4.863,4.303,5.525,-0.009,Agressive,Happy
4.414,0.227,4.902,4.38,5.486,-0.008,Agressive,Happy
4.441,0.225,4.887,4.513,5.549,-0.006,Agressive,Happy
4.429,0.226,4.865,4.593,5.497,-0.003,Agressive,Happy
4.425,0.226,4.895,4.617,5.396,0,Agressive,Happy
4.424,0.226,4.714,4.755,5.252,0.001,Agressive,Happy
4.462,0.224,4.703,5.002,5.199,-0.005,Agressive,Happy
4.503,0.222,4.659,5.463,5.15,-0.017,Agressive,Happy
4.418,0.226,4.514,5.683,5.148,-0.034,Agressive,Happy
4.252,0.235,4.409,5.727,5.007,-0.046,Agressive,Happy
4.295,0.233,4.314,5.728,4.989,-0.032,Agressive,Happy
4.371,0.229,3.929,5.737,4.431,-0.026,Agressive,Happy
4.349,0.23,4.03,5.821,4.37,-0.033,Agressive,Happy
4.312,0.232,4.162,5.862,3.892,-0.035,Agressive,Happy
4.316,0.232,4.149,5.858,3.647,-0.037,Agressive,Happy
4.335,0.231,4.125,5.819,3.521,-0.042,Agressive,Happy
4.326,0.231,4.186,5.668,3.468,-0.042,Agressive,Happy
4.258,0.235,3.956,5.405,3.393,-0.04,Agressive,Happy
4.15,0.241,3.936,4.955,3.349,-0.036,Agressive,Happy
3.922,0.255,3.802,4.78,3.226,-0.032,Agressive,Happy
1.952,0.512,3.37,3.193,2.202,-0.188,Agressive,Calm
1.995,0.501,3.892,3.281,2.349,-0.17,Agressive,Calm
1.966,0.509,3.929,3.243,2.39,-0.151,Agressive,Calm
2.13,0.469,4.072,3.254,2.549,-0.132,Agressive,Calm
2.515,0.398,4.266,3.222,2.556,-0.103,Agressive,Calm
2.903,0.344,4.269,3.413,2.567,-0.083,Agressive,Calm
3.135,0.319,4.316,3.609,2.595,-0.071,Agressive,Calm
3.197,0.313,4.454,3.648,2.602,-0.07,Agressive,Calm
3.194,0.313,4.474,3.705,2.623,-0.077,Agressive,Calm
3.204,0.312,4.465,3.785,2.513,-0.081,Agressive,Calm
3.237,0.309,4.487,3.778,2.586,-0.081,Agressive,Calm
3.413,0.293,4.324,3.711,2.846,-0.069,Agressive,Calm
3.626,0.276,4.343,3.662,2.821,-0.054,Agressive,Calm
3.772,0.265,4.636,3.814,2.936,-0.051,Agressive,Calm
3.853,0.26,4.655,4.181,2.912,-0.058,Agressive,Calm
3.855,0.259,4.63,4.239,2.882,-0.063,Agressive,Calm
3.742,0.267,4.687,4.114,2.907,-0.067,Agressive,Calm
3.622,0.276,4.64,4.156,2.883,-0.074,Agressive,Calm
3.602,0.278,4.501,4.258,2.872,-0.075,Agressive,Calm
3.592,0.278,4.511,4.239,2.892,-0.076,Agressive,Calm
3.582,0.279,4.498,4.2,2.933,-0.075,Agressive,Calm
3.537,0.283,4.488,4.197,2.702,-0.079,Agressive,Calm
3.389,0.295,4.433,4.189,2.508,-0.096,Agressive,Calm
3.244,0.308,4.196,4.174,2.365,-0.13,Agressive,Calm
3.136,0.319,3.628,4.036,2.213,-0.138,Agressive,Calm
2.877,0.348,3.473,3.741,2.186,-0.138,Agressive,Calm
2.61,0.383,3.302,3.696,2.281,-0.135,Agressive,Calm
2.599,0.385,3.207,3.774,2.274,-0.13,Agressive,Calm
2.668,0.375,3.176,3.651,2.295,-0.134,Agressive,Calm
2.708,0.369,3.65,3.508,2.268,-0.144,Agressive,Calm
2.727,0.367,3.673,3.493,2.163,-0.132,Agressive,Calm
2.723,0.367,3.71,3.478,2.111,-0.113,Agressive,Calm
2.64,0.379,3.718,3.432,2.173,-0.111,Agressive,Calm
2.394,0.418,3.742,3.463,2.117,-0.135,Agressive,Calm
2.028,0.493,3.823,3.384,2.075,-0.18,Agressive,Calm
2.039,0.491,3.885,3.302,2.072,-0.156,Agressive,Calm
2.235,0.447,3.858,3.354,2.038,-0.12,Agressive,Calm
2.248,0.445,3.821,3.233,1.963,-0.106,Agressive,Calm
2.37,0.422,3.843,2.997,1.88,-0.069,Agressive,Calm
2.502,0.4,3.784,2.885,1.836,-0.036,Agressive,Calm
2.52,0.397,3.624,2.864,1.966,-0.021,Agressive,Calm
2.524,0.396,3.765,2.942,2.029,-0.027,Agressive,Calm
2.73,0.366,3.787,3.02,2.05,-0.033,Agressive,Calm
2.796,0.358,3.985,2.995,2.037,-0.014,Agressive,Calm
2.795,0.358,3.985,3.006,2.381,-0.013,Agressive,Calm
2.92,0.342,3.912,3.239,2.477,-0.022,Agressive,Calm
2.923,0.342,4.096,3.284,2.532,-0.028,Agressive,Calm
2.925,0.342,4.326,3.163,2.618,-0.041,Agressive,Calm
2.927,0.342,4.401,3.139,2.669,-0.051,Agressive,Calm
2.878,0.347,4.391,3.196,2.976,-0.054,Agressive,Calm
2.894,0.346,4.373,3.313,3.1,-0.04,Agressive,Calm
2.978,0.336,4.462,3.498,3.318,-0.025,Agressive,Calm
2.955,0.338,4.432,3.562,3.616,0.002,Agressive,Calm
2.863,0.349,4.449,3.56,3.931,0.016,Agressive,Calm
2.863,0.349,4.322,3.68,3.978,0.003,Agressive,Calm
2.936,0.341,4.307,3.709,3.976,0.004,Agressive,Calm
3.062,0.327,4.285,3.926,4.109,0.017,Agressive,Calm
3.138,0.319,4.122,4.151,4.156,0.022,Agressive,Calm
3.154,0.317,3.907,4.397,4.176,0.02,Agressive,Calm
3.166,0.316,3.835,4.706,4.183,0.023,Agressive,Calm
3.133,0.319,3.973,4.906,4.246,0.022,Agressive,Calm
3.077,0.325,4.039,5.109,4.21,0.01,Agressive,Calm
3.054,0.327,3.891,5.256,4.209,0.003,Agressive,Calm
3.128,0.32,4.074,5.297,3.99,-0.01,Agressive,Calm
3.25,0.308,4.095,5.282,4.044,-0.015,Agressive,Calm
3.292,0.304,4.222,5.277,4.088,-0.004,Agressive,Calm
3.16,0.316,4.328,5.267,4.065,-0.012,Agressive,Calm
2.968,0.337,4.295,5.199,4.161,-0.027,Agressive,Calm
2.886,0.347,4.344,5.116,4.215,-0.013,Agressive,Calm
2.864,0.349,4.357,4.899,4.212,0.001,Agressive,Calm
2.907,0.344,4.51,4.652,4.17,-0.004,Agressive,Calm
2.835,0.353,4.457,4.437,4.226,0,Agressive,Calm
2.806,0.356,4.517,3.959,4.257,0,Agressive,Calm
2.778,0.36,4.549,3.349,4.224,-0.011,Agressive,Calm
2.572,0.389,4.449,3.13,4.107,-0.014,Agressive,Calm
2.319,0.431,4.473,3.054,4.028,-0.026,Agressive,Calm
2.414,0.414,4.27,2.932,3.903,-0.031,Agressive,Calm
2.795,0.358,4.258,2.852,3.798,-0.023,Agressive,Calm
3.15,0.317,4.235,2.77,3.613,-0.031,Agressive,Calm
3.438,0.291,4.25,2.757,3.629,-0.037,Agressive,Calm
3.57,0.28,4.393,3.019,3.66,-0.045,Agressive,Calm
3.592,0.278,4.301,3.068,3.587,-0.059,Agressive,Calm
3.621,0.276,4.335,3.094,3.447,-0.059,Agressive,Calm
3.66,0.273,4.452,3.127,3.33,-0.049,Agressive,Calm
3.642,0.275,4.427,3.529,3.387,-0.045,Agressive,Calm
3.682,0.272,4.432,4.439,3.493,-0.047,Agressive,Calm
3.746,0.267,4.523,4.917,3.483,-0.05,Agressive,Calm
3.675,0.272,4.574,5.103,3.474,-0.056,Agressive,Calm
3.512,0.285,4.578,5.151,3.458,-0.061,Agressive,Calm
3.398,0.294,4.581,5.176,3.336,-0.052,Agressive,Calm
3.151,0.317,4.581,5.203,3.275,-0.042,Agressive,Calm
2.966,0.337,4.539,5.247,2.929,-0.012,Agressive,Calm
2.953,0.339,4.499,5.301,2.881,0.009,Agressive,Calm
2.828,0.354,4.399,5.335,2.949,0.011,Agressive,Calm
2.825,0.354,4.122,5.406,2.961,0.018,Agressive,Calm
2.961,0.338,4.169,5.413,2.884,0.048,Agressive,Calm
3.151,0.317,4.081,5.294,2.666,0.118,Agressive,Calm
3.276,0.305,3.964,5.135,2.611,0.233,Agressive,Calm
3.507,0.285,3.952,5.034,2.58,0.234,Agressive,Calm
3.569,0.28,3.912,5.015,2.626,0.185,Agressive,Calm
3.537,0.283,3.822,4.995,2.695,0.185,Agressive,Calm
