alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Respuesta
5.38,0.19,4.52,6.35,3.21,0,Sad,Sad
5.57,0.18,4.59,6.98,3.23,-0.01,Sad,Sad
5.58,0.18,4.61,7.21,3.21,-0.01,Sad,Sad
5.63,0.18,4.62,7.23,3.21,-0.01,Sad,Sad
5.67,0.18,4.75,7.25,3.35,-0.01,Sad,Sad
5.72,0.17,4.88,7.36,3.61,0,Sad,Sad
5.83,0.17,5.05,7.54,3.68,0,Sad,Sad
6.02,0.17,5.09,7.72,3.91,0,Sad,Sad
6.15,0.16,5.25,7.82,4.47,0,Sad,Sad
6.14,0.16,5.15,7.92,4.46,0,Sad,Sad
5.93,0.17,5.23,7.93,4.48,-0.01,Sad,Sad
5.67,0.18,5.36,7.78,4.47,-0.01,Sad,Sad
5.66,0.18,5.34,7.68,4.48,0,Sad,Sad
5.73,0.17,5.37,7.68,4.49,0,Sad,Sad
5.71,0.18,5.37,7.69,4.48,0,Sad,Sad
5.71,0.18,5.32,7.68,4.36,0,Sad,Sad
5.67,0.18,5.17,7.64,4.31,0,Sad,Sad
5.48,0.18,5.08,7.5,4.18,0,Sad,Sad
5.1,0.2,5.03,7.21,3.71,0,Sad,Sad
4.69,0.21,4.68,6.91,3.06,0,Sad,Sad
4.56,0.22,4.68,6.71,2.81,0,Sad,Sad
4.5,0.22,3.96,6.68,2.61,-0.01,Sad,Sad
4.42,0.23,3.76,6.47,2.6,-0.01,Sad,Sad
3.92,0.25,3.75,5.95,3.26,-0.01,Sad,Sad
3.45,0.29,3.98,5.54,3.67,-0.02,Sad,Sad
3.2,0.31,4.1,4.98,3.88,-0.03,Sad,Sad
2.52,0.4,4.22,4.57,4.11,-0.05,Sad,Sad
2,0.5,4.22,5.18,4.12,-0.03,Sad,Sad
2.18,0.46,4.23,5.59,4.12,-0.01,Sad,Sad
2.53,0.4,4.24,5.86,4.12,-0.02,Sad,Sad
2.92,0.34,4.26,6.02,4.11,-0.01,Sad,Sad
3.04,0.33,4.13,6.07,4.03,-0.01,Sad,Sad
3.03,0.33,4.17,6.07,4.03,0,Sad,Sad
2.97,0.34,4.12,6.05,4.01,0,Sad,Sad
2.98,0.34,4.04,6.04,3.53,0,Sad,Sad
3.02,0.33,3.66,6.04,3.18,-0.02,Sad,Sad
3.13,0.32,3.3,6.01,2.68,-0.02,Sad,Sad
3.28,0.31,3.08,5.86,1.97,-0.02,Sad,Sad
3.3,0.3,2.94,5.58,1.83,-0.02,Sad,Sad
3.25,0.31,2.91,5.18,1.8,-0.02,Sad,Sad
3,0.33,2.87,4.31,1.69,-0.04,Sad,Sad
2.72,0.37,2.78,2.98,1.72,-0.08,Sad,Sad
2.68,0.37,2.63,2.42,1.62,-0.1,Sad,Sad
2.69,0.37,2.62,2.54,1.68,-0.1,Sad,Sad
2.66,0.38,2.67,2.71,1.68,-0.1,Sad,Sad
2.62,0.38,2.6,2.88,1.5,-0.09,Sad,Sad
2.53,0.39,2.52,2.81,1.47,-0.08,Sad,Sad
2.23,0.45,2.55,2.69,1.45,-0.09,Sad,Sad
1.91,0.52,2.57,2.62,1.49,-0.13,Sad,Sad
1.64,0.61,2.46,2.58,1.48,-0.23,Sad,Sad
1.4,0.72,2.44,2.62,1.71,-0.38,Sad,Sad
1.24,0.8,2.4,2.78,1.71,-0.33,Sad,Sad
1.2,0.83,2.51,2.88,1.75,-0.21,Sad,Sad
1.17,0.85,2.78,2.88,1.75,-0.16,Sad,Sad
1.39,0.72,2.67,2.88,1.67,-0.02,Sad,Sad
1.74,0.57,2.67,2.86,1.7,0.03,Sad,Sad
1.98,0.5,2.89,3.19,1.99,-0.02,Sad,Sad
2.24,0.45,3,3.92,2.1,-0.07,Sad,Sad
2.46,0.41,3.15,4.33,2.17,-0.1,Sad,Sad
2.69,0.37,3.15,4.55,2.24,-0.09,Sad,Sad
2.84,0.35,3.29,4.66,2.28,-0.08,Sad,Sad
2.91,0.34,3.29,4.73,2.17,-0.08,Sad,Sad
2.96,0.34,3.31,4.76,2.26,-0.08,Sad,Sad
3.04,0.33,3.41,4.76,2.37,-0.08,Sad,Sad
3.38,0.3,3.41,4.78,2.37,-0.07,Sad,Sad
3.76,0.27,3.43,4.86,2.37,-0.05,Sad,Sad
3.98,0.25,3.41,4.91,2.21,-0.04,Sad,Sad
4.03,0.25,3.37,4.83,2.21,-0.03,Sad,Sad
4.01,0.25,3.27,4.59,2.1,-0.03,Sad,Sad
3.97,0.25,3.18,4.27,2.19,-0.03,Sad,Sad
3.91,0.26,3.07,3.99,2.24,-0.03,Sad,Sad
3.89,0.26,2.99,3.8,2.19,-0.03,Sad,Sad
3.9,0.26,3.07,3.61,2.26,-0.03,Sad,Sad
3.88,0.26,3.18,3.55,2.15,-0.03,Sad,Sad
3.84,0.26,2.83,3.59,2.1,-0.03,Sad,Sad
3.62,0.28,2.77,3.49,2.07,-0.03,Sad,Sad
2.99,0.33,2.82,3.22,2.14,-0.05,Sad,Sad
2.32,0.43,2.77,3.2,2.07,-0.15,Sad,Sad
2.2,0.45,2.71,3.26,1.99,-0.2,Sad,Sad
2.35,0.43,2.73,3.35,1.93,-0.24,Sad,Sad
2.56,0.39,2.76,3.58,1.74,-0.25,Sad,Sad
2.58,0.39,2.85,3.7,1.82,-0.28,Sad,Sad
2.7,0.37,2.85,3.76,1.84,-0.24,Sad,Sad
2.83,0.35,2.73,3.87,1.79,-0.18,Sad,Sad
2.86,0.35,2.49,4.01,1.72,-0.17,Sad,Sad
2.9,0.34,2.52,4.18,1.78,-0.17,Sad,Sad
2.94,0.34,2.6,4.35,1.81,-0.17,Sad,Sad
2.99,0.33,2.54,4.42,1.75,-0.17,Sad,Sad
3.1,0.32,2.66,4.36,1.84,-0.15,Sad,Sad
3.15,0.32,2.87,4.37,1.88,-0.12,Sad,Sad
3.15,0.32,2.9,4.42,1.9,-0.07,Sad,Sad
3.19,0.31,2.86,4.39,1.91,-0.05,Sad,Sad
3.2,0.31,3.09,4.34,1.84,-0.05,Sad,Sad
3.3,0.3,3.3,4.4,1.8,-0.05,Sad,Sad
3.5,0.29,3.33,4.49,1.76,-0.04,Sad,Sad
3.54,0.28,3.34,4.46,1.84,-0.03,Sad,Sad
3.5,0.29,3.26,4.37,1.8,-0.03,Sad,Sad
3.47,0.29,3.36,4.26,2,-0.03,Sad,Sad
3.42,0.29,3.45,4.18,2.19,-0.02,Sad,Sad
3.41,0.29,3.8,4.5,2.38,-0.02,Sad,Sad
4.18,0.24,3.86,5.02,2.39,-0.01,Sad,Sad
4.77,0.21,3.88,5.54,2.47,-0.01,Sad,Sad
2.91,0.34,3.71,3.39,2.48,-0.11,Agressive,Agressive
3.52,0.28,4.39,3.64,2.54,-0.05,Agressive,Agressive
4.25,0.24,4.63,4.86,2.79,-0.02,Agressive,Agressive
4.55,0.22,5.02,5.96,3.06,-0.02,Agressive,Agressive
4.74,0.21,5.2,6.67,3.16,-0.02,Agressive,Agressive
5.11,0.2,5.29,7.28,3.22,-0.01,Agressive,Agressive
5.58,0.18,5.35,7.68,3.4,-0.01,Agressive,Agressive
5.71,0.18,5.37,7.77,3.54,-0.01,Agressive,Agressive
5.84,0.17,5.51,7.8,3.81,-0.01,Agressive,Agressive
6.05,0.17,5.52,7.87,4.1,-0.01,Agressive,Agressive
6.24,0.16,5.52,7.94,4.12,-0.01,Agressive,Agressive
6.36,0.16,5.61,8.13,4.2,-0.01,Agressive,Agressive
6.32,0.16,5.49,8.31,4.73,-0.01,Agressive,Agressive
6.27,0.16,5.4,8.43,5.03,-0.01,Agressive,Agressive
6.24,0.16,5.32,8.46,5.06,-0.01,Agressive,Agressive
6.21,0.16,5.25,8.44,5.07,-0.01,Agressive,Agressive
6.1,0.16,5.39,8.35,5.11,-0.01,Agressive,Agressive
6,0.17,5.39,8.21,5.13,-0.01,Agressive,Agressive
5.92,0.17,5.42,8.16,5.09,-0.01,Agressive,Agressive
5.78,0.17,5.34,8.13,5.08,-0.01,Agressive,Agressive
5.43,0.18,5.39,8.13,5.06,-0.01,Agressive,Agressive
4.89,0.2,5.32,8.1,5.09,-0.03,Agressive,Agressive
4.8,0.21,5.26,7.96,5.05,-0.05,Agressive,Agressive
4.91,0.2,5.19,7.66,4.76,-0.06,Agressive,Agressive
4.89,0.2,5.18,7.24,4.31,-0.07,Agressive,Agressive
4.93,0.2,5.27,6.95,4.27,-0.09,Agressive,Agressive
4.85,0.21,5.42,6.68,4.25,-0.1,Agressive,Agressive
4.51,0.22,5.39,6.43,4.19,-0.12,Agressive,Agressive
4.41,0.23,5.34,6.33,4.08,-0.13,Agressive,Agressive
4.49,0.22,5.56,6.26,4.29,-0.13,Agressive,Agressive
4.58,0.22,6.17,6.19,4.29,-0.13,Agressive,Agressive
5.26,0.19,6.17,6.34,4.2,-0.16,Agressive,Agressive
6.1,0.16,6.19,6.42,4.21,-0.18,Agressive,Agressive
6.35,0.16,6.2,6.44,4.08,-0.18,Agressive,Agressive
6.35,0.16,6.19,6.4,4.17,-0.19,Agressive,Agressive
6.35,0.16,6.18,6.34,4.17,-0.19,Agressive,Agressive
6.35,0.16,6.1,6.35,4.15,-0.18,Agressive,Agressive
6.35,0.16,5.98,6.32,4.23,-0.17,Agressive,Agressive
6.35,0.16,5.96,6.28,4.19,-0.19,Agressive,Agressive
6.35,0.16,5.99,6.27,4.25,-0.16,Agressive,Agressive
6.36,0.16,5.19,6.31,4.12,-0.13,Agressive,Agressive
6.32,0.16,4.79,6.27,4.08,-0.13,Agressive,Agressive
5.89,0.17,4.73,6.06,4.02,-0.11,Agressive,Agressive
4.95,0.2,4.59,5.75,4.02,-0.08,Agressive,Agressive
4.23,0.24,4.57,5.42,4.02,-0.04,Agressive,Agressive
4.16,0.24,4.59,5.43,4.01,-0.04,Agressive,Agressive
4.01,0.25,4.5,5.41,4.13,-0.02,Agressive,Agressive
3.9,0.26,4.51,5.31,4.22,-0.02,Agressive,Agressive
3.81,0.26,4.47,5.31,4.21,-0.01,Agressive,Agressive
3.77,0.27,4.47,5.32,4.19,0,Agressive,Agressive
3.61,0.28,4.43,5.37,4.2,-0.02,Agressive,Agressive
3.3,0.3,4.67,5.29,4.06,-0.05,Agressive,Agressive
3.42,0.29,4.36,4.97,3.93,-0.07,Agressive,Agressive
3.5,0.29,4.38,4.68,4.02,-0.1,Agressive,Agressive
3.41,0.29,4.44,4.63,4.12,-0.18,Agressive,Agressive
3.32,0.3,4.43,4.97,4,-0.2,Agressive,Agressive
3.55,0.28,4.44,5.29,4.02,-0.21,Agressive,Agressive
3.7,0.27,4.41,5.41,3.85,-0.23,Agressive,Agressive
3.7,0.27,4.42,5.43,3.76,-0.23,Agressive,Agressive
3.7,0.27,4.46,5.48,4,-0.23,Agressive,Agressive
3.74,0.27,4.38,5.52,4.03,-0.19,Agressive,Agressive
3.76,0.27,4.16,5.51,3.98,-0.16,Agressive,Agressive
3.67,0.27,3.95,5.5,4.12,-0.15,Agressive,Agressive
3.54,0.28,4.22,5.54,4.17,-0.16,Agressive,Agressive
3.49,0.29,4.29,5.67,4.14,-0.16,Agressive,Agressive
3.64,0.27,4.25,5.78,4.09,-0.18,Agressive,Agressive
3.59,0.28,4.45,5.74,4.24,-0.17,Agressive,Agressive
3.32,0.3,4.64,5.49,4.29,-0.14,Agressive,Agressive
3.22,0.31,4.66,5.38,4.36,-0.13,Agressive,Agressive
3.29,0.3,4.66,5.45,4.33,-0.13,Agressive,Agressive
3.33,0.3,4.6,5.43,4.1,-0.15,Agressive,Agressive
3.28,0.3,4.62,5.4,4.08,-0.21,Agressive,Agressive
3.26,0.31,4.6,5.44,4.05,-0.23,Agressive,Agressive
3.33,0.3,4.43,5.41,3.86,-0.21,Agressive,Agressive
3.43,0.29,4.3,5.3,3.73,-0.21,Agressive,Agressive
3.43,0.29,4.28,5.17,3.79,-0.2,Agressive,Agressive
3.24,0.31,4.32,4.91,3.72,-0.21,Agressive,Agressive
3.23,0.31,4.15,4.75,3.53,-0.27,Agressive,Agressive
3.19,0.31,4.13,4.78,3.37,-0.31,Agressive,Agressive
3.23,0.31,4.22,4.55,3.46,-0.25,Agressive,Agressive
3.3,0.3,4.2,4.34,3.5,-0.22,Agressive,Agressive
3.32,0.3,4.2,4.33,3.57,-0.21,Agressive,Agressive
3.33,0.3,4.29,4.34,3.57,-0.19,Agressive,Agressive
3.37,0.3,4.36,4.47,3.63,-0.15,Agressive,Agressive
3.4,0.29,4.45,4.56,3.69,-0.12,Agressive,Agressive
3.35,0.3,4.56,4.65,3.76,-0.11,Agressive,Agressive
3.41,0.29,4.5,4.98,3.69,-0.09,Agressive,Agressive
3.63,0.28,4.43,5.19,3.62,-0.07,Agressive,Agressive
3.84,0.26,4.3,5.36,3.58,-0.05,Agressive,Agressive
3.99,0.25,4.04,5.57,3.57,-0.04,Agressive,Agressive
3.99,0.25,3.94,5.66,3.35,-0.03,Agressive,Agressive
3.95,0.25,3.99,5.69,3.32,-0.01,Agressive,Agressive
3.95,0.25,4.01,5.89,3.22,0,Agressive,Agressive
4.12,0.24,3.94,6.2,3.11,0,Agressive,Agressive
4.19,0.24,3.89,6.31,3.05,-0.01,Agressive,Agressive
4.16,0.24,3.57,6.39,2.93,-0.01,Agressive,Agressive
4.24,0.24,4.17,6.44,3.28,0,Agressive,Agressive
4.55,0.22,4.22,6.44,3.26,0.01,Agressive,Agressive
4.85,0.21,4.23,6.57,3.32,0.01,Agressive,Agressive
4.85,0.21,4.25,6.58,3.28,0.01,Agressive,Agressive
4.86,0.21,4.22,6.55,3.25,0.01,Agressive,Agressive
4.9,0.2,4.21,6.55,3.21,0.01,Agressive,Agressive
4.91,0.2,4.15,6.54,3.18,0.01,Agressive,Agressive
4.88,0.2,4.05,6.43,3.18,0.01,Agressive,Agressive
4.82,0.21,4.03,6.16,3.16,0.01,Agressive,Agressive
4.78,0.21,4.03,5.95,3.16,0.01,Agressive,Agressive
4.76,0.21,3.77,5.82,2.5,0.01,Agressive,Agressive
3.86,0.26,3.29,4.7,1.99,-0.05,Happy,Happy
3.81,0.26,3.28,4.82,2.01,-0.05,Happy,Happy
3.89,0.26,3.28,4.94,2.03,-0.04,Happy,Happy
3.88,0.26,3.22,5.01,2,-0.03,Happy,Happy
3.79,0.26,3.18,4.94,2.07,-0.04,Happy,Happy
3.73,0.27,3.38,4.77,2.2,-0.04,Happy,Happy
3.72,0.27,3.44,4.73,2.23,-0.04,Happy,Happy
3.45,0.29,3.34,4.72,2.24,-0.05,Happy,Happy
3,0.33,3.27,4.65,2.22,-0.05,Happy,Happy
2.77,0.36,3.27,4.6,2.22,-0.05,Happy,Happy
2.83,0.35,3.26,4.59,2.12,-0.05,Happy,Happy
2.81,0.36,3.24,4.47,2.03,-0.06,Happy,Happy
2.49,0.4,3.93,4.22,2.02,-0.1,Happy,Happy
3.18,0.31,4.23,4.49,2.16,-0.12,Happy,Happy
4.22,0.24,4.3,5.13,2.36,-0.07,Happy,Happy
4.72,0.21,4.3,5.58,2.38,-0.04,Happy,Happy
4.85,0.21,4.26,5.89,2.45,-0.04,Happy,Happy
4.85,0.21,4.36,6.01,2.6,-0.03,Happy,Happy
4.87,0.21,4.4,6.04,2.65,-0.03,Happy,Happy
4.88,0.2,4.43,6.09,2.68,-0.03,Happy,Happy
4.89,0.2,4.45,6.19,2.72,-0.03,Happy,Happy
4.91,0.2,4.46,6.3,2.72,-0.03,Happy,Happy
4.99,0.2,4.45,6.35,2.75,-0.04,Happy,Happy
5.07,0.2,3.99,6.33,2.75,-0.04,Happy,Happy
4.95,0.2,3.79,6.2,2.6,-0.05,Happy,Happy
4.52,0.22,3.71,6.03,2.63,-0.06,Happy,Happy
3.98,0.25,3.64,5.72,2.52,-0.1,Happy,Happy
3.87,0.26,3.6,5.29,2.26,-0.12,Happy,Happy
3.85,0.26,3.37,5.13,1.98,-0.13,Happy,Happy
3.79,0.26,3.33,5.1,2.05,-0.16,Happy,Happy
3.73,0.27,3.29,4.95,2.01,-0.23,Happy,Happy
3.69,0.27,3.28,4.54,1.99,-0.27,Happy,Happy
3.46,0.29,3.2,3.62,1.88,-0.26,Happy,Happy
2.77,0.36,3.07,2.59,1.81,-0.24,Happy,Happy
2.29,0.44,3.15,2.41,1.75,-0.19,Happy,Happy
2.06,0.49,3.04,2.41,1.6,-0.16,Happy,Happy
1.56,0.64,3.1,2.52,1.49,-0.19,Happy,Happy
1.3,0.77,3.04,2.64,1.49,-0.26,Happy,Happy
1.21,0.82,3.04,2.69,1.46,-0.19,Happy,Happy
1.64,0.61,3.02,2.66,1.42,-0.18,Happy,Happy
2.22,0.45,2.8,2.78,1.21,-0.19,Happy,Happy
2.6,0.38,2.74,2.81,1.12,-0.22,Happy,Happy
2.69,0.37,2.83,2.77,1.13,-0.25,Happy,Happy
2.68,0.37,2.84,2.64,1.09,-0.25,Happy,Happy
2.69,0.37,2.87,2.58,1.15,-0.22,Happy,Happy
2.75,0.36,2.69,3.19,1.22,-0.18,Happy,Happy
2.9,0.35,2.68,3.78,1.1,-0.14,Happy,Happy
3.11,0.32,2.51,3.91,1.09,-0.11,Happy,Happy
3.18,0.31,2.47,3.88,1.13,-0.11,Happy,Happy
3.21,0.31,2.51,3.89,1.22,-0.11,Happy,Happy
3.12,0.32,2.54,3.88,1.37,-0.12,Happy,Happy
2.86,0.35,2.42,3.86,1.31,-0.12,Happy,Happy
2.63,0.38,2.48,3.86,1.36,-0.1,Happy,Happy
2.6,0.39,2.5,3.88,1.69,-0.08,Happy,Happy
2.61,0.38,2.73,3.97,1.73,-0.08,Happy,Happy
2.61,0.38,2.67,4.09,1.74,-0.1,Happy,Happy
2.53,0.4,2.69,3.93,1.74,-0.12,Happy,Happy
2.32,0.43,2.9,3.64,1.86,-0.17,Happy,Happy
2.59,0.39,2.89,3.74,1.97,-0.23,Happy,Happy
3,0.33,2.87,3.99,1.96,-0.24,Happy,Happy
3.2,0.31,2.76,4.21,1.96,-0.2,Happy,Happy
3.24,0.31,2.81,4.29,1.93,-0.2,Happy,Happy
3.24,0.31,2.88,4.28,1.96,-0.2,Happy,Happy
3.25,0.31,2.98,4.28,1.95,-0.2,Happy,Happy
3.27,0.31,2.84,4.26,1.77,-0.2,Happy,Happy
3.27,0.31,2.86,4.14,1.78,-0.2,Happy,Happy
3.26,0.31,2.98,4.01,1.79,-0.19,Happy,Happy
3.24,0.31,2.96,3.96,1.98,-0.2,Happy,Happy
3.16,0.32,2.77,3.9,1.98,-0.21,Happy,Happy
2.84,0.35,2.9,3.6,2.01,-0.2,Happy,Happy
2.09,0.48,3.27,3.05,2.04,-0.18,Happy,Happy
1.45,0.69,3.28,2.56,2.02,-0.11,Happy,Happy
1.31,0.76,3.28,2.47,2,-0.07,Happy,Happy
1.29,0.77,3.25,2.58,2.04,-0.04,Happy,Happy
1.33,0.75,3.3,2.73,2.1,-0.09,Happy,Happy
1.68,0.59,3.3,2.83,2.32,-0.17,Happy,Happy
1.79,0.56,3.75,3.15,2.33,-0.19,Happy,Happy
2.36,0.42,4.48,3.65,2.47,-0.29,Happy,Happy
2.64,0.38,5.77,4.22,2.83,-0.27,Happy,Happy
4.37,0.23,5.88,5.67,2.99,-0.29,Happy,Happy
5.4,0.19,5.92,6.23,2.97,-0.27,Happy,Happy
5.7,0.18,5.92,6.32,3.08,-0.25,Happy,Happy
5.72,0.17,5.93,6.38,3.14,-0.25,Happy,Happy
5.72,0.17,6.02,6.47,3.44,-0.24,Happy,Happy
5.72,0.17,6.15,6.5,3.84,-0.24,Happy,Happy
5.73,0.17,6.24,6.53,3.93,-0.23,Happy,Happy
5.8,0.17,6.41,6.59,4.33,-0.22,Happy,Happy
5.99,0.17,6.52,6.7,4.38,-0.22,Happy,Happy
6.16,0.16,6.33,6.82,4.34,-0.21,Happy,Happy
6.27,0.16,6.1,6.82,4.48,-0.2,Happy,Happy
6.08,0.16,6.2,6.6,4.53,-0.19,Happy,Happy
5.91,0.17,6.42,6.39,4.65,-0.14,Happy,Happy
6.46,0.15,6.58,6.38,4.76,-0.08,Happy,Happy
6.92,0.14,6.59,6.88,4.76,-0.06,Happy,Happy
7.08,0.14,6.53,7.46,4.59,-0.06,Happy,Happy
7.14,0.14,6.46,7.67,4.54,-0.06,Happy,Happy
7.16,0.14,6.34,7.73,4.37,-0.06,Happy,Happy
7.13,0.14,6.11,7.77,4.26,-0.06,Happy,Happy
7.08,0.14,6.08,7.76,4.24,-0.05,Happy,Happy
7.05,0.14,6.05,7.77,4.26,-0.05,Happy,Happy
7.04,0.14,5.84,7.87,4.04,-0.04,Happy,Happy
7.03,0.14,5.76,7.9,3.92,-0.04,Happy,Happy
6.86,0.15,4.86,7.88,3.44,-0.04,Happy,Happy
6.43,0.16,4.59,7.86,3.38,-0.04,Happy,Happy
5.9,0.17,4.93,7.62,3.43,-0.04,Happy,Happy
5.34,0.19,4.95,7.32,3.45,-0.02,Happy,Happy
5.1,0.2,4.98,7.25,3.48,-0.01,Happy,Happy
4.53,0.22,4.75,4.92,2.74,-0.19,Agressive,Agressive
4.58,0.22,4.67,4.91,2.81,-0.18,Agressive,Agressive
4.67,0.21,4.54,4.91,2.89,-0.18,Agressive,Agressive
4.74,0.21,4.46,4.87,2.97,-0.15,Agressive,Agressive
4.64,0.22,4.36,4.75,2.95,-0.12,Agressive,Agressive
4.51,0.22,4.38,4.81,2.87,-0.11,Agressive,Agressive
4.51,0.22,4.31,4.94,2.9,-0.11,Agressive,Agressive
4.55,0.22,4.42,4.9,2.9,-0.11,Agressive,Agressive
4.58,0.22,4.49,4.88,2.94,-0.11,Agressive,Agressive
4.5,0.22,4.34,4.99,2.94,-0.11,Agressive,Agressive
4.5,0.22,4.12,5.19,2.89,-0.12,Agressive,Agressive
4.55,0.22,3.88,5.5,3.24,-0.14,Agressive,Agressive
4.71,0.21,4.16,5.86,3.17,-0.14,Agressive,Agressive
5.01,0.2,4.32,6.32,3.21,-0.12,Agressive,Agressive
5.23,0.19,4.42,6.51,3.27,-0.13,Agressive,Agressive
5.53,0.18,4.58,6.66,3.52,-0.12,Agressive,Agressive
5.83,0.17,4.65,6.72,3.49,-0.08,Agressive,Agressive
5.96,0.17,4.67,6.71,3.53,-0.07,Agressive,Agressive
5.96,0.17,4.57,6.75,3.51,-0.07,Agressive,Agressive
5.95,0.17,4.56,6.75,3.52,-0.07,Agressive,Agressive
5.96,0.17,4.56,6.74,3.51,-0.06,Agressive,Agressive
5.95,0.17,4.54,6.71,3.34,-0.06,Agressive,Agressive
5.92,0.17,4.54,6.61,3.37,-0.06,Agressive,Agressive
5.86,0.17,4.73,6.39,3.69,-0.06,Agressive,Agressive
5.87,0.17,4.81,6.17,3.72,-0.06,Agressive,Agressive
5.88,0.17,4.72,6.19,3.72,-0.07,Agressive,Agressive
5.82,0.17,4.66,6.18,3.71,-0.08,Agressive,Agressive
5.73,0.17,4.73,6.23,4,-0.11,Agressive,Agressive
5.81,0.17,4.73,6.29,4.19,-0.15,Agressive,Agressive
6.01,0.17,5.29,6.7,4.51,-0.11,Agressive,Agressive
6.21,0.16,5.38,6.93,4.61,-0.08,Agressive,Agressive
6.44,0.16,5.47,7.29,4.82,-0.06,Agressive,Agressive
6.54,0.15,5.58,7.74,4.92,-0.06,Agressive,Agressive
6.55,0.15,5.57,8.02,4.88,-0.06,Agressive,Agressive
6.52,0.15,5.53,8.2,4.84,-0.06,Agressive,Agressive
6.46,0.15,5.54,8.24,5.02,-0.05,Agressive,Agressive
6.42,0.16,5.66,8.31,5.04,-0.05,Agressive,Agressive
6.36,0.16,5.74,8.44,5.07,-0.05,Agressive,Agressive
6.27,0.16,5.79,8.49,4.96,-0.05,Agressive,Agressive
6.15,0.16,5.8,8.46,4.91,-0.04,Agressive,Agressive
5.99,0.17,5.59,8.46,4.84,-0.05,Agressive,Agressive
5.58,0.18,5.74,8.42,4.94,-0.06,Agressive,Agressive
5.13,0.2,5.73,8.31,5.01,-0.08,Agressive,Agressive
5.15,0.19,6.65,8.33,5.18,-0.09,Agressive,Agressive
6.4,0.16,6.83,8.72,5.27,-0.13,Agressive,Agressive
7.45,0.13,6.81,8.91,5.24,-0.16,Agressive,Agressive
7.89,0.13,6.9,8.89,5.16,-0.17,Agressive,Agressive
8.01,0.12,6.99,8.91,5.13,-0.18,Agressive,Agressive
8.08,0.12,6.95,9.04,5.13,-0.19,Agressive,Agressive
8.11,0.12,6.99,9.12,5.12,-0.21,Agressive,Agressive
8.13,0.12,7,9.13,5.08,-0.27,Agressive,Agressive
8.14,0.12,7,9.11,4.97,-0.34,Agressive,Agressive
8.15,0.12,6.95,9.11,4.81,-0.4,Agressive,Agressive
8.16,0.12,6.85,9.11,4.32,-0.4,Agressive,Agressive
8.14,0.12,6.25,9.02,3.84,-0.4,Agressive,Agressive
7.89,0.13,5.98,8.63,3.59,-0.41,Agressive,Agressive
7.24,0.14,6,8.22,3.59,-0.39,Agressive,Agressive
6.69,0.15,5.33,8.18,3.15,-0.37,Agressive,Agressive
6.28,0.16,5.14,8.01,3.05,-0.38,Agressive,Agressive
5.85,0.17,5.12,7.3,2.96,-0.34,Agressive,Agressive
5.46,0.18,4.64,6.45,2.81,-0.26,Agressive,Agressive
5.15,0.19,4.56,5.82,2.94,-0.2,Agressive,Agressive
4.91,0.2,4.78,5.34,3.23,-0.19,Agressive,Agressive
4.51,0.22,4.77,5.23,3.25,-0.19,Agressive,Agressive
4.03,0.25,4.71,5.55,3.34,-0.17,Agressive,Agressive
3.82,0.26,4.7,5.82,3.3,-0.16,Agressive,Agressive
3.78,0.26,4.61,6.15,3.25,-0.16,Agressive,Agressive
3.69,0.27,4.74,6.38,3.51,-0.15,Agressive,Agressive
3.71,0.27,4.9,6.42,3.56,-0.15,Agressive,Agressive
3.92,0.26,4.96,6.4,3.56,-0.14,Agressive,Agressive
4.19,0.24,4.99,6.44,3.79,-0.15,Agressive,Agressive
4.2,0.24,5.15,6.48,3.95,-0.19,Agressive,Agressive
4.2,0.24,5.06,6.49,3.87,-0.22,Agressive,Agressive
4.28,0.23,4.94,6.49,3.95,-0.22,Agressive,Agressive
4.33,0.23,4.96,6.5,3.89,-0.19,Agressive,Agressive
4.55,0.22,4.95,6.5,3.91,-0.17,Agressive,Agressive
4.69,0.21,4.94,6.47,3.94,-0.16,Agressive,Agressive
4.7,0.21,4.93,6.32,3.93,-0.16,Agressive,Agressive
4.63,0.22,4.79,6.11,3.78,-0.16,Agressive,Agressive
4.59,0.22,4.65,6.03,3.76,-0.16,Agressive,Agressive
4.45,0.22,4.67,6.02,3.77,-0.14,Agressive,Agressive
4.26,0.23,4.41,5.97,3.36,-0.12,Agressive,Agressive
4.39,0.23,4.51,5.95,3.45,-0.11,Agressive,Agressive
4.85,0.21,5.01,5.98,3.5,-0.11,Agressive,Agressive
5.33,0.19,4.96,6.14,3.45,-0.12,Agressive,Agressive
5.5,0.18,4.98,6.39,3.48,-0.12,Agressive,Agressive
5.51,0.18,4.98,6.65,3.48,-0.1,Agressive,Agressive
5.49,0.18,5.11,6.74,3.85,-0.1,Agressive,Agressive
5.51,0.18,5.52,6.73,4.44,-0.1,Agressive,Agressive
5.74,0.17,5.5,7.15,4.46,-0.1,Agressive,Agressive
6.06,0.17,5.47,7.65,4.53,-0.11,Agressive,Agressive
6.14,0.16,5.82,7.79,4.62,-0.12,Agressive,Agressive
6.16,0.16,5.88,7.8,4.6,-0.13,Agressive,Agressive
6.2,0.16,5.74,7.84,4.52,-0.13,Agressive,Agressive
6.09,0.16,5.74,7.83,4.5,-0.14,Agressive,Agressive
5.89,0.17,5.91,7.81,4.65,-0.14,Agressive,Agressive
5.86,0.17,6.3,7.76,5.03,-0.16,Agressive,Agressive
