alpha,arousal1,betha,theta,gamma,valence1,'Stimuli (Audio)',Respuesta
3.66,0.27,3.66,4.7,2.46,-0.04,Sad,Sad
3.82,0.26,3.64,5,2.6,-0.03,Sad,Sad
3.86,0.26,3.74,5.09,2.7,-0.03,Sad,Sad
3.97,0.25,3.72,5.18,2.74,-0.03,Sad,Sad
4.07,0.25,3.72,5.25,2.76,-0.03,Sad,Sad
4.1,0.24,3.75,5.28,2.81,-0.03,Sad,Sad
4.1,0.24,4.03,5.43,2.83,-0.03,Sad,Sad
4.12,0.24,4.09,5.68,2.77,-0.03,Sad,Sad
4.17,0.24,3.94,5.88,2.53,-0.03,Sad,Sad
4.15,0.24,3.62,5.92,2.48,-0.03,Sad,Sad
3.85,0.26,3.54,5.81,2.51,-0.03,Sad,Sad
3.44,0.29,3.56,5.74,2.46,-0.03,Sad,Sad
3.3,0.3,3.54,5.74,2.18,-0.04,Sad,Sad
3.23,0.31,3.42,5.71,2.06,-0.04,Sad,Sad
2.95,0.34,3.42,5.65,2,-0.05,Sad,Sad
2.83,0.35,3.49,5.61,1.96,-0.03,Sad,Sad
2.91,0.34,3.27,5.58,1.88,-0.03,Sad,Sad
3.02,0.33,2.66,5.47,1.88,-0.04,Sad,Sad
